1.0,0.129146,-
0.98,0.0825197,-
0.96,0.0439201,-
0.94,0.00885696,-
0.92,-0.0161704,-
0.9,-0.043473,-
0.88,-0.077455,-
0.84,-0.132232,-
0.8,-0.173188,-
0.76,-0.239262,-
0.72,-0.295349,-
0.68,-0.343248,-
0.64,-0.405828,-
0.6,-0.437434,-
0.58,-0.463778,-
0.56,-0.476741,-
0.54,-0.488501,-
0.52,-0.48082,-
0.5,-0.475176,-
0.48,-0.436482,-
0.46,-0.457778,-
0.44,-0.449806,-
0.42,-0.437382,-
0.4,-0.424278,-
0.38,-0.412609,-
0.34,-0.381464,-
0.3,-0.34961,-
0.26,-0.311199,-
0.22,-0.264333,-
0.19,-0.231533,-
0.16,-0.190746,-
0.13,-0.135173,-
0.1,-0.0659575,-
0.08,-0.00807957,-
0.06,0.0637782,-
0.05,0.0935247,-
0.045,0.142091,-
0.04,0.161566,-
0.035,0.181668,-
0.03,0.230481,-
0.025,0.292856,-
0.02,0.36488,-
0.015,0.461351,-
0.01,0.600799,-
0.005,0.89817,-
0.0,1.10546,-
0.01,-0.136852,-
0.02,-0.384192,-
0.03,-0.441075,-
0.04,-0.491386,-
0.05,-0.523866,-
0.06,-0.545088,-
0.08,-0.609199,-
0.1,-0.642205,-
0.15,-0.720552,-
0.2,-0.739271,-
0.25,-0.721128,-
0.3,-0.865475,-
0.35,-0.943063,-
0.4,-1.03397,-
0.45,-0.557157,-
0.5,-0.404178,-
0.55,-0.26684,-
0.6,-0.140726,-
0.65,-0.0480608,-
0.7,0.0439095,-
0.75,0.119501,-
0.81,0.210338,-
0.87,0.256311,-
0.9,0.264586,-
0.92,0.268549,-
0.94,0.265622,-
0.96,0.252039,-
0.98,,-
