,1.20E-01
0.986,-0.080870982
0.936,-0.066880831
0.881,-0.066583494
0.825,-0.069023494
0.75,-0.063119675
0.625,-0.054184248
0.45,-0.036763996
0.25,0.027433141
0.1,0.272426313
0.05,0.582726271
0.024,0.840737885
0,-1.161855381
0.024,-1.23057694
0.05,-1.208770206
0.1,-1.244717293
0.25,-1.061732615
0.45,-0.582704814
0.625,-0.345010185
0.75,-0.238704654
0.825,-0.189729929
0.881,-0.173581788
0.936,-0.138232441
0.986,-0.089101384
