,1.20E-01
0.986,-0.391879888
0.936,-0.29859227
0.881,-0.26675676
0.825,-0.220304772
0.75,-0.188579862
0.625,-0.139608269
0.45,-0.067538563
0.25,0.036556746
0.1,0.292982778
0.05,0.614337904
0.024,0.886123506
0,-0.576025383
0.024,-0.555381207
0.05,-0.549394984
0.1,-0.578323788
0.25,-0.606716874
0.45,-0.617223872
0.625,-0.613294116
0.75,-0.603785975
0.825,-0.603336663
0.881,-0.573782277
0.936,-0.53835918
0.986,-0.453287066
