,0.320,0.420,0.520,0.540,0.560,0.600,0.620,0.650,0.670,0.700,0.730,0.760
0.000,-0.740,-0.690,-0.680,-0.680,-0.660,-0.620,-0.630,-0.610,-0.560,-0.430,-0.500,-0.500
0.006,-0.590,-0.540,-0.570,-0.570,-0.580,-0.560,-0.630,-0.600,-0.590,-0.580,-0.610,-0.700
0.016,-0.600,-0.540,-0.570,-0.560,-0.580,-0.560,-0.600,-0.600,-0.580,-0.580,-0.610,-0.690
0.027,-0.600,-0.540,-0.570,-0.560,-0.580,-0.560,-0.590,-0.600,-0.590,-0.590,-0.610,-0.700
0.051,-0.610,-0.540,-0.580,-0.570,-0.580,-0.560,-0.600,-0.610,-0.580,-0.590,-0.610,-0.710
0.080,-0.610,-0.550,-0.580,-0.570,-0.580,-0.570,-0.600,-0.620,-0.590,-0.580,-0.600,-0.700
0.106,-0.610,-0.550,-0.580,-0.560,-0.580,-0.560,-0.580,-0.600,-0.580,-0.580,-0.600,-0.640
0.154,-0.620,-0.550,-0.580,-0.570,-0.590,-0.570,-0.600,-0.620,-0.590,-0.590,-0.610,-0.620
0.199,-0.630,-0.560,-0.590,-0.580,-0.600,-0.580,-0.600,-0.610,-0.590,-0.600,-0.610,-0.620
0.255,-0.640,-0.580,-0.600,-0.600,-0.600,-0.580,-0.600,-0.610,-0.600,-0.600,-0.620,-0.620
0.304,-0.640,-0.590,-0.620,-0.600,-0.610,-0.590,-0.620,-0.620,-0.610,-0.610,-0.630,-0.630
0.351,-0.660,-0.600,-0.620,-0.620,-0.620,-0.600,-0.630,-0.620,-0.620,-0.620,-0.640,-0.640
0.399,-0.670,-0.600,-0.640,-0.630,-0.640,-0.610,-0.640,-0.640,-0.620,-0.630,-0.650,-0.650
0.448,-0.680,-0.620,-0.650,-0.640,-0.640,-0.620,-0.650,-0.650,-0.640,-0.640,-0.660,-0.660
0.502,-0.680,-0.630,-0.660,-0.640,-0.650,-0.630,-0.660,-0.660,-0.640,-0.650,-0.660,-0.670
0.551,-0.690,-0.630,-0.660,-0.650,-0.650,-0.630,-0.660,-0.660,-0.650,-0.660,-0.670,-0.680
0.600,-0.690,-0.620,-0.660,-0.650,-0.660,-0.640,-0.660,-0.670,-0.660,-0.660,-0.670,-0.680
0.655,-0.700,-0.620,-0.660,-0.650,-0.660,-0.630,-0.660,-0.670,-0.660,-0.670,-0.670,-0.680
0.758,-0.700,-0.630,-0.660,-0.650,-0.660,-0.630,-0.660,-0.670,-0.660,-0.670,-0.680,-0.700
0.804,-0.690,-0.620,-0.650,-0.640,-0.650,-0.620,-0.660,-0.660,-0.660,-0.670,-0.680,-0.700
0.904,-0.640,-0.580,-0.610,-0.600,-0.620,-0.600,-0.630,-0.640,-0.640,-0.650,-0.660,-0.680
0.955,-0.590,-0.550,-0.580,-0.570,-0.590,-0.570,-0.600,-0.620,-0.620,-0.630,-0.650,-0.670
1.000,-0.460,-0.500,-0.530,-0.520,-0.540,-0.520,-0.570,-0.580,-0.590,-0.600,-0.610,-0.630
