,0.31,0.41,0.51,0.53,0.56,0.58,0.61,0.64,0.66,0.69,0.71,0.74,0.76,0.80,0.83,0.86
0.02,0.90,0.90,0.93,0.90,0.89,0.90,0.91,0.90,0.89,0.91,0.90,0.91,0.89,0.89,0.85,0.82
0.03,0.76,0.77,0.79,0.78,0.76,0.77,0.77,0.78,0.76,0.78,0.78,0.78,0.76,0.74,0.72,0.70
0.05,0.61,0.62,0.63,0.62,0.61,0.61,0.62,0.62,0.61,0.63,0.63,0.64,0.63,0.61,0.60,0.58
0.08,0.49,0.49,0.50,0.48,0.48,0.48,0.49,0.49,0.48,0.50,0.51,0.52,0.50,0.49,0.47,0.46
0.11,0.41,0.42,0.42,0.41,0.40,0.41,0.42,0.42,0.42,0.43,0.44,0.44,0.43,0.42,0.40,0.39
0.15,0.33,0.32,0.32,0.31,0.31,0.31,0.32,0.33,0.32,0.33,0.34,0.34,0.34,0.32,0.31,0.30
0.20,0.25,0.25,0.24,0.22,0.22,0.22,0.24,0.24,0.23,0.25,0.25,0.26,0.25,0.23,0.23,0.21
0.25,0.22,0.22,0.21,0.20,0.19,0.19,0.20,0.21,0.20,0.21,0.22,0.23,0.22,0.20,0.19,0.17
0.30,0.18,0.18,0.16,0.15,0.15,0.15,0.16,0.16,0.16,0.17,0.18,0.19,0.17,0.15,0.14,--
0.35,0.15,0.14,0.13,0.11,0.11,0.11,0.12,0.13,0.12,0.12,0.13,0.14,0.12,0.10,0.10,0.07
0.40,0.11,0.11,0.10,0.08,0.08,0.07,0.09,0.09,0.07,0.09,0.09,0.10,0.08,0.06,0.05,--
0.45,0.10,0.09,0.08,0.06,0.06,0.05,0.07,0.07,0.06,0.06,0.08,0.08,0.06,0.04,0.04,0.00
0.50,0.09,0.08,0.07,0.06,0.05,0.04,0.06,0.06,0.05,0.06,0.06,0.07,0.06,0.03,0.02,--
0.56,0.09,0.08,0.07,0.05,0.04,0.04,0.06,0.06,0.04,0.05,0.06,0.07,0.05,0.02,0.02,-0.03
0.60,0.08,0.06,0.04,0.04,0.02,0.02,0.03,0.04,0.02,0.03,0.04,0.05,0.03,0.00,-0.01,--
0.66,0.05,0.02,0.02,0.03,0.02,0.02,0.00,0.02,0.01,0.01,0.03,0.02,0.01,-0.01,-0.04,-0.08
0.71,0.05,0.03,0.03,0.03,0.02,0.03,0.01,0.03,0.02,0.02,0.04,0.03,0.02,-0.01,-0.02,--
0.76,0.07,0.05,0.04,0.05,0.04,0.04,0.03,0.04,0.04,0.04,0.06,0.05,0.04,0.02,0.01,-0.05
0.85,0.08,0.06,0.06,0.07,0.06,0.05,0.04,0.06,0.06,0.06,0.07,0.07,0.06,0.04,0.02,0.00
0.90,0.08,0.05,0.05,0.05,0.04,0.04,0.03,0.04,0.04,0.05,0.07,0.06,0.05,0.02,-0.01,--
0.96,0.07,0.04,0.04,0.05,0.04,0.03,0.02,0.04,0.03,0.04,0.06,0.06,0.05,0.01,-0.06,-0.12
