1,0.007511,,,
0.975028,0.009378,,,
0.950185,0.011448,,,
0.92535,0.013738,,,
0.900509,0.01624,,,
0.875699,0.018937,,,
0.85097,0.021812,,,
0.826309,0.024865,,,
0.801713,0.028104,,,
0.777197,0.031534,,,
0.752502,0.035177,,,
0.727694,0.038977,,,
0.702978,0.042819,,,
0.678157,0.046638,,,
0.653244,0.050347,,,
0.628341,0.05387,,,
0.603417,0.057173,,,
0.578512,0.060236,,,
0.553618,0.06305,,,
0.528707,0.065602,,,
0.503763,0.067855,,,
0.478891,0.069739,,,
0.453678,0.071225,,,
0.42839,0.072269,,,
0.403297,0.072889,,,
0.37814,0.073148,,,
0.353142,0.073107,,,
0.303145,0.07234,,,
0.252956,0.070869,,,
0.22776,0.069889,,,
0.202556,0.068721,,,
0.177227,0.067305,,,
0.151842,0.065516,,,
0.126143,0.06305,,,
0.100188,0.059399,,,
0.073686,0.053679,,,
0.047036,0.044601,,,
0.023543,0.031706,,,
0.009072,0.018901,,,
0.002864,0.010039,,,
0,0,,,
0,0,,,
0.004687,-0.010181,,,
0.01435,-0.016097,,,
0.016462,-0.016977,,,
0.025184,-0.019938,,,
0.035595,-0.022473,,,
0.061865,-0.02585,,,
0.084979,-0.026611,,,
0.108242,-0.026285,,,
0.132051,-0.025543,,,
0.156116,-0.024885,,,
0.180495,-0.02455,,,
0.20493,-0.024531,,,
0.22949,-0.024704,,,
0.254059,-0.024977,,,
0.303398,-0.025667,,,
0.352929,-0.026364,,,
0.377696,-0.026643,,,
0.402303,-0.026827,,,
0.426974,-0.026874,,,
0.451451,-0.026748,,,
0.476002,-0.026437,,,
0.500894,-0.025933,,,
0.525714,-0.025246,,,
0.550567,-0.024364,,,
0.575437,-0.023336,,,
0.600297,-0.022207,,,
0.625136,-0.021024,,,
0.649997,-0.019816,,,
0.674849,-0.018601,,,
0.699792,-0.017382,,,
0.72484,-0.016147,,,
0.749797,-0.014884,,,
0.774866,-0.013547,,,
0.800114,-0.012092,,,
0.825282,-0.010489,,,
0.850386,-0.008694,,,
0.875421,-0.006717,,,
0.900374,-0.004586,,,
0.925298,-0.002353,,,
0.950227,-2E-06,,,
0.975148,0.002566,,,
1,0.005929,,,
