,0.310,0.410,0.510,0.560,0.610,0.640,0.670,0.690,0.710,0.740,0.760,0.790,0.820,0.840,0.880,0.900
0.000,0.630,0.670,0.700,0.730,0.760,0.780,0.800,0.820,0.840,0.870,0.890,0.910,0.930,0.930,0.960,0.980
0.005,0.960,1.010,1.040,1.050,1.060,1.070,1.070,1.090,1.090,1.100,1.110,1.120,1.130,1.140,1.170,1.180
0.013,0.690,0.930,0.950,0.770,0.790,0.790,0.800,0.810,0.820,0.840,0.840,0.850,0.880,0.900,0.950,0.960
0.025,0.340,0.380,0.400,0.410,0.430,0.440,0.450,0.450,0.470,0.490,0.500,0.510,0.550,0.580,0.640,0.660
0.075,-0.040,-0.020,-0.020,-0.010,0.010,-0.010,0.010,0.010,0.030,0.040,0.050,0.070,0.110,0.150,0.230,0.260
0.100,-0.120,-0.110,-0.100,-0.100,-0.090,-0.110,-0.090,-0.090,-0.080,-0.070,-0.060,-0.040,0.000,0.040,0.120,0.160
0.150,-0.200,-0.210,-0.200,-0.210,-0.210,-0.230,-0.210,-0.220,-0.220,-0.210,-0.200,-0.190,-0.150,-0.110,-0.030,0.010
0.200,-0.270,-0.280,-0.280,-0.290,-0.290,-0.320,-0.310,-0.320,-0.320,-0.310,-0.310,-0.300,-0.270,-0.230,-0.140,-0.100
0.250,-0.330,-0.340,-0.340,-0.360,-0.360,-0.400,-0.380,-0.400,-0.410,-0.410,-0.430,-0.410,-0.390,-0.340,-0.250,-0.210
0.300,-0.360,-0.380,-0.390,-0.400,-0.410,-0.450,-0.440,-0.470,-0.490,-0.500,-0.510,-0.510,-0.470,-0.430,-0.340,-0.300
0.350,-0.380,-0.400,-0.420,-0.430,-0.450,-0.490,-0.480,-0.510,-0.530,-0.550,-0.580,-0.570,-0.550,-0.510,-0.430,-0.380
0.400,-0.400,-0.420,-0.440,-0.460,-0.470,-0.520,-0.510,-0.550,-0.580,-0.610,-0.650,-0.660,-0.620,-0.580,-0.500,-0.460
0.450,-0.410,-0.430,-0.450,-0.480,-0.490,-0.530,-0.530,-0.580,-0.600,-0.650,-0.760,-0.770,-0.730,-0.690,-0.600,-0.550
0.500,-0.390,-0.420,-0.430,-0.450,-0.470,-0.500,-0.500,-0.540,-0.570,-0.600,-0.710,-0.840,-0.810,-0.760,-0.670,-0.630
0.550,-0.370,-0.390,-0.400,-0.420,-0.440,-0.480,-0.470,-0.510,-0.520,-0.560,-0.660,-0.800,-0.830,-0.800,-0.710,-0.670
0.600,-0.350,-0.370,-0.380,-0.390,-0.400,-0.440,-0.440,-0.470,-0.480,-0.510,-0.610,-0.750,-0.770,-0.740,-0.660,-0.690
0.650,-0.310,-0.330,-0.340,-0.360,-0.370,-0.410,-0.400,-0.430,-0.450,-0.480,-0.490,-0.740,-0.760,-0.730,-0.650,-0.690
0.700,-0.280,-0.300,-0.310,-0.330,-0.350,-0.380,-0.370,-0.400,-0.400,-0.370,-0.310,-0.490,-0.770,-0.740,-0.660,-0.680
0.750,-0.250,-0.270,-0.290,-0.270,-0.260,-0.280,-0.260,-0.270,-0.270,-0.270,-0.290,-0.220,-0.500,-0.580,-0.510,-0.660
0.800,-0.200,-0.180,-0.180,-0.190,-0.200,-0.220,-0.200,-0.220,-0.220,-0.220,-0.220,-0.170,-0.210,-0.350,-0.350,-0.550
0.850,0.000,-0.100,-0.110,-0.120,-0.120,-0.140,-0.120,-0.130,-0.130,-0.130,-0.120,-0.100,-0.070,-0.190,-0.230,-0.430
0.900,-0.020,-0.010,-0.010,-0.020,-0.010,-0.030,-0.010,-0.010,-0.010,0.000,0.000,0.020,0.010,-0.070,-0.140,-0.350
0.950,0.050,0.060,0.070,0.070,0.080,0.070,0.090,0.080,0.090,0.100,0.110,0.110,0.120,0.030,-0.050,-0.270
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
