,0.320,0.420,0.520,0.540,0.570,0.600,0.620,0.650,0.680
0.000,-3.000,-2.530,-2.000,-1.870,-1.660,-1.500,-1.340,-1.140,-0.990
0.005,-3.030,-2.720,-2.650,-2.690,-2.650,-2.490,-2.340,-2.000,-1.810
0.013,-2.810,-2.500,-2.440,-2.440,-2.380,-2.230,-2.180,-1.730,-1.420
0.025,-1.700,-1.690,-1.930,-2.010,-2.150,-2.110,-2.100,-1.750,-1.410
0.075,-0.980,-1.050,-1.030,-1.070,-1.090,-1.120,-1.200,-1.360,-1.360
0.100,-0.790,-0.850,-0.770,-0.780,-0.760,-0.770,-0.750,-0.840,-1.220
0.150,-0.690,-0.730,-0.670,-0.690,-0.680,-0.710,-0.710,-0.890,-1.190
0.200,-0.640,-0.670,-0.630,-0.650,-0.650,-0.670,-0.670,-0.820,-1.110
0.250,-0.630,-0.650,-0.630,-0.640,-0.640,-0.660,-0.660,-0.800,-1.080
0.300,-0.640,-0.660,-0.640,-0.650,-0.650,-0.660,-0.670,-0.780,-1.020
0.350,-0.650,-0.660,-0.650,-0.660,-0.660,-0.670,-0.680,-0.740,-0.910
0.400,-0.660,-0.660,-0.650,-0.670,-0.670,-0.670,-0.680,-0.720,-0.840
0.450,-0.660,-0.660,-0.660,-0.670,-0.680,-0.680,-0.690,-0.710,-0.800
0.500,-0.680,-0.660,-0.670,-0.690,-0.690,-0.690,-0.700,-0.710,-0.770
0.550,-0.700,-0.680,-0.690,-0.700,-0.700,-0.700,-0.710,-0.720,-0.760
0.600,-0.710,-0.700,-0.700,-0.720,-0.720,-0.710,-0.730,-0.720,-0.750
0.650,-0.730,-0.710,-0.710,-0.730,-0.730,-0.730,-0.740,-0.730,-0.750
0.700,-0.750,-0.720,-0.730,-0.740,-0.740,-0.740,-0.760,-0.740,-0.760
0.750,-0.750,-0.730,-0.740,-0.750,-0.750,-0.750,-0.770,-0.750,-0.770
0.800,-0.760,-0.740,-0.750,-0.760,-0.770,-0.760,-0.770,-0.760,-0.780
0.850,-0.760,-0.750,-0.750,-0.770,-0.770,-0.770,-0.780,-0.770,-0.780
0.900,-0.730,-0.740,-0.750,-0.740,-0.760,-0.750,-0.760,-0.770,-0.790
0.950,-0.720,-0.730,-0.740,-0.730,-0.750,-0.750,-0.760,-0.770,-0.780
