,0.310,0.410,0.510,0.560,0.610,0.640,0.670,0.690,0.710,0.740,0.760,0.790,0.820,0.840,0.880,0.900
0.005,-1.290,-1.350,-1.490,-1.500,-1.440,-1.410,-1.360,-1.380,-1.380,-1.350,-1.280,-1.180,-1.100,-1.040,-0.940,-0.850
0.013,-0.920,-0.990,-1.090,-1.130,-1.260,-1.370,-1.350,-1.350,-1.320,-1.280,-1.290,-1.200,-1.120,-1.070,-0.980,-0.890
0.025,-0.680,-0.710,-0.770,-0.810,-0.890,-0.910,-0.920,-1.030,-1.170,-1.160,-1.140,-1.110,-1.050,-1.010,-0.910,-0.830
0.050,-0.460,-0.480,-0.490,-0.510,-0.520,-0.540,-0.530,-0.580,-0.740,-0.920,-0.990,-0.990,-1.010,-0.980,-0.900,-0.810
0.075,-0.330,-0.350,-0.370,-0.390,-0.390,-0.420,-0.410,-0.430,-0.410,-0.400,-0.730,-0.890,-0.950,-0.930,-0.850,-0.770
0.100,-0.280,-0.300,-0.310,-0.330,-0.330,-0.350,-0.350,-0.370,-0.360,-0.350,-0.340,-0.810,-0.890,-0.910,-0.830,-0.750
0.150,-0.220,-0.240,-0.240,-0.250,-0.260,-0.280,-0.280,-0.290,-0.300,-0.290,-0.290,-0.250,-0.790,-0.870,-0.800,-0.720
0.200,-0.150,-0.180,-0.190,-0.150,-0.170,-0.190,-0.190,-0.210,-0.210,-0.220,-0.230,-0.210,-0.400,-0.790,-0.730,-0.660
0.250,-0.150,-0.170,-0.170,-0.190,-0.190,-0.210,-0.200,-0.220,-0.220,-0.220,-0.230,-0.220,-0.190,-0.810,--,--
0.300,-0.180,-0.190,-0.190,-0.210,-0.210,-0.230,-0.210,-0.240,-0.230,-0.240,-0.260,-0.270,-0.220,-0.750,-0.800,-0.730
0.350,-0.160,-0.180,-0.180,-0.190,-0.200,-0.210,-0.210,-0.220,-0.220,-0.230,-0.240,-0.240,-0.240,-0.590,--,--
0.400,-0.140,-0.150,-0.140,-0.160,-0.160,-0.180,-0.170,-0.190,-0.180,-0.190,-0.200,-0.210,-0.210,-0.330,-0.840,-0.790
0.450,-0.110,-0.120,-0.110,-0.130,-0.130,-0.150,-0.130,-0.150,-0.150,-0.150,-0.150,-0.170,-0.170,-0.170,--,--
0.500,-0.090,-0.100,-0.090,-0.100,-0.100,-0.110,-0.100,-0.110,-0.110,-0.110,-0.110,-0.130,-0.130,-0.110,-0.790,-0.800
0.550,-0.050,-0.060,-0.050,-0.060,-0.060,-0.070,-0.060,-0.070,-0.060,-0.060,-0.060,-0.070,-0.080,-0.050,--,--
0.600,-0.020,-0.020,-0.010,-0.030,-0.040,-0.030,-0.020,-0.030,-0.020,-0.020,-0.020,-0.020,-0.030,-0.010,-0.540,-0.770
0.700,0.070,0.060,0.080,0.060,0.080,0.070,0.080,0.080,0.080,0.080,0.090,0.090,0.090,0.090,--,--
0.750,0.100,0.090,0.110,0.090,0.100,0.100,0.110,0.110,0.120,0.120,0.120,0.130,0.120,0.120,0.010,-0.690
0.800,0.130,0.140,0.140,0.130,0.150,0.150,0.150,0.150,0.160,0.160,0.160,0.170,0.160,0.160,--,--
0.850,0.140,0.150,0.160,0.140,0.160,0.160,0.170,0.170,0.170,0.170,0.180,0.180,0.180,0.160,0.130,-0.520
0.950,0.160,0.160,0.180,0.170,0.180,0.180,0.190,0.190,0.200,0.200,0.200,0.210,0.190,0.150,0.120,-0.330
