,0.320,0.420,0.510,0.540,0.570,0.590,0.610,0.640,0.670,0.690,0.720,0.740,0.770,0.800,0.830,0.860
0.005,1.000,1.020,1.030,1.040,1.040,1.040,1.040,1.050,1.040,1.040,0.990,0.940,0.850,0.750,0.630,0.530
0.013,0.840,0.850,0.850,0.860,0.860,0.860,0.860,0.850,0.840,0.830,0.780,0.710,0.610,0.530,0.430,0.340
0.025,0.650,0.660,0.670,0.680,0.680,0.680,0.680,0.680,0.670,0.660,0.610,0.550,0.460,0.400,0.290,0.230
0.050,0.430,0.440,0.440,0.450,0.460,0.460,0.450,0.460,0.450,0.450,0.410,0.360,0.290,0.250,0.170,0.120
0.075,0.330,0.340,0.350,0.350,0.360,0.360,0.360,0.360,0.360,0.360,0.330,0.280,0.230,0.190,0.120,0.080
0.100,0.290,0.300,0.300,0.310,0.320,0.320,0.320,0.320,0.320,0.320,0.290,0.250,0.200,0.170,0.100,0.070
0.150,0.230,0.230,0.240,0.250,0.250,0.250,0.250,0.260,0.250,0.260,0.230,0.190,0.150,0.120,0.070,0.040
0.200,0.180,0.190,0.190,0.190,0.200,0.200,0.200,0.210,0.200,0.210,0.180,0.150,0.110,0.080,0.020,-0.010
0.250,0.170,0.190,0.190,0.200,0.210,0.200,0.200,0.210,0.200,0.210,0.190,0.150,--,--,--,--
0.300,0.110,0.130,0.120,0.130,0.140,0.130,0.140,0.140,0.130,0.140,0.120,0.080,0.030,0.010,-0.050,-0.080
0.350,0.090,0.100,0.090,0.100,0.110,0.100,0.100,0.110,0.100,0.110,0.080,0.050,--,--,--,--
0.400,0.080,0.090,0.090,0.090,0.100,0.090,0.100,0.100,0.090,0.100,0.080,0.040,-0.010,-0.030,-0.090,-0.140
0.450,0.080,0.090,0.080,0.090,0.100,0.090,0.090,0.100,0.090,0.100,0.080,0.040,--,--,--,--
0.500,0.090,0.090,0.090,0.090,0.100,0.090,0.100,0.100,0.100,0.110,0.080,0.050,0.010,-0.020,-0.070,-0.100
0.550,0.100,0.110,0.100,0.110,0.120,0.110,0.110,0.120,0.110,0.120,0.100,0.070,--,--,--,--
0.600,0.110,0.120,0.110,0.120,0.130,0.120,0.130,0.130,0.130,0.130,0.110,0.080,0.050,0.040,-0.010,-0.040
0.700,0.150,0.160,0.160,0.160,0.180,0.170,0.180,0.180,0.180,0.190,0.170,0.140,--,--,--,--
0.750,0.170,0.170,0.170,0.170,0.190,0.180,0.190,0.190,0.190,0.210,0.180,0.150,0.120,0.110,0.080,0.080
0.800,0.180,0.210,0.200,0.200,0.220,0.210,0.210,0.220,0.220,0.230,0.200,0.180,--,--,--,--
0.850,0.190,0.200,0.190,0.200,0.220,0.210,0.210,0.220,0.210,0.230,0.200,0.170,0.140,0.130,0.090,0.070
0.950,0.150,0.170,0.160,0.160,0.180,0.170,0.170,0.180,0.180,0.190,0.150,0.090,0.030,-0.010,-0.060,-0.070
