,1.20E-01
0.986,0.087248322
0.936,0.040268456
0.881,-0.040268456
0.825,-0.10738255
0.75,-0.208053691
0.625,-0.342281879
0.45,-0.570469799
0.25,-1.040268456
0.1,-1.976510067
0.05,-2.255033557
0.024,-2.44966443
0,-0.624161074
0.024,0.906040268
0.05,0.731543624
0.1,0.55033557
0.25,0.238255034
0.45,0.090604027
0.625,0.05704698
0.75,0.05033557
0.825,0.053691275
0.881,0.053691275
0.936,0.070469799
0.986,0.104026846
