,2.00E-01
1,0.0625
0.95,-0.020833333
0.79,-0.319444444
0.64,-0.486111111
0.49,-0.722222222
0.36,-0.979166667
0.25,-1.215277778
0.16,-1.472222222
0.09,-1.777777778
0.04,-2.069444444
0.022,-2.319444444
0.01,-2.263888889
0,-0.159722222
0.01,0.986111111
0.022,0.75
0.04,0.486111111
0.06,0.013888889
0.16,-0.138888889
0.25,-0.229166667
0.36,-0.270833333
0.49,-0.263888889
0.64,-0.215277778
0.79,-0.131944444
0.95,-0.013888889
1,0.0625
