,0.15
0.99,-0.059977432
0.95,-0.067967583
0.9,-0.115862902
0.85,-0.17055156
0.8,-0.245107314
0.75,-0.326171452
0.7,-0.433725052
0.65,-0.53482726
0.6,-0.622513763
0.55,-0.703691883
0.5,-0.784813012
0.45,-0.832879304
0.4,-0.867586883
0.35,-0.928783924
0.3,-1.009905053
0.25,-1.097705538
0.2,-1.211881504
0.15,-1.339416183
0.1,-1.612585914
0.075,-1.831921854
0.06,-1.964882085
0.05,-2.157329625
0.035,-2.44916964
0.022,-3.151596321
0.015,-3.363739984
0.012,-3.589014396
0.005,-3.715067306
0,-2.25826086
0.007,0.662487319
0.015,0.795219587
0.022,0.749147983
0.035,0.643589071
0.05,0.551388873
0.06,0.478941789
0.075,0.419739437
0.1,0.314636454
0.15,0.197086615
0.2,0.099403873
0.25,0.034832959
0.3,-0.009927849
0.35,-0.054631667
0.4,-0.092713118
0.45,-0.137416935
0.5,-0.162196665
0.55,-0.173788654
0.6,-0.172135912
0.65,-0.163917796
0.7,-0.129153226
0.75,-0.094388656
0.8,-0.053001721
0.85,-0.00499242
0.9,0.010019035
0.95,0.018237151
0.99,-0.0467327
