,0.8
1,0.02
0.981,0.001
0.972,-0.02
0.949,-0.076
0.932,-0.138
0.899,-0.254
0.85,-0.561
0.801,-0.752
0.75,-0.656
0.7,-0.589
0.652,-0.536
0.6,-0.503
0.549,-0.447
0.499,-0.428
0.448,-0.401
0.398,-0.392
0.351,-0.392
0.301,-0.376
0.25,-0.476
0.2,-0.488
0.15,-0.532
0.098,-0.578
0.072,-0.556
0.047,-0.455
0.028,-0.448
0.019,-0.329
0.012,-0.062
0.003,0.727
0,1.162
0,1.162
0.006,0.282
0.011,-0.034
0.02,-0.26
0.029,-0.411
0.048,-0.491
0.069,-0.55
0.102,-0.619
0.151,-0.554
0.199,-0.41
0.251,-0.34
0.299,-0.337
0.35,-0.303
0.4,-0.287
0.451,-0.283
0.5,-0.298
0.549,-0.285
0.598,-0.225
0.649,0.022
0.699,0.212
0.747,0.291
0.8,0.355
0.85,0.413
0.899,0.449
0.929,0.462
0.95,0.459
0.969,0.42
0.99,0.294
0.998,0.13
