,0.5,0.6
0.9501,-0.1049,-0.0943
0.9002,-0.2218,-0.2163
0.8002,-0.3987,-0.4155
0.75,-0.4669,-0.4949
0.7,-0.5165,-0.5536
0.65,-0.5526,-0.5954
0.6002,-0.5727,-0.681
0.5502,-0.5874,-0.6376
0.5002,-0.5955,-0.6473
0.4501,-0.6102,-0.6647
0.4003,-0.6536,-0.6858
0.3502,-0.6536,-0.7185
0.3001,-0.6938,-0.7527
0.2503,-0.7274,-0.7904
0.2003,-0.775,-0.8999
0.1507,-0.858,-0.9318
0.1003,-1.0232,-1.0783
0.0759,-1.1652,-1.1818
0.0259,-1.7019,-1.9039
0.0132,-1.692,-1.5051
0,0.8116,0.9138
0,0.8116,0.9138
0.0126,0.8271,0.8209
0.0255,0.6183,0.6185
0.0495,0.4192,0.424
0.0753,0.2918,0.2964
0.1002,0.2079,0.2092
0.1503,0.112,0.1093
0.1976,0.0253,0.0192
0.2503,-0.0334,-0.0416
0.3001,-0.0731,-0.0027
0.3507,-0.1013,-0.1134
0.4001,-0.1112,-0.1251
0.4501,-0.1167,-0.1277
0.5001,-0.091,-0.1012
0.5497,-0.0371,-0.0415
0.6003,0.0294,0.0305
0.65,0.0842,0.0922
0.7,0.1693,0.1799
0.7501,0.2475,0.2607
0.8001,0.3157,0.3321
0.8501,0.3014,0.3993
