,0.5,0.6
0.9501,-0.0992,-0.0932
0.9002,-0.2128,-0.2147
0.8002,-0.372,-0.3983
0.75,-0.4315,-0.465
0.7,-0.4719,-0.513
0.65,-0.4989,-0.5442
0.6002,-0.509,-0.5571
0.5502,-0.5148,-0.5631
0.5002,-0.5315,-0.5619
0.4501,-0.5168,-0.5654
0.4003,-0.5198,-0.5718
0.3502,-0.5345,-0.5
0.3001,-0.5577,-0.6093
0.2503,-0.5711,-0.6257
0.2003,-0.5684,-0.0525
0.1507,-0.622,-0.6948
0.1003,-0.7251,-0.79
0.0759,-0.7977,-0.8717
0.0259,-0.9836,-1.0538
0.0132,-0.8285,-0.7657
0,1.0415,1.0818
0,1.0415,1.0818
0.0126,0.542,0.5487
0.0255,0.3516,0.3568
0.0495,0.1792,0.1782
0.0753,0.0658,0.0811
0.1002,0.0224,0.0146
0.1503,-0.0434,-0.0366
0.1976,-0.1176,-0.1358
0.2503,-0.1602,-0.1818
0.3001,-0.1877,-0.2116
0.3507,-0.204,-0.2309
0.4001,-0.203,-0.2301
0.4501,-0.199,-0.22
0.5001,-0.1608,-0.1795
0.5497,-0.0952,-0.1067
0.6003,-0.0185,-0.0227
0.65,0.0457,0.0491
0.7,0.1381,0.1455
0.7501,0.2222,0.233
0.8001,0.2942,0.3088
0.8501,0.3616,0.3784
