,0.5,0.6
0.9501,-0.0943,-0.0891
0.9002,-0.2004,-0.2071
0.8002,-0.3473,-0.3734
0.75,-0.3999,-0.4344
0.7,-0.4337,-0.4743
0.65,-0.454,-0.4975
0.6002,-0.4387,-0.5017
0.5502,-0.4573,-0.5002
0.5002,-0.4489,-0.4915
0.4501,-0.4442,-0.4874
0.4003,-0.4398,-0.4825
0.3502,-0.4452,-0.4857
0.3001,-0.4539,-0.4984
0.2503,-0.4538,-0.4956
0.2003,-0.4575,-0.4994
0.1507,-0.4664,-0.5101
0.1003,-0.5116,-0.5477
0.0759,-0.542,-0.5787
0.0259,-0.5523,-0.5548
0.0132,-0.3021,-0.2504
0,1.0569,1.0828
0,1.0569,1.6828
0.0126,0.2404,0.2457
0.0255,0.0953,0.0966
0.0495,-0.0388,-0.0462
0.0753,-0.0936,-0.1073
0.1002,-0.1383,-0.1543
0.1503,-0.1797,-0.1981
0.1976,-0.2378,-0.266
0.2503,-0.2692,-0.2905
0.3001,-0.2815,-0.314
0.3507,-0.2887,-0.322
0.4001,-0.2776,-0.3113
0.4501,-0.2623,-0.2904
0.5001,-0.2162,-0.2392
0.5497,-0.142,-0.1566
0.6003,-0.0574,-0.0637
0.65,0.0138,0.016
0.7,0.1116,0.1179
0.7501,0.1994,0.2095
0.8001,0.2733,0.2877
0.8501,0.341,0.3579
