,0.5,0.6
0.9501,-0.0899,-0.0847
0.9002,-0.1901,-0.1958
0.8002,-0.3237,-0.3482
0.75,-0.3693,-0.4011
0.7,-0.3962,-0.433
0.65,-0.4099,-0.4485
0.6002,-0.4074,-0.4453
0.5502,-0.4002,-0.4366
0.5002,-0.3852,-0.4203
0.4501,-0.3728,-0.4073
0.4003,-0.3609,-0.3942
0.3502,-0.3565,-0.3867
0.3001,-0.3545,-0.3852
0.2503,-0.3414,-0.3705
0.2003,-0.3306,-0.3513
0.1507,-0.311,-0.3372
0.1003,-0.3139,-0.3302
0.0759,-0.3089,-0.3236
0.0259,-0.1722,-0.154
0.0132,0.1256,0.1583
0,0.9254,0.9549
0,0.9254,0.9549
0.0126,-0.1555,-0.1547
0.0255,-0.2031,-0.2174
0.0495,-0.2879,-0.3116
0.0753,-0.278,-0.3162
0.1002,-0.3181,-0.3484
0.1503,-0.3735,-0.3587
0.1976,-0.3683,-0.41
0.2503,-0.3777,-0.4215
0.3001,-0.3811,-0.426
0.3507,-0.3768,-0.4212
0.4001,-0.3553,-0.3975
0.4501,-0.3294,-0.3543
0.5001,-0.2734,-0.301
0.5497,-0.1901,-0.2077
0.6003,-0.0971,-0.1052
0.65,0.0181,-0.0166
0.7,0.094,0.0902
0.7501,0.1758,0.1844
0.8001,0.2515,0.2628
0.8501,0.3186,0.3305
