,0.005507517
0.98,-0.23
0.949,-0.252
0.8988,-0.26
0.8488,-0.273
0.7992,-0.288
0.749,-0.302
0.6986,-0.317
0.649,-0.345
0.5994,-0.367
0.5492,-0.439
0.4992,-0.518
0.448,-0.676
0.399,-0.827
0.3498,-1.029
0.2988,-1.216
0.27444,-1.324
0.2492,-1.48
0.2244,-1.547
0.1996,-1.64
0.1744,-1.763
0.1492,-1.892
0.1258,-2.048
0.0996,-2.23
0.075,-2.475
0.049,-2.892
0.0294,-3.338
0.017,-4.288
0.0094,-4.82
0.0044,-5.403
0.0001,-5.295
0.0001,-3.302
0.0086,-0.921
0.0092,0.432
0.0166,0.878
0.0292,1.007
0.0494,0.957
0.0738,0.863
0.0996,0.777
0.149,0.662
0.1908,0.597
0.249,0.547
0.2996,0.504
0.349,0.468
0.3998,0.439
0.442,0.403
0.4998,0.374
0.5448,0.344
0.6494,0.302
0.7492,0.245
0.8404,0.173
0.899,0.115
0.9486,0.029
0.9792,-0.058
1,-0.194
