,0.8
1,0.113
0.975,
0.95,-0.001
0.9,-0.215
0.85,-0.358
0.8,-0.429
0.75,-0.433
0.7,-0.425
0.65,-0.404
0.6,-0.382
0.55,-0.353
0.5,-0.324
0.45,-0.662
0.4,-0.833
0.35,
0.3,-0.882
0.25,-0.886
0.2,
0.15,-0.945
0.1,-0.963
0.05,-1
0.025,-0.903
0.015,-0.788
0.005,-0.356
0,-0.084
0,
0.005,0.283
0.015,
0.025,
0.05,-0.053
0.1,-0.273
0.15,-0.213
0.2,-0.188
0.25,-0.201
0.3,-0.162
0.35,-0.16
0.4,-0.179
0.45,-0.202
0.5,-0.188
0.55,-0.153
0.6,-0.025
0.65,0.18
0.7,0.293
0.75,0.348
0.8,0.384
0.85,0.421
0.9,0.449
0.95,0.469
0.975,0.436
1,
