1,-0.034778932,-
0.845,-0.027420529,-
0.81,-0.123383347,-
0.773,-0.167186803,-
0.736,-0.228374303,-
0.7,-0.254757572,-
0.664,-0.324647937,-
0.628,,-
0.592,-0.4209288,-
0.558,-0.447326525,-
0.52,-0.491115524,-
0.485,-0.50883207,-
0.45,-0.526512475,-
0.422,-0.552837918,-
0.396,-0.587858998,-
0.37,,-
0.343,-0.631778106,-
0.317,-0.640719504,-
0.29,-0.667037719,-
0.263,-0.693334249,-
0.237,-0.737058193,-
0.212,-0.789456089,-
0.185,-0.972288532,-
0.165,-1.050729967,-
0.144,-1.129156946,-
0.127,-1.207583925,-
0.1,-1.303402177,-
0.087,-1.407930522,-
0.067,-1.460263363,-
0.048,-1.356096433,-
0.027,-1.269306319,-
0.0147,-0.973770332,-
0,0.973914898,-
0.027,0.382871837,-
0.048,0.296074495,-
0.067,0.22669011,-
0.087,0.218146268,-
0.1,0.18354443,-
0.144,0.140420434,-
0.185,0.123354434,-
0.225,0.088911618,-
0.263,0.063171667,-
0.3,0.05481576,-
0.342,0.055177174,-
0.425,0.0037045,-
0.508,-0.004261079,-
0.592,-0.029639615,-
0.672,-0.055010924,-
0.752,,-
0.835,-0.018818861,-
