1,-0.17400764,-
0.845,-0.32231574,-
0.81,-0.32192313,-
0.773,-0.342971342,-
0.736,-0.331858323,-
0.7,-0.331487525,-
0.664,-0.363201618,-
0.628,,-
0.592,-0.448136061,-
0.558,-0.490559659,-
0.52,-0.597294814,-
0.485,-0.671868738,-
0.45,-0.78928068,-
0.422,-0.853254157,-
0.396,-0.917260352,-
0.37,,-
0.343,-1.088045325,-
0.317,-1.14127658,-
0.29,-1.258819392,-
0.263,-1.354921383,-
0.237,-1.493872298,-
0.212,-1.654220412,-
0.185,-1.868148766,-
0.165,-2.049970418,-
0.144,-2.274673712,-
0.127,-2.574343538,-
0.1,-2.906109162,-
0.087,-3.29144412,-
0.067,-3.708907592,-
0.048,-4.383399177,-
0.027,-5.090030182,-
0.0147,-5.507548183,-
0,-4.511378849,-
0.027,0.982291692,-
0.048,0.949945062,-
0.067,0.906878021,-
0.087,0.842424689,-
0.1,0.788669955,-
0.144,0.702535873,-
0.185,0.616478132,-
0.225,0.541097179,-
0.263,0.497812022,-
0.3,0.454570488,-
0.342,0.411296237,-
0.425,0.324758641,-
0.508,0.248908737,-
0.592,0.17306974,-
0.672,0.107940247,-
0.752,,-
0.835,0.020508374,-
