,0.140
0.98,-0.045
0.949,-0.045
0.8988,-0.045
0.8488,-0.080
0.7992,-0.115
0.749,-0.150
0.6986,-0.185
0.649,-0.220
0.5994,-0.220
0.5492,-0.220
0.4992,-0.254
0.448,-0.254
0.399,-0.254
0.3498,-0.254
0.2988,-0.185
0.27444,-0.185
0.2492,-0.115
0.2244,-0.254
0.1996,-0.045
0.1744,0.024
0.1492,0.094
0.1258,0.129
0.0996,0.304
0.075,0.408
0.049,0.583
0.0294,0.791
0.017,0.930
0.0094,0.930
0.0044,0.861
0.0001,0.164
0.0001,-0.951
0.0086,-1.787
0.0092,-1.578
0.0166,-1.369
0.0292,-1.265
0.0494,-1.230
0.0738,-1.265
0.0996,-1.300
0.149,-1.265
0.1908,-1.091
0.249,-0.916
0.2996,-0.777
0.349,-0.672
0.3998,-0.568
0.442,-0.498
0.4998,-0.498
0.5448,-0.359
0.6494,-0.254
0.7492,-0.185
0.8404,-0.150
0.899,-0.080
0.9486,-0.080
0.9792,-0.080
1,-0.080
