,4.20E+05
0.016069221,0.904334828
0.025957973,0.862481315
0.032138443,0.802690583
0.061804697,0.647234679
0.082818294,0.581464873
0.112484549,0.509715994
0.208899876,0.33632287
0.264524104,0.270553064
0.320148331,0.186846039
0.39184178,0.127055306
0.504326329,0.007473842
0.616810878,-0.064275037
0.728059333,-0.076233184
0.855377009,-0.076233184
0.928306551,-0.094170404
