,0.39,0.44
0.9752,0.076171875,0.086481113
0.9203,0.029296875,0.02833002
0.9,0.01171875,0.014910537
0.8003,-0.017578125,-0.01640159
0.7504,-0.03515625,-0.052186879
0.7001,-0.076171875,-0.083499006
0.6502,-0.087890625,-0.105864811
0.6001,-0.12890625,-0.132703777
0.5502,-0.12890625,-0.141650099
0.5002,-0.15234375,-0.181908549
0.45,-0.193359375,-0.204274354
0.4001,-0.24609375,-0.257952286
0.3501,-0.328125,-0.342942346
0.3004,-0.41015625,-0.427932406
0.2498,-0.474609375,-0.508449304
0.2002,-0.59765625,-0.615805169
0.1501,-0.6796875,-0.696322068
0.0995,-0.76171875,-0.785785288
0.0664,-0.84375,-0.848409543
0.0493,-0.919921875,-0.915506958
0.0297,-0.931640625,-0.928926441
0.0095,-0.796875,-0.767892644
0,0.931640625,0.940854871
0.0096,0.515625,0.538270378
0.0297,0.0703125,0.090954274
0.0497,-0.099609375,-0.079025845
0.0667,-0.15234375,-0.14612326
0.0997,-0.216796875,-0.217693837
0.1494,-0.251953125,-0.244532803
0.1995,-0.228515625,-0.235586481
0.2498,-0.205078125,-0.208747515
0.2999,-0.19921875,-0.195328032
0.3499,-0.140625,-0.155069583
0.4001,-0.064453125,-0.079025845
0.4497,-0.046875,-0.05666004
0.4998,-0.046875,-0.052186879
0.5497,-0.017578125,-0.01640159
0.5996,-0.01171875,-0.01640159
0.6499,0.017578125,0.010437376
0.6999,0.017578125,0.010437376
0.7501,0.029296875,0.019383698
0.7995,0.03515625,0.037276342
0.8996,0.052734375,0.055168986
0.92,0.0703125,0.077534791
0.9746,0.08203125,0.082007952
