,0.34,0.44
0.9752,0.18647541,-0.009894442
0.9203,0.114754098,-0.081066602
0.9,0.084016393,-0.089397737
0.8003,0.012295082,-0.140088739
0.7504,-0.069672131,-0.183884075
0.7001,-0.151639344,-0.227706495
0.6502,-0.172131148,-0.280835085
0.6001,-0.264344262,-0.324576252
0.5502,-0.274590164,-0.368425757
0.5002,-0.356557377,-0.412194008
0.45,-0.43852459,-0.492997351
0.4001,-0.56147541,-0.573665271
0.3501,-0.725409836,-0.654387361
0.3004,-0.858606557,-0.790540207
0.2498,-1.073770492,-0.954340722
0.2002,-1.350409836,-1.16418457
0.1501,-1.657786885,-1.466304676
0.0995,-2.098360656,-1.888402876
0.0664,-2.631147541,-2.403481526
0.0493,-3.06147541,-2.854689947
0.0297,-3.819672131,-3.647057804
0.0095,-7.016393443,-4.965354287
0,-2.805327869,-1.394877923
0.0096,1.016393443,1.086245664
0.0297,1.036885246,0.974571621
0.0497,0.883196721,0.789287829
0.0667,0.770491803,0.659299372
0.0997,0.586065574,0.51010272
0.1494,0.463114754,0.360147707
0.1995,0.391393443,0.302550205
0.2498,0.340163934,0.263348369
0.2999,0.319672131,0.205696698
0.3499,0.288934426,0.212727786
0.4001,0.350409836,0.228794201
0.4497,0.319672131,0.198844366
0.4998,0.278688525,0.168840363
0.5497,0.299180328,0.194240033
0.5996,0.278688525,0.164208946
0.6499,0.299180328,0.207923029
0.6999,0.288934426,0.159685865
0.7501,0.268442623,0.148131697
0.7995,0.278688525,0.12740678
0.8996,0.237704918,0.067425858
0.92,0.258196721,0.066532076
0.9746,0.176229508,-0.009894442
