,0.5
1,-0.007
0.981,-0.065
0.972,-0.102
0.949,-0.201
0.932,-0.268
0.899,-0.356
0.85,-0.432
0.801,-0.454
0.75,-0.463
0.7,-0.46
0.652,-0.446
0.6,-0.458
0.549,-0.444
0.499,-0.444
0.448,-0.446
0.398,-0.456
0.351,-0.477
0.301,-0.505
0.25,-0.549
0.2,-0.608
0.15,-0.677
0.098,-0.802
0.072,-0.949
0.047,-1.001
0.028,-1.454
0.019,-1.629
0.012,-1.68
0.003,-0.494
0,0.917
0,0.917
0.006,0.821
0.011,0.583
0.02,0.384
0.029,0.241
0.048,0.141
0.069,0.066
0.102,0.006
0.151,-0.026
0.199,-0.038
0.251,-0.035
0.299,-0.02
0.35,-0.025
0.4,-0.033
0.451,-0.052
0.5,-0.081
0.549,-0.093
0.598,-0.121
0.649,0.029
0.699,0.219
0.747,0.326
0.8,0.395
0.85,0.431
0.899,0.458
0.929,0.451
0.95,0.439
0.969,0.383
0.99,0.247
0.998,0.084
