,0.8
1,0.018
0.981,0
0.972,-0.021
0.949,-0.073
0.932,-0.129
0.899,-0.235
0.85,-0.298
0.801,-0.529
0.75,-0.598
0.7,-0.781
0.652,-0.785
0.6,-0.775
0.549,-0.756
0.499,-0.761
0.448,-0.757
0.398,-0.767
0.351,-0.79
0.301,-0.772
0.25,-0.81
0.2,-0.834
0.15,-0.82
0.098,-0.843
0.072,-0.828
0.047,-0.78
0.028,-0.767
0.019,-0.68
0.012,-0.348
0.003,0.531
0,1.171
0,1.171
0.006,0.553
0.011,0.291
0.02,0.069
0.029,-0.071
0.048,-0.143
0.069,-0.204
0.102,-0.259
0.151,-0.261
0.199,-0.231
0.251,-0.209
0.299,-0.161
0.35,-0.156
0.4,-0.159
0.451,-0.172
0.5,-0.205
0.549,-0.211
0.598,-0.205
0.649,0.037
0.699,0.255
0.747,0.359
0.8,0.427
0.85,0.484
0.899,0.508
0.929,0.519
0.95,0.506
0.969,0.456
0.99,0.312
0.998,0.127
