0.95,0.278845992,-
0.85,0.139129121,-
0.75,-0.128243594,-
0.7,-0.215837191,-
0.65,-0.629664459,-
0.6,-0.677065199,-
0.55,-0.677184615,-
0.5,-0.719853491,-
0.45,-0.698696312,-
0.4,-0.649166606,-
0.35,-0.585459967,-
0.3,-0.507563333,-
0.25,-0.488768353,-
0.225,-0.465187399,-
0.2,-0.462883041,-
0.175,-0.47476308,-
0.15,-0.465366524,-
0.125,-0.477244697,-
0.1,-0.510384539,-
0.088,-0.519881853,-
0.078,-0.503359512,-
0.06,-0.404111647,-
0.035,-0.092114617,-
0.0125,0.378282311,-
0.004,0.768332708,-
0.01,-0.00233981,-
0.02,-0.316725162,-
0.045,-0.503437878,-
0.067,-0.619224877,-
0.088,-0.659363624,-
0.13,-0.656902532,-
0.165,-0.63081384,-
0.2,-0.559806023,-
0.25,-0.484042087,-
0.3,-0.417726951,-
0.4,-0.280376012,-
0.5,-0.265952782,-
0.6,-0.275175812,-
0.7,-0.204014994,-
0.8,-0.045385593,-
0.9,0.122698207,-
0.95,0.210288073,-
