,1.20E-01
0.986,0.049904031
0.936,0.001919386
0.881,-0.041266795
0.825,-0.108445298
0.75,-0.190019194
0.625,-0.348368522
0.45,-0.631477927
0.25,-1.197696737
0.1,-2.358925144
0.05,-2.86756238
0.024,-3.616122841
0,-2.349328215
0.024,0.947216891
0.05,0.894433781
0.1,0.72168906
0.25,0.395393474
0.45,0.203454894
0.625,0.121880998
0.75,0.097888676
0.825,0.078694818
0.881,0.05950096
0.936,0.054702495
0.986,0.040307102
