	1.20E-01
0.986	0.086212328
0.936	0.042700292
0.881	0.028338581
0.825	0.00305993
0.75	-0.029433139
0.625	-0.050818636
0.45	-0.068386158
0.25	-0.04216778
0.1	0.154986906
0.05	0.493758424
0.024	0.810594033
0	-1.810671896
0.024	-2.4333322
0.05	-1.213762791
0.1	-0.835302583
0.25	-0.639251405
0.45	-0.4069751
0.625	-0.247425596
0.75	-0.138669669
0.825	-0.073404299
0.881	-0.033565252
0.936	0.046341062
0.986	0.111700404
