,1.20E-01
0.986,0.106918239
0.936,0.028301887
0.881,-0.056603774
0.825,-0.113207547
0.75,-0.194968553
0.625,-0.314465409
0.45,-0.477987421
0.25,-0.86163522
0.1,-1.471698113
0.05,-1.534591195
0.024,-1.490566038
0,0.528301887
0.024,0.65408805
0.05,0.477987421
0.1,0.355345912
0.25,0.072327044
0.45,0.009433962
0.625,-0.028301887
0.75,-0.003144654
0.825,0.025157233
0.881,0.01572327
0.936,0.031446541
0.986,0.103773585
