,0.31,0.41,0.51,0.56,0.61,0.63,0.66,0.69,0.71,0.74,0.76,0.79,0.82,0.85,0.87,0.9
1,0.15,0.14,0.15,0.14,0.15,0.14,0.15,0.16,0.17,0.18,0.17,0.11,-0.01,-0.12,-0.2,-0.27
0.951,0.1,0.09,0.1,0.1,0.1,0.1,0.11,0.12,0.13,0.13,0.13,0.08,-0.04,-0.16,-0.24,-0.29
0.849,-0.01,-0.03,-0.02,-0.02,-0.02,-0.01,-0.01,-0.01,0,0.01,0.03,-0.03,-0.16,-0.27,-0.33,-0.39
0.802,-0.05,-0.07,-0.07,-0.07,-0.07,-0.06,-0.06,-0.06,-0.04,-0.03,-0.01,-0.09,-0.23,-0.32,-0.37,-0.43
0.751,-0.11,-0.12,-0.12,-0.13,-0.12,-0.12,-0.12,-0.12,-0.11,-0.09,-0.07,-0.17,-0.3,-0.38,-0.42,-0.49
0.701,-0.16,-0.17,-0.18,-0.18,-0.18,-0.18,-0.18,-0.18,-0.17,-0.15,-0.13,-0.26,-0.38,-0.43,-0.46,-0.56
0.649,-0.21,-0.24,-0.24,-0.25,-0.25,-0.25,-0.25,-0.25,-0.24,-0.21,-0.2,-0.37,-0.45,-0.49,-0.52,-0.63
0.598,-0.27,-0.29,-0.3,-0.32,-0.32,-0.32,-0.32,-0.33,-0.32,-0.27,-0.3,-0.49,-0.53,-0.57,-0.61,-0.72
0.549,-0.32,-0.35,-0.36,-0.38,-0.39,-0.39,-0.39,-0.4,-0.39,-0.31,-0.44,-0.62,-0.64,-0.68,-0.73,-0.78
0.499,-0.38,-0.42,-0.44,-0.46,-0.47,-0.47,-0.48,-0.49,-0.47,-0.36,-0.67,-0.86,-0.85,-0.85,-0.83,-0.79
0.4,-0.46,-0.5,-0.53,-0.56,-0.56,-0.57,-0.59,-0.59,-0.57,-0.75,-1.2,-1.1,-0.99,-0.92,-0.85,-0.8
0.349,-0.49,-0.53,-0.57,-0.6,-0.6,-0.61,-0.63,-0.63,-0.56,-1.22,-1.22,-1.11,-1.01,-0.94,-0.88,-0.8
0.301,-0.52,-0.57,-0.61,-0.64,-0.65,-0.67,-0.69,-0.68,-0.57,-1.26,-1.27,-1.16,-1.05,-0.96,-0.87,-0.76
0.249,-0.55,-0.61,-0.65,-0.69,-0.69,-0.71,-0.72,-0.68,-0.97,-1.32,-1.27,-1.14,-1.02,-0.92,-0.82,-0.71
0.199,-0.59,-0.65,-0.69,-0.73,-0.74,-0.75,-0.75,-0.64,-1.31,-1.35,-1.25,-1.11,-0.98,-0.88,-0.78,-0.66
0.151,-0.63,-0.69,-0.74,-0.78,-0.78,-0.79,-0.74,-1,-1.39,-1.36,-1.25,-1.11,-0.97,-0.86,-0.75,-0.63
0.101,-0.71,-0.77,-0.83,-0.87,-0.85,-0.82,-0.98,-1.48,-1.48,-1.38,-1.26,-1.09,-0.95,-0.83,-0.71,-0.58
0.076,-0.75,-0.82,-0.88,-0.91,-0.86,-0.98,-1.64,-1.54,-1.54,-1.42,-1.29,-1.12,-0.97,-0.85,-0.72,-0.59
