xc,yb,surf,section,cp
0.95,0,U,1,-0.042342838
0.78,0,U,1,-0.261296351
0.6,0,U,1,-0.431763503
0.4,0,U,1,-0.614761813
0.2,0,U,1,-0.782635937
0.1,0,U,1,-0.890458147
0.05,0,U,1,-0.896501311
0.03,0,U,1,-0.837957475
0.01,0,U,1,-0.557693507
0,0,U,1,0.600304871
0.01,0,L,1,0.970662985
0.03,0,L,1,0.778930837
0.05,0,L,1,0.631855181
0.1,0,L,1,0.430586333
0.2,0,L,1,0.24236942
0.4,0,L,1,0.11083023
0.6,0,L,1,0.063992991
0.78,0,L,1,0.071739525
0.95,0,L,1,0.090585086
0.9,0.07,U,1,0.088864092
0.78,0.07,U,1,-0.136063857
0.6,0.07,U,1,-0.313986459
0.4,0.07,U,1,-0.517742013
0.2,0.07,U,1,-0.805688781
0.1,0.07,U,1,-1.01534807
0.05,0.07,U,1,-1.385076364
0.03,0.07,U,1,-1.589856035
0.01,0.07,U,1,-1.754585595
0,0.07,U,1,-0.538268174
0.01,0.07,L,1,0.645348686
0.03,0.07,L,1,0.678618811
0.05,0.07,L,1,0.591169041
0.1,0.07,L,1,0.427578606
0.2,0.07,L,1,0.257317716
0.4,0.07,L,1,0.12514085
0.6,0.07,L,1,0.106115268
0.78,0.07,L,1,0.108765925
0.9,0.07,L,1,0.161965265
0.95,0.17,U,2,0.071000848
0.78,0.17,U,2,-0.131838838
0.6,0.17,U,2,-0.298219217
0.4,0.17,U,2,-0.534161032
0.2,0.17,U,2,-0.901711204
0.1,0.17,U,2,-1.253501772
0.05,0.17,U,2,-1.87510165
0.03,0.17,U,2,-2.039690374
0.01,0.17,U,2,-2.394211911
0,0.17,U,2,-1.082894479
0.01,0.17,L,2,0.542762714
0.03,0.17,L,2,0.670857342
0.05,0.17,L,2,0.587032245
0.1,0.17,L,2,0.437855233
0.2,0.17,L,2,0.252566807
0.4,0.17,L,2,0.134300189
0.6,0.17,L,2,0.081681198
0.78,0.17,L,2,0.090987367
0.95,0.17,L,2,0.122176078
0.95,0.3,U,3,0.04934902
0.78,0.3,U,3,-0.091584304
0.6,0.3,U,3,-0.284124042
0.4,0.3,U,3,-0.531785141
0.2,0.3,U,3,-0.978171295
0.1,0.3,U,3,-1.420098555
0.05,0.3,U,3,-2.185177595
0.01,0.3,U,3,-2.828810786
0,0.3,U,3,-1.556833813
0.01,0.3,L,3,0.450587326
0.05,0.3,L,3,0.590613967
0.1,0.3,L,3,0.465938836
0.2,0.3,L,3,0.275473292
0.4,0.3,L,3,0.122604043
0.6,0.3,L,3,0.076239004
0.78,0.3,L,3,0.073829463
0.95,0.3,L,3,0.078735488
0.95,0.4,U,4,0.030173411
0.78,0.4,U,4,-0.10730478
0.6,0.4,U,4,-0.277676679
0.4,0.4,U,4,-0.571643872
0.2,0.4,U,4,-1.0210995
0.1,0.4,U,4,-1.510602905
0.05,0.4,U,4,-2.15526956
0.03,0.4,U,4,-2.582162355
0.01,0.4,U,4,-3.099406537
0,0.4,U,4,-1.794939622
0.01,0.4,L,4,0.391854117
0.03,0.4,L,4,0.650626294
0.1,0.4,L,4,0.450462451
0.2,0.4,L,4,0.258828459
0.4,0.4,L,4,0.117698191
0.6,0.4,L,4,0.05868963
0.78,0.4,L,4,0.056713506
0.95,0.4,L,4,0.05478741
0.95,0.53,U,5,0.005783765
0.78,0.53,U,5,-0.091339136
0.6,0.53,U,5,-0.270765194
0.4,0.53,U,5,-0.565349151
0.2,0.53,U,5,-1.048709278
0.1,0.53,U,5,-1.575419923
0.05,0.53,U,5,-2.18768594
0.03,0.53,U,5,-2.754125321
0.01,0.53,U,5,-3.332945285
0,0.53,U,5,0.355248813
0.01,0.53,L,5,0.626365098
0.03,0.53,L,5,0.589814661
0.1,0.53,L,5,0.455402184
0.2,0.53,L,5,0.26825212
0.4,0.53,L,5,0.095145703
0.6,0.53,L,5,0.061514866
0.78,0.53,L,5,0.039895042
0.95,0.53,L,5,0.05087126
0.95,0.65,U,6,0.048294693
0.78,0.65,U,6,-0.028557892
0.6,0.65,U,6,-0.239590801
0.4,0.65,U,6,-0.496954698
0.2,0.65,U,6,-1.017268142
0.1,0.65,U,6,-1.549775265
0.05,0.65,U,6,-2.538036668
0.03,0.65,U,6,-2.796622426
0.01,0.65,U,6,-3.332246542
0,0.65,U,6,-2.045277444
0.01,0.65,L,6,0.35867241
0.03,0.65,L,6,0.686605033
0.1,0.65,L,6,0.489586126
0.2,0.65,L,6,0.302242365
0.4,0.65,L,6,0.130533442
0.6,0.65,L,6,0.097119275
0.78,0.65,L,6,0.082008092
0.95,0.65,L,6,0.085100149
0.95,0.8,U,7,-0.051903114
0.78,0.8,U,7,-0.107266436
0.6,0.8,U,7,-0.264129181
0.4,0.8,U,7,-0.55017301
0.2,0.8,U,7,-1.057670127
0.1,0.8,U,7,-1.625144175
0.05,0.8,U,7,-2.137254902
0.03,0.8,U,7,-3.046136101
0.01,0.8,U,7,-3.456747405
0,0.8,U,7,-2.151095732
0.01,0.8,L,7,0.307958478
0.03,0.8,L,7,0.640138408
0.1,0.8,L,7,0.423298731
0.2,0.8,L,7,0.234140715
0.4,0.8,L,7,0.040369089
0.6,0.8,L,7,0.003460208
0.78,0.8,L,7,-0.005767013
0.95,0.8,L,7,-0.019607843
0.95,0.9,U,8,0.029996922
