,0.320,0.420,0.510,0.560,0.610,0.640,0.660,0.700,0.720,0.740,0.770,0.800,0.830,0.850,0.880,0.900
0.005,0.700,0.720,0.730,0.740,0.740,0.740,0.740,0.720,0.700,0.630,0.500,0.330,0.180,0.010,-0.140,-0.190
0.013,0.450,0.480,0.490,0.500,0.500,0.510,0.500,0.490,0.460,0.410,0.310,0.170,0.070,-0.060,-0.170,-0.200
0.025,0.310,0.330,0.340,0.350,0.340,0.350,0.350,0.340,0.330,0.280,0.190,0.070,-0.010,-0.140,-0.240,-0.260
0.050,0.180,0.190,0.190,0.200,0.200,0.210,0.200,0.200,0.190,0.160,0.100,0.010,-0.060,-0.150,-0.260,-0.300
0.075,0.130,0.140,0.140,0.150,0.140,0.150,0.150,0.150,0.140,0.110,0.070,-0.010,-0.070,-0.140,-0.230,-0.270
0.100,0.110,0.120,0.120,0.130,0.130,0.140,0.140,0.140,0.130,0.100,0.060,0.000,-0.050,-0.120,-0.200,-0.220
0.150,0.080,0.090,0.090,0.100,0.090,0.100,0.100,0.100,0.090,0.070,0.040,-0.020,-0.060,-0.120,-0.180,-0.200
0.200,0.120,0.120,0.120,0.120,0.060,0.070,0.070,0.070,0.060,0.050,0.010,-0.050,-0.090,-0.150,-0.210,-0.230
0.250,0.070,0.080,0.070,0.080,0.080,0.090,0.080,0.090,0.090,0.060,0.030,-0.020,-0.060,--,--,--
0.300,0.020,0.030,0.020,0.020,0.020,0.040,0.030,0.030,0.020,0.010,-0.030,-0.080,-0.120,-0.190,-0.260,-0.270
0.350,0.000,0.010,0.000,0.010,-0.020,0.010,0.010,0.010,0.000,-0.020,-0.050,-0.110,-0.150,--,--,--
0.400,0.010,0.020,0.010,0.020,0.000,0.020,0.010,0.010,0.010,-0.010,-0.050,-0.100,-0.140,-0.210,-0.340,-0.390
0.450,0.020,0.020,0.020,0.020,0.010,0.030,0.020,0.030,0.020,0.000,-0.030,-0.080,-0.110,--,--,--
0.500,0.030,0.030,0.030,0.040,0.020,0.040,0.040,0.040,0.030,0.020,-0.010,-0.060,-0.100,-0.160,-0.250,-0.380
0.550,0.050,0.050,0.050,0.060,0.050,0.060,0.060,0.070,0.060,0.050,0.010,-0.030,-0.060,--,--,--
0.600,0.070,0.070,0.070,0.080,0.060,0.080,0.080,0.090,0.080,0.070,0.040,0.000,-0.040,-0.070,-0.080,-0.170
0.700,0.130,0.130,0.130,0.140,0.130,0.150,0.150,0.160,0.160,0.150,0.130,0.090,0.070,--,--,--
0.750,0.130,0.140,0.140,0.160,0.150,0.170,0.170,0.180,0.180,0.170,0.150,0.110,0.090,0.070,0.050,0.060
0.800,0.170,0.180,0.180,0.190,0.180,0.210,0.210,0.210,0.220,0.200,0.180,0.140,0.110,--,--,--
0.850,0.180,0.190,0.180,0.200,0.190,0.210,0.210,0.220,0.220,0.210,0.170,0.130,0.100,0.080,0.070,0.070
0.950,0.160,0.170,0.170,0.180,0.170,0.190,0.190,0.200,0.200,0.180,0.120,0.050,0.000,-0.050,-0.060,-0.070
