xc,yb,surf,section,cp
0.9,0.25,U,1,0.008
0.8,0.25,U,1,-0.0904
0.7,0.25,U,1,-0.1707
0.65,0.25,U,1,-0.2152
0.625,0.25,U,1,-0.2315
0.6,0.25,U,1,-0.2468
0.575,0.25,U,1,-0.2659
0.525,0.25,U,1,-0.3024
0.5,0.25,U,1,-0.3134
0.475,0.25,U,1,-0.3456
0.45,0.25,U,1,-0.3571
0.425,0.25,U,1,-0.3853
0.4,0.25,U,1,-0.4091
0.35,0.25,U,1,-0.4504
0.3,0.25,U,1,-0.4856
0.25,0.25,U,1,-0.5248
0.2,0.25,U,1,-0.5804
0.15,0.25,U,1,-0.6211
0.1,0.25,U,1,-0.6788
0.05,0.25,U,1,-0.7154
0.025,0.25,U,1,-0.5873
0.0125,0.25,U,1,-0.235
0.0125,0.25,L,1,0.4199
0.025,0.25,L,1,0.1213
0.05,0.25,L,1,-0.1422
0.1,0.25,L,1,-0.2674
0.15,0.25,L,1,-0.3014
0.2,0.25,L,1,-0.3185
0.25,0.25,L,1,-0.3026
0.3,0.25,L,1,-0.2986
0.35,0.25,L,1,-0.2883
0.4,0.25,L,1,-0.2707
0.425,0.25,L,1,-0.2535
0.45,0.25,L,1,-0.2364
0.475,0.25,L,1,-0.2228
0.5,0.25,L,1,-0.2108
0.525,0.25,L,1,-0.2068
0.575,0.25,L,1,-0.187
0.6,0.25,L,1,-0.1689
0.625,0.25,L,1,-0.1615
0.65,0.25,L,1,-0.1498
0.7,0.25,L,1,-0.1228
0.8,0.25,L,1,-0.0597
0.9,0.25,L,1,0.0173
0.9,0.5,U,2,0.0231
0.8,0.5,U,2,-0.0697
0.7,0.5,U,2,-0.1442
0.65,0.5,U,2,-0.1842
0.625,0.5,U,2,-0.1997
0.6,0.5,U,2,-0.2203
0.575,0.5,U,2,-0.2414
0.55,0.5,U,2,-0.259
0.525,0.5,U,2,-0.2805
0.5,0.5,U,2,-0.2969
0.475,0.5,U,2,-0.3183
0.45,0.5,U,2,-0.3449
0.425,0.5,U,2,-0.3803
0.4,0.5,U,2,-0.3915
0.375,0.5,U,2,-0.4238
0.35,0.5,U,2,-0.4418
0.3,0.5,U,2,-0.4927
0.25,0.5,U,2,-0.5283
0.2,0.5,U,2,-0.5809
0.15,0.5,U,2,-0.6225
0.1,0.5,U,2,-0.6939
0.05,0.5,U,2,-0.7027
0.025,0.5,U,2,-0.5219
0.0125,0.5,U,2,-0.1253
0,0.5,U,2,0.9478
0.0125,0.5,L,2,0.5213
0.025,0.5,L,2,0.1754
0.05,0.5,L,2,-0.119
0.1,0.5,L,2,-0.2669
0.15,0.5,L,2,-0.2989
0.2,0.5,L,2,-0.3197
0.25,0.5,L,2,-0.3182
0.3,0.5,L,2,-0.3121
0.35,0.5,L,2,-0.2939
0.375,0.5,L,2,-0.2892
0.4,0.5,L,2,-0.2686
0.425,0.5,L,2,-0.2697
0.45,0.5,L,2,-0.2438
0.475,0.5,L,2,-0.2284
0.5,0.5,L,2,-0.2125
0.525,0.5,L,2,-0.2034
0.55,0.5,L,2,-0.1902
0.575,0.5,L,2,-0.1782
0.6,0.5,L,2,-0.1636
0.625,0.5,L,2,-0.1489
0.65,0.5,L,2,-0.1406
0.7,0.5,L,2,-0.1104
0.8,0.5,L,2,-0.0513
0.9,0.5,L,2,0.0247
0.6,0.75,U,3,-0.1837
0.55,0.75,U,3,-0.2202
0.525,0.75,U,3,-0.2397
0.5,0.75,U,3,-0.2592
0.475,0.75,U,3,-0.2785
0.45,0.75,U,3,-0.303
0.425,0.75,U,3,-0.3226
0.4,0.75,U,3,-0.3534
0.375,0.75,U,3,-0.3713
