,0.13
0.9500,0.0493
0.9000,-0.0075
0.8500,-0.0525
0.8000,-0.0910
0.7500,-0.1287
0.7000,-0.1559
0.6500,-0.3051
0.6000,-0.3870
0.5500,-0.4146
0.5000,-0.4588
0.4500,-0.5129
0.4000,-0.5615
0.3500,-0.5903
0.3000,-0.5835
0.2500,-0.5582
0.2000,-0.5207
0.1500,-0.4637
0.1000,-0.3721
0.0750,-0.2907
0.0600,-0.2171
0.0500,-0.1465
0.0400,-0.0618
0.0300,0.0505
0.0250,0.1248
0.0200,0.2207
0.0150,0.3453
0.0100,0.5019
0.0050,0.7672
0.0000,0.7930
0.0000,0.7930
0.0050,-0.6049
0.0100,-0.5224
0.0150,-0.4826
0.0200,-0.4463
0.0250,-0.4121
0.0310,-0.3850
0.0400,-0.3427
0.0500,-0.3094
0.0600,-0.2766
0.0750,-0.2386
0.1000,-0.1906
0.1500,-0.1209
0.2000,-0.0785
0.2500,-0.0442
0.3000,-0.0158
0.3500,0.0046
0.4000,0.0213
0.4500,0.0361
0.5050,0.0518
0.5500,0.0712
0.6000,0.0864
0.6500,0.0956
0.7000,0.1064
0.7500,0.1104
0.8000,0.1210
0.8500,0.1281
0.9000,0.1355
0.9500,0.1438
