,0.31,0.42,0.51,0.54,0.57,0.59,0.61,0.64,0.67,0.69,0.72,0.75,0.77,0.8,0.84
0.005,0.9,0.94,1.03,1.05,1.07,1.08,1.1,1.09,1.11,1.15,1.14,1.15,1.16,1.16,1.18
0.014,1.02,1.03,1.03,1.05,1.05,1.05,1.05,1.06,1.05,1.07,1.03,1.04,1.03,1.02,1.02
0.049,0.76,0.76,0.74,0.75,0.74,0.74,0.74,0.75,0.74,0.75,0.71,0.73,0.71,0.7,0.7
0.073,0.64,0.64,0.62,0.62,0.62,0.61,0.61,0.62,0.61,0.62,0.59,0.61,0.59,0.587,0.58
0.098,0.54,0.54,0.52,0.52,0.52,0.51,0.51,0.52,0.51,0.52,0.49,0.51,0.49,0.48,0.48
0.152,0.4,0.39,0.37,0.38,0.38,0.36,0.37,0.38,0.37,0.37,0.35,0.37,0.35,0.33,0.34
0.251,0.22,0.21,0.19,0.2,0.19,0.18,0.18,0.19,0.18,0.18,0.15,0.18,0.15,0.13,0.15
0.3,0.15,0.14,0.12,0.13,0.12,0.1,0.11,0.11,0.1,0.1,0.07,0.09,0.07,0.04,0.06
0.351,0.1,0.09,0.07,0.07,0.06,0.04,0.05,0.06,0.05,0.04,0.01,0.03,0,-0.03,-0.02
0.403,0.07,0.05,0.03,0.04,0.03,0.01,0.01,0.02,0,-0.01,-0.03,-0.01,-0.04,-0.07,-0.07
0.449,0.03,0.02,-0.01,0,-0.01,-0.03,-0.03,-0.03,-0.04,-0.05,-0.08,-0.06,-0.09,-0.13,-0.13
0.5,0.01,0,-0.03,-0.02,-0.03,-0.06,-0.06,-0.05,-0.06,-0.08,-0.1,-0.09,-0.12,-0.16,-0.16
0.549,0,-0.01,-0.04,-0.03,-0.04,-0.07,-0.07,-0.06,-0.07,-0.08,-0.11,-0.09,-0.13,-0.17,-0.17
0.602,0.01,-0.01,-0.03,-0.03,-0.04,-0.06,-0.06,-0.05,-0.07,-0.08,-0.11,-0.09,-0.12,-0.16,-0.16
0.649,0.01,-0.01,-0.03,-0.03,-0.04,-0.06,-0.06,-0.05,-0.07,-0.08,-0.11,-0.09,-0.13,-0.16,-0.15
0.701,0.01,0,-0.03,-0.03,-0.04,-0.06,-0.06,-0.05,-0.07,-0.08,-0.11,-0.09,-0.12,--,--
0.751,0.01,-0.01,-0.03,-0.03,-0.04,-0.06,-0.06,-0.05,-0.07,-0.08,-0.11,-0.09,-0.13,-0.16,-0.15
0.801,0,0,-0.05,-0.04,-0.05,-0.08,-0.08,-0.06,-0.08,-0.1,-0.13,-0.11,-0.15,--,--
0.851,-0.01,-0.02,-0.07,-0.07,-0.08,-0.1,-0.11,-0.09,-0.11,-0.13,-0.16,-0.15,-0.19,-0.21,-0.2
0.951,-0.04,-0.05,-0.11,-0.12,-0.13,-0.16,-0.16,-0.13,-0.16,-0.2,-0.25,-0.23,--,-0.3,-0.27
