,0.310,0.410,0.510,0.540,0.570,0.590,0.620,0.650
0.000,-0.920,-1.110,-1.190,-1.190,-1.070,-1.040,-0.950,-1.000
0.005,-0.670,-0.970,-0.960,-0.960,-0.880,-0.950,-0.880,-0.900
0.029,-0.670,-0.970,-0.970,-0.960,-0.890,-0.930,-0.860,-0.910
0.051,-0.670,-0.990,-1.000,-0.980,-0.870,-0.780,-0.740,-0.930
0.076,-0.680,-1.020,-1.020,-1.010,-0.890,-0.780,-0.720,-0.960
0.101,-0.700,-1.030,-1.030,-1.010,-0.890,-0.770,-0.710,-0.970
0.151,-0.670,-0.980,-0.980,-0.960,-0.850,-0.760,-0.700,-0.930
0.199,-0.650,-0.880,-0.880,-0.870,-0.790,-0.730,-0.690,-0.840
0.249,-0.600,-0.780,-0.770,-0.790,-0.740,-0.700,-0.690,-0.750
0.301,-0.600,-0.690,-0.690,-0.710,-0.700,-0.680,-0.680,-0.690
0.349,-0.590,-0.600,-0.620,-0.660,-0.660,-0.670,-0.690,-0.650
0.400,-0.580,-0.560,-0.580,-0.640,-0.650,-0.660,-0.690,-0.620
0.499,-0.610,-0.590,-0.590,-0.650,-0.650,-0.680,-0.710,-0.620
0.549,-0.630,-0.630,-0.630,-0.670,-0.670,-0.690,-0.720,-0.630
0.598,-0.640,-0.660,-0.660,-0.690,-0.680,-0.700,-0.730,-0.650
0.649,-0.660,-0.690,-0.690,-0.710,-0.700,-0.710,-0.740,-0.670
0.701,-0.670,-0.710,-0.710,-0.730,-0.710,-0.720,-0.740,-0.690
0.751,-0.670,-0.730,-0.720,-0.740,-0.720,-0.720,-0.750,-0.700
0.802,-0.680,-0.730,-0.730,-0.750,-0.720,-0.730,-0.750,-0.700
0.849,-0.670,-0.730,-0.730,-0.750,-0.730,-0.730,-0.760,-0.720
0.951,-0.640,-0.700,-0.710,-0.740,-0.710,-0.720,-0.740,-0.700
1.000,-0.620,-0.660,-0.690,-0.720,-0.700,-0.700,-0.730,-0.700
