,0.31,0.41,0.52,0.54,0.57,0.6,0.62,0.65,0.68,0.7,0.73,0.76
0.005,0.980,1.010,1.040,1.040,1.040,1.060,1.070,1.090,1.090,1.100,1.120,1.140
0.014,1.000,1.020,1.040,1.050,1.050,1.050,1.060,1.070,1.080,1.090,1.100,1.100
0.049,0.750,0.760,0.780,0.780,0.790,0.780,0.790,0.800,0.820,0.830,0.840,0.840
0.073,0.640,0.650,0.660,0.670,0.670,0.670,0.670,0.680,0.700,0.710,0.720,0.720
0.098,0.550,0.550,0.560,0.570,0.570,0.570,0.580,0.580,0.600,0.680,0.620,0.620
0.152,0.400,0.410,0.420,0.420,0.430,0.420,0.430,0.440,0.450,0.460,0.470,0.480
0.251,0.220,0.220,0.230,0.230,0.230,0.230,0.230,0.240,0.250,0.250,0.270,0.270
0.3,0.150,0.140,0.150,0.150,0.150,0.140,0.150,0.150,0.160,0.170,0.180,0.180
0.351,0.090,0.080,0.080,0.080,0.080,0.080,0.080,0.080,0.090,0.090,0.110,0.110
0.403,0.040,0.040,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.040,0.050,0.050
0.449,0.000,-0.010,-0.020,-0.020,-0.020,-0.020,-0.030,-0.030,-0.020,-0.020,0.000,0.000
0.5,-0.040,-0.040,-0.050,-0.050,-0.050,-0.060,-0.070,-0.060,-0.060,-0.060,-0.040,-0.050
0.549,-0.060,-0.060,-0.070,-0.070,-0.080,-0.080,-0.090,-0.080,-0.080,-0.080,-0.070,-0.070
0.602,-0.070,-0.070,-0.080,-0.080,-0.090,-0.090,-0.100,-0.100,-0.090,-0.090,-0.080,-0.080
0.649,-0.080,-0.090,-0.090,-0.100,-0.100,-0.110,-0.110,-0.110,-0.110,-0.110,-0.090,-0.090
0.701,-0.090,-0.100,-0.110,-0.110,-0.110,-0.120,-0.130,-0.120,-0.120,-0.120,-0.110,-0.110
0.751,-0.110,-0.120,-0.130,-0.130,-0.130,-0.140,-0.150,-0.140,-0.140,-0.140,-0.120,-0.120
0.801,-0.140,-0.150,-0.160,-0.160,-0.170,-0.170,-0.180,-0.170,-0.170,-0.170,-0.160,-0.150
0.851,-0.180,-0.190,-0.210,-0.210,-0.220,-0.220,-0.230,-0.220,-0.220,-0.220,-0.210,-0.210
0.951,-0.300,-0.310,-0.330,-0.340,-0.350,-0.350,-0.360,-0.350,-0.350,-0.350,-0.340,--
