1,0.000268885,,,,,
0.989897674,0.000268885,,,,,
0.98292093,0.0008569,,,,,
0.976525581,0.00261246,,,,,
0.970130233,0.003784077,,,,,
0.96547907,0.004954677,,,,,
0.957339535,0.006127313,,,,,
0.950362791,0.00729927,,,,,
0.941060465,0.009056527,,,,,
0.93292093,0.010813105,,,,,
0.923618605,0.01198642,,,,,
0.914316279,0.015495502,,,,,
0.905013953,0.016668817,,,,,
0.894548837,0.018426753,,,,,
0.883502326,0.02076897,,,,,
0.871874419,0.023111526,,,,,
0.859983542,0.025215269,,,,,
0.847812728,0.02762052,,,,,
0.835059308,0.030104357,,,,,
0.822008957,0.03287001,,,,,
0.808506272,0.035581778,,,,,
0.794597347,0.038292418,,,,,
0.780251367,0.041032218,,,,,
0.765874645,0.044080832,,,,,
0.751060465,0.047062801,,,,,
0.735827354,0.050348027,,,,,
0.720220036,0.053410168,,,,,
0.704514848,0.056680725,,,,,
0.688366369,0.060039096,,,,,
0.672217889,0.063442311,,,,,
0.655514955,0.067107679,,,,,
0.638828465,0.070777728,,,,,
0.62187263,0.074488267,,,,,
0.604916795,0.078518207,,,,,
0.58767585,0.082571919,,,,,
0.570479193,0.086664177,,,,,
0.553027896,0.090747677,,,,,
0.535595971,0.095029734,,,,,
0.517971879,0.099021611,,,,,
0.500395513,0.103261861,,,,,
0.482762596,0.10710729,,,,,
0.465432188,0.110675984,,,,,
0.447782413,0.113973448,,,,,
0.43041379,0.116678566,,,,,
0.412892308,0.119133601,,,,,
0.395655304,0.120747439,,,,,
0.378272435,0.121918021,,,,,
0.361438134,0.122503583,,,,,
0.344498748,0.122673175,,,,,
0.327807072,0.122539671,,,,,
0.311457081,0.121817557,,,,,
0.295261717,0.12111112,,,,,
0.279192737,0.119483296,,,,,
0.263551148,0.118029249,,,,,
0.248149131,0.116116849,,,,,
0.233026198,0.114082404,,,,,
0.218318277,0.111774355,,,,,
0.203911986,0.10936415,,,,,
0.189837409,0.106658554,,,,,
0.176159377,0.103609525,,,,,
0.162908199,0.100357862,,,,,
0.150089228,0.097002594,,,,,
0.137824961,0.093359541,,,,,
0.125860316,0.089566694,,,,,
0.11416922,0.08527952,,,,,
0.103269767,0.080202682,,,,,
0.092223256,0.076121541,,,,,
0.08292093,0.072039382,,,,,
0.073618605,0.066205398,,,,,
0.064897674,0.062706841,,,,,
0.056176744,0.055704634,,,,,
0.048037209,0.050453913,,,,,
0.041060465,0.046370396,,,,,
0.034665116,0.040534714,,,,,
0.028851163,0.035866576,,,,,
0.023037209,0.032366322,,,,,
0.018967442,0.027113224,,,,,
0.012791002,0.022204113,,,,,
0.010918453,0.019929291,,,,,
0.009297449,0.017742096,,,,,
0.007427964,0.015212206,,,,,
0.005803015,0.012674458,,,,,
0.004532149,0.010720097,,,,,
0.00354489,0.00874532,,,,,
0.002209493,0.006543246,,,,,
0.00135261,0.00420256,,,,,
