,4.00E-02
0.9,-0.085632184
0.76,-0.262643678
0.62,-0.459770115
0.51,-0.576436782
0.42,-0.677011494
0.34,-0.829885057
0.23,-1.135632184
0.18,-1.2
0.14,-1.216091954
0.1,-1.22816092
0.07,-1.147701149
0.05,-0.833908046
0.03,-0.081609195
0.022,0.135632184
0.02,0.956321839
0.024,0.835632184
0.03,0.755172414
0.06,0.135632184
0.08,0.014942529
0.12,0.006896552
0.17,0.006896552
0.36,0.043103448
0.51,0.03908046
0.7,0.002873563
