,4.00E-02
0.9,-0.113793103
0.76,-0.306896552
0.62,-0.504022989
0.51,-0.652873563
0.42,-0.789655172
0.34,-1.248275862
0.23,-1.545977011
0.18,-1.638505747
0.14,-1.714942529
0.1,-1.912068966
0.07,-2.181609195
0.05,-2.354597701
0.03,-1.771264368
0.022,-1.324712644
0.02,-0.298850575
0.024,0.698850575
0.03,0.988505747
0.06,0.706896552
0.08,0.55
0.12,0.364942529
0.17,0.224137931
0.36,0.103448276
0.51,0.087356322
0.7,0.135632184
