,4.00E-02
0.9,-0.077586207
0.76,-0.202298851
0.62,-0.347126437
0.51,-0.467816092
0.42,-0.512068966
0.34,-0.564367816
0.23,-0.845977011
0.18,-0.825862069
0.14,-0.709195402
0.1,-0.564367816
0.07,-0.298850575
0.05,-0.049425287
0.03,0.618390805
0.027,0.948275862
0.02,0.807471264
0.023,0.296551724
0.025,0.127586207
0.06,-0.459770115
0.08,-0.600574713
0.12,-0.520114943
0.17,-0.439655172
0.36,-0.31091954
0.51,-0.194252874
0.7,-0.053448276
