,1.00E-02
0.9,0.062
0.76,0.356
0.62,0.776
0.51,0.932
0.42,0.977
0.34,0.992
0.23,1.172
0.18,1.262
0.14,1.391
0.1,1.592
0.07,1.7
0.05,1.724
0.03,1.07
0.022,0.605
0.02,-0.613
0.024,-0.736
0.03,-0.961
0.06,-0.493
0.08,-0.112
0.12,0.023
0.17,0.011
0.36,-0.004
0.51,-0.004
0.7,-0.004
