,1.00E-02
0.9,-0.29
0.76,-0.374
0.62,-0.419
0.51,-0.422
0.42,-0.572
0.34,-0.758
0.23,-0.878
0.18,-0.848
0.14,-0.767
0.1,-0.647
0.07,-0.44
0.05,-0.119
0.03,0.106
0.027,0.52
0.02,0.904
0.023,0.73
0.025,0.25
0.06,-0.419
0.08,-0.53
0.12,-0.602
0.17,-0.572
0.36,-0.317
0.51,-0.155
0.7,-0.056
