,1.00E-02
0.9,-0.53
0.76,-0.548
0.62,-0.578
0.51,-0.512
0.42,-0.56
0.34,-0.536
0.23,-0.584
0.18,-0.572
0.14,-0.578
0.1,-0.602
0.07,-0.77
0.05,-0.929
0.03,-0.638
0.022,-0.344
0.02,0.574
0.024,1.003
0.03,0.85
0.06,0.58
0.08,0.478
0.12,0.349
0.17,0.202
0.36,-0.002
0.51,-0.002
0.7,0.004
