,1.00E-02
0.9,-0.05
0.76,-0.311
0.62,-0.632
0.51,-0.65
0.42,-0.74
0.34,-0.824
0.23,-1.019
0.18,-1.106
0.14,-1.151
0.1,-1.136
0.07,-1.082
0.05,-0.92
0.03,-0.056
0.022,0.16
0.02,0.895
0.024,0.787
0.03,0.697
0.06,0.055
0.08,-0.044
0.12,-0.134
0.17,-0.152
0.36,-0.128
0.51,-0.047
0.7,0.001
