,1.20E-01
1,0.01
0.95,0.02
0.79,-0.253636364
0.64,-0.355454545
0.49,-0.476363636
0.36,-0.641818182
0.25,-0.730909091
0.16,-0.718181818
0.09,-0.730909091
0.04,-0.565454545
0.022,-0.291818182
0.01,0.007272727
0,1
0.01,0.007272727
0.022,-0.291818182
0.04,-0.565454545
0.09,-0.730909091
0.16,-0.718181818
0.25,-0.730909091
0.36,-0.641818182
0.49,-0.476363636
0.64,-0.355454545
0.79,-0.253636364
0.95,0.02
1,0.01
