,0.71
1,0.121592835
0.9,-0.107913707
0.75,
0.67,
0.64,-0.124774892
0.6,-0.133747337
0.5,
0.47,-0.119196995
0.4,-0.087387048
0.35,-0.075689401
0.31,-0.063928008
0.24,-0.027815111
0.21,0.004871363
0.18,0.008504964
0.15,
0.12,0.065495131
0.09,0.123090898
0.07,0.160000637
0.05,0.250760984
0.03,0.312643764
0.01,
0,0.871501198
0.01,
0.03,-1.340660742
0.1,-1.380773787
0.18,-1.259287198
0.27,-0.470636358
0.35,-0.506558013
0.4,-0.50980913
0.47,-0.487991585
0.56,
0.64,
0.71,-0.024117763
0.8,0.080937937
0.87,0.169196199
0.95,0.21185914
