xc,yb,surf,section,cp
0.9,0.168,U,1,0.021660269
0.8,0.168,U,1,-0.090728802
0.7,0.168,U,1,-0.228884538
0.6,0.168,U,1,-0.356717604
0.5,0.168,U,1,-0.469093339
0.42,0.168,U,1,-0.58168913
0.38,0.168,U,1,-0.653447692
0.34,0.168,U,1,-0.720004908
0.3,0.168,U,1,-0.827839468
0.27,0.168,U,1,-0.899684718
0.24,0.168,U,1,-0.945769972
0.21,0.168,U,1,-1.03309256
0.18,0.168,U,1,-1.177123149
0.15,0.168,U,1,-1.279883063
0.12,0.168,U,1,-1.460009656
0.09,0.168,U,1,-1.753525579
0.06,0.168,U,1,-2.114012158
0.03,0.168,U,1,-2.948801423
0.0075,0.168,U,1,-3.304206688
0,0.168,U,1,-1.314445337
0.0075,0.168,L,1,0.922606648
0.09,0.168,L,1,0.468115753
0.24,0.168,L,1,0.177960699
0.3,0.168,L,1,0.130921865
0.34,0.168,L,1,0.068659093
0.38,0.168,L,1,0.042458983
0.42,0.168,L,1,0.042045542
0.5,0.168,L,1,0.025747993
0.6,0.168,L,1,0.02472773
0.8,0.168,L,1,0.032996535
0.9,0.168,L,1,0.135042931
1,0.168,L,1,0.087630667
0.9,0.336,U,2,0.002524827
0.8,0.336,U,2,-0.093214406
0.7,0.336,U,2,-0.077511214
0.6,0.336,U,2,-0.315107475
0.5,0.336,U,2,-0.451386548
0.42,0.336,U,2,-0.552314803
0.38,0.336,U,2,-0.643286359
0.34,0.336,U,2,-0.713997718
0.3,0.336,U,2,-0.794847279
0.27,0.336,U,2,-0.870686079
0.24,0.336,U,2,-0.936376954
0.21,0.336,U,2,-1.022344232
0.18,0.336,U,2,-1.11338061
0.12,0.336,U,2,-1.422099852
0.09,0.336,U,2,-1.654973812
0.06,0.336,U,2,-2.01450398
0.03,0.336,U,2,-2.333491067
0.0075,0.336,U,2,-3.817674437
0,0.336,U,2,-1.208724428
0.0075,0.336,L,2,0.905378576
0.03,0.336,L,2,0.863104323
0.06,0.336,L,2,0.610697049
0.09,0.336,L,2,0.468570133
0.12,0.336,L,2,0.389482427
0.15,0.336,L,2,0.315632917
0.18,0.336,L,2,0.262812709
0.21,0.336,L,2,0.236204347
0.27,0.336,L,2,0.167321731
0.38,0.336,L,2,0.082105407
0.5,0.336,L,2,0.065083011
0.6,0.336,L,2,0.058794394
0.7,0.336,L,2,0.036742496
0.8,0.336,L,2,0.040937227
0.9,0.336,L,2,0.045159782
1,0.336,L,2,0.096637399
0.975,0.497,U,3,0.114137457
0.95,0.497,U,3,0.088051571
0.9,0.497,U,3,0.010265404
0.85,0.497,U,3,-0.026566545
0.8,0.497,U,3,-0.109470352
