xc,yb,surf,section,cp
0.9,0.168,U,1,0.108139252
0.8,0.168,U,1,0.028257897
0.7,0.168,U,1,-0.0152306
0.6,0.168,U,1,-0.054228222
0.5,0.168,U,1,-0.061482933
0.42,0.168,U,1,-0.082778378
0.38,0.168,U,1,-0.104744188
0.34,0.168,U,1,-0.090351228
0.3,0.168,U,1,-0.098753513
0.27,0.168,U,1,-0.098174045
0.24,0.168,U,1,-0.093103701
0.21,0.168,U,1,-0.088056081
0.18,0.168,U,1,-0.055756427
0.15,0.168,U,1,-0.096015243
0.12,0.168,U,1,-0.02747044
0.09,0.168,U,1,0.050203824
0.06,0.168,U,1,0.173286782
0.03,0.168,U,1,0.477743193
0.0075,0.168,U,1,0.995338692
0,0.168,U,1,0.469193201
0.0075,0.168,L,1,-1.15489057
0.09,0.168,L,1,-0.997664454
0.24,0.168,L,1,-0.59212214
0.3,0.168,L,1,-0.547838294
0.34,0.168,L,1,-0.507738548
0.38,0.168,L,1,-0.490320424
0.42,0.168,L,1,-0.427550416
0.5,0.168,L,1,-0.356400848
0.6,0.168,L,1,-0.258396919
0.8,0.168,L,1,-0.11689313
0.9,0.168,L,1,0.058182869
1,0.168,L,1,0.119930287
0.9,0.336,U,2,0.083840808
0.8,0.336,U,2,0.023171361
0.7,0.336,U,2,0.058530398
0.6,0.336,U,2,-0.032689215
0.5,0.336,U,2,-0.062808497
0.42,0.336,U,2,-0.093026191
0.38,0.336,U,2,-0.079743279
0.34,0.336,U,2,-0.097029151
0.3,0.336,U,2,-0.088126887
0.27,0.336,U,2,-0.096720617
0.24,0.336,U,2,-0.096600927
0.21,0.336,U,2,-0.074644492
0.18,0.336,U,2,-0.078881512
0.12,0.336,U,2,-5.11268E-05
0.09,0.336,U,2,0.052458134
0.06,0.336,U,2,0.166065065
0.03,0.336,U,2,0.458634898
0.0075,0.336,U,2,0.925752406
0,0.336,U,2,0.532962285
0.0075,0.336,L,2,-1.086366707
0.03,0.336,L,2,-1.195582352
0.06,0.336,L,2,-1.099686856
0.09,0.336,L,2,-0.890314758
0.12,0.336,L,2,-0.790057232
0.15,0.336,L,2,-0.707263784
0.18,0.336,L,2,-0.628832365
0.21,0.336,L,2,-0.59404252
0.27,0.336,L,2,-0.550650965
0.38,0.336,L,2,-0.442009832
0.5,0.336,L,2,-0.333424554
0.6,0.336,L,2,-0.255299009
0.7,0.336,L,2,-0.177160165
0.8,0.336,L,2,-0.09468057
0.9,0.336,L,2,0.022732498
1,0.336,L,2,0.161976992
0.975,0.497,U,3,0.128955556
0.95,0.497,U,3,0.114803057
0.9,0.497,U,3,0.053038053
0.85,0.497,U,3,0.024783781
0.8,0.497,U,3,0.006129368
0.75,0.497,U,3,-0.002988595
0.65,0.497,U,3,-0.064240001
0.6,0.497,U,3,-0.068551694
0.55,0.497,U,3,-0.068069799
0.5,0.497,U,3,-0.086736894
0.45,0.497,U,3,-0.076661481
0.42,0.497,U,3,-0.081150715
0.4,0.497,U,3,-0.085747741
0.38,0.497,U,3,-0.080763931
0.36,0.497,U,3,-0.085348275
0.34,0.497,U,3,-0.085145372
0.32,0.497,U,3,-0.094548667
0.3,0.497,U,3,-0.08478395
0.285,0.497,U,3,-0.094231631
0.27,0.497,U,3,-0.084504958
0.24,0.497,U,3,-0.089006873
0.225,0.497,U,3,-0.093635603
0.21,0.497,U,3,-0.083927952
0.195,0.497,U,3,-0.069445736
0.18,0.497,U,3,-0.074080806
0.165,0.497,U,3,-0.078703195
0.15,0.497,U,3,-0.073789133
0.135,0.497,U,3,-0.025758139
0.12,0.497,U,3,-0.025637666
0.105,0.497,U,3,0.027167894
0.09,0.497,U,3,0.01297101
0.075,0.497,U,3,0.0609703
0.06,0.497,U,3,0.099414117
0.045,0.497,U,3,0.243196402
0.03,0.497,U,3,0.406076951
0.015,0.497,U,3,0.612074432
0.0075,0.497,U,3,0.832382929
0,0.497,U,3,0.616994834
0.03,0.497,L,3,-1.183282889
0.045,0.497,L,3,-1.116381898
0.06,0.497,L,3,-1.121314982
0.075,0.497,L,3,-0.98263064
0.09,0.497,L,3,-0.87745069
0.105,0.497,L,3,-0.796232341
0.12,0.497,L,3,-0.753273928
0.135,0.497,L,3,-0.695966453
0.165,0.497,L,3,-0.6148876
0.18,0.497,L,3,-0.634182427
0.195,0.497,L,3,-0.643883736
0.21,0.497,L,3,-0.634448737
