xc,yb,surf,section,cp
0.9,0.168,U,1,0.050658117
0.8,0.168,U,1,-0.008818353
0.7,0.168,U,1,-0.068294822
0.6,0.168,U,1,-0.109325645
0.5,0.168,U,1,-0.136530381
0.42,0.168,U,1,-0.159225194
0.38,0.168,U,1,-0.172870528
0.34,0.168,U,1,-0.181902228
0.3,0.168,U,1,-0.195550525
0.27,0.168,U,1,-0.195396441
0.24,0.168,U,1,-0.199870806
0.21,0.168,U,1,-0.208967696
0.18,0.168,U,1,-0.227262222
0.15,0.168,U,1,-0.273226699
0.12,0.168,U,1,-0.203933293
0.09,0.168,U,1,-0.189962012
0.06,0.168,U,1,-0.102219997
0.03,0.168,U,1,0.174550637
0.0075,0.168,U,1,0.829381471
0.0075,0.168,L,1,-0.452396897
0.09,0.168,L,1,-0.706360118
0.24,0.168,L,1,-0.46728972
0.3,0.168,L,1,-0.449137425
0.34,0.168,L,1,-0.426258897
0.38,0.168,L,1,-0.421840831
0.42,0.168,L,1,-0.366696496
0.5,0.168,L,1,-0.320960181
0.6,0.168,L,1,-0.229206052
0.8,0.168,L,1,-0.114863784
0.9,0.168,L,1,0.087543484
1,0.168,L,1,0.123963636
0.9,0.336,U,2,0.057103083
0.8,0.336,U,2,-0.027438399
0.7,0.336,U,2,0.022413182
0.6,0.336,U,2,-0.109803128
0.5,0.336,U,2,-0.142321489
0.42,0.336,U,2,-0.170986865
0.38,0.336,U,2,-0.178784076
0.34,0.336,U,2,-0.212592849
0.3,0.336,U,2,-0.22908665
0.27,0.336,U,2,-0.228408858
0.24,0.336,U,2,-0.232092395
0.21,0.336,U,2,-0.231466741
0.18,0.336,U,2,-0.226479758
0.12,0.336,U,2,-0.19921689
0.09,0.336,U,2,-0.176875832
0.06,0.336,U,2,-0.124227057
0.03,0.336,U,2,0.149598191
0.0075,0.336,U,2,0.704967692
0,0.336,U,2,0.891527256
0.0075,0.336,L,2,-0.430844389
0.03,0.336,L,2,-0.734807907
0.06,0.336,L,2,-0.778812231
0.09,0.336,L,2,-0.692745717
0.12,0.336,L,2,-0.632664695
0.15,0.336,L,2,-0.581345434
0.18,0.336,L,2,-0.560307822
0.21,0.336,L,2,-0.465557753
0.27,0.336,L,2,-0.445158829
0.38,0.336,L,2,-0.386850493
0.5,0.336,L,2,-0.298364784
0.6,0.336,L,2,-0.235564774
0.7,0.336,L,2,-0.176982715
0.8,0.336,L,2,-0.118439758
0.9,0.336,L,2,0.000731667
1,0.336,L,2,0.141631532
0.975,0.497,U,3,0.088748531
0.95,0.497,U,3,0.06674087
0.9,0.497,U,3,0.018245667
0.85,0.497,U,3,-0.030283113
0.8,0.497,U,3,-0.04738557
0.75,0.497,U,3,-0.07792767
0.65,0.497,U,3,-0.134431255
0.6,0.497,U,3,-0.129011186
0.55,0.497,U,3,-0.164066746
0.5,0.497,U,3,-0.181113239
0.45,0.497,U,3,-0.193691044
0.42,0.497,U,3,-0.202135942
0.4,0.497,U,3,-0.210737537
0.38,0.497,U,3,-0.205921875
0.36,0.497,U,3,-0.214512278
0.34,0.497,U,3,-0.223158644
0.32,0.497,U,3,-0.222766899
0.3,0.497,U,3,-0.231402073
0.285,0.497,U,3,-0.253588817
0.27,0.497,U,3,-0.253342578
0.24,0.497,U,3,-0.252782942
0.225,0.497,U,3,-0.257016584
0.21,0.497,U,3,-0.283694402
0.195,0.497,U,3,-0.283459355
0.18,0.497,U,3,-0.278688463
0.165,0.497,U,3,-0.282877334
0.15,0.497,U,3,-0.282675865
0.135,0.497,U,3,-0.246445072
0.12,0.497,U,3,-0.228178573
0.105,0.497,U,3,-0.200997084
0.09,0.497,U,3,-0.223206213
0.075,0.497,U,3,-0.191466493
0.06,0.497,U,3,-0.18672918
0.045,0.497,U,3,-0.047214881
0.03,0.497,U,3,0.087785958
0.015,0.497,U,3,0.294610401
0.0075,0.497,U,3,0.568733794
0,0.497,U,3,0.883243273
0.03,0.497,L,3,-0.752056038
0.045,0.497,L,3,-0.792733135
0.06,0.497,L,3,-0.810932477
0.075,0.497,L,3,-0.766312749
0.09,0.497,L,3,-0.690266697
0.105,0.497,L,3,-0.650093273
0.12,0.497,L,3,-0.63238641
0.135,0.497,L,3,-0.596715251
0.165,0.497,L,3,-0.570306058
0.18,0.497,L,3,-0.5481417
0.195,0.497,L,3,-0.52593257
0.21,0.497,L,3,-0.517219048
0.24,0.497,L,3,-0.499803195
0.255,0.497,L,3,-0.500083013
0.27,0.497,L,3,-0.486856031
0.285,0.497,L,3,-0.469182746
0.3,0.497,L,3,-0.464960297
0.32,0.497,L,3,-0.451800471
0.34,0.497,L,3,-0.425268159
0.36,0.497,L,3,-0.412119526
0.38,0.497,L,3,-0.412500078
0.4,0.497,L,3,-0.367958699
0.42,0.497,L,3,-0.359345911
0.45,0.497,L,3,-0.332914332
0.5,0.497,L,3,-0.297892351
0.55,0.497,L,3,-0.271874903
0.6,0.497,L,3,-0.245823877
0.7,0.497,L,3,-0.202715164
0.85,0.497,L,3,-0.07071397
0.9,0.497,L,3,-0.008745546
0.95,0.497,L,3,0.026332399
0.975,0.497,L,3,0.039380297
1,0.497,L,3,0.115269651
0.9,0.664,U,4,0.04834771
0.7,0.664,U,4,-0.063022942
0.6,0.664,U,4,-0.125453127
0.5,0.664,U,4,-0.165428208
0.42,0.664,U,4,-0.196510068
0.38,0.664,U,4,-0.214296509
0.34,0.664,U,4,-0.209611191
0.3,0.664,U,4,-0.20046261
0.27,0.664,U,4,-0.227269952
0.24,0.664,U,4,-0.240593128
0.21,0.664,U,4,-0.24945304
0.18,0.664,U,4,-0.231347399
0.15,0.664,U,4,-0.240198984
0.12,0.664,U,4,-0.204137586
0.09,0.664,U,4,-0.212978069
0.06,0.664,U,4,-0.154478222
0.03,0.664,U,4,0.375609335
0.0075,0.664,U,4,0.568814823
0,0.664,U,4,0.89669542
0.0075,0.664,L,4,-0.306923117
0.03,0.664,L,4,-0.679780538
0.06,0.664,L,4,-0.756250019
0.09,0.664,L,4,-0.644118835
0.12,0.664,L,4,-0.572395735
0.18,0.664,L,4,-0.496314846
0.21,0.664,L,4,-0.491962609
0.24,0.664,L,4,-0.438209143
0.27,0.664,L,4,-0.438342375
0.3,0.664,L,4,-0.402547441
0.34,0.664,L,4,-0.375790061
0.38,0.664,L,4,-0.349029906
0.42,0.664,L,4,-0.304294566
0.5,0.664,L,4,-0.264219561
0.6,0.664,L,4,-0.215284644
0.7,0.664,L,4,-0.139381398
0.8,0.664,L,4,-0.081431131
0.9,0.664,L,4,0.016910565
1,0.664,L,4,0.151188754
0.9,0.852,U,5,0.049753467
0.8,0.852,U,5,-0.034606391
0.7,0.852,U,5,-0.04267828
0.6,0.852,U,5,-0.113533996
0.5,0.852,U,5,-0.144055303
0.42,0.852,U,5,-0.192711936
0.38,0.852,U,5,-0.201317871
0.34,0.852,U,5,-0.214427041
0.27,0.852,U,5,-0.2227437
0.24,0.852,U,5,-0.226996601
0.21,0.852,U,5,-0.222231906
0.18,0.852,U,5,-0.235430084
0.12,0.852,U,5,-0.225928508
0.09,0.852,U,5,-0.243607669
0.06,0.852,U,5,-0.171544785
0.03,0.852,U,5,0.017134915
0.0075,0.852,U,5,0.528812544
0,0.852,U,5,0.869845664
0.0075,0.852,L,5,-0.27874347
0.03,0.852,L,5,-0.628883194
0.06,0.852,L,5,-0.665059274
0.09,0.852,L,5,-0.575595378
0.18,0.852,L,5,-0.432826978
0.21,0.852,L,5,-0.442055967
0.24,0.852,L,5,-0.406436186
0.27,0.852,L,5,-0.388779278
0.3,0.852,L,5,-0.357651605
0.34,0.852,L,5,-0.335558218
0.38,0.852,L,5,-0.309017225
0.42,0.852,L,5,-0.264507797
0.5,0.852,L,5,-0.224818693
0.6,0.852,L,5,-0.180837748
0.7,0.852,L,5,-0.127911526
0.8,0.852,L,5,-0.079477413
0.9,0.852,L,5,0.004882445
1,0.852,L,5,0.138566493
