,0.85
0.9914,0.197
0.9198,0.125
0.8593,0.046
0.7993,-0.031
0.739,-0.103
0.6792,-0.177
0.6193,-0.355
0.5593,-0.715
0.4997,-0.76
0.4492,-0.739
0.3992,-0.726
0.3496,-0.705
0.2996,-0.636
0.2491,-0.631
0.1994,-0.631
0.1493,-0.67
0.0992,-0.662
0.0745,-0.698
0.0492,-0.664
0.0342,-0.979
0.0198,-0.789
0.0094,0.024
0.0046,
0.0013,1.036
0,1.158
0.0019,-0.434
0.0056,-0.601
0.0108,-0.636
0.0251,-0.714
0.0499,-0.644
0.0999,-0.68
0.15,-0.651
0.2008,-0.655
0.2998,-0.68
0.3998,-0.734
0.4999,-0.777
0.601,-0.551
0.6999,-0.153
0.7995,-0.026
0.8997,0.1
