r,azim,z,Vmag,Vr,Vz,div,vort
1.0207,0.91949,0.12737,4.7752,-1.6177,4.4929,0.017757,0.0017359
0.7423,0.91949,0.13922,10.342,-3.9747,-9.548,-0.071633,-0.0046637
0.77192,0.91949,0.13922,10.791,-3.0466,-10.352,-0.0056968,0.0067777
0.80451,0.91949,0.13922,11.275,-3.5787,-10.692,-0.0034372,0.015596
0.83413,0.91949,0.13922,11.853,-4.6252,-10.913,-0.01802,0.0066673
0.86671,0.91949,0.13922,11.869,-3.8936,-11.212,-0.0010833,-0.00097545
0.89633,0.91949,0.13922,13.186,-0.3701,-13.181,-0.02764,0.0072823
0.92891,0.91949,0.13922,16.498,13.622,-9.3082,-0.072541,0.10932
0.95853,0.91949,0.13922,11.129,5.7287,9.5417,-0.050934,0.06633
0.99111,0.91949,0.13922,7.5006,-1.2387,7.3976,-0.026152,0.0069886
1.0207,0.91949,0.13922,5.319,-2.1774,4.8529,0.021639,0.0033904
0.7423,0.91949,0.15403,9.7535,-3.9549,-8.9157,-0.080194,-0.0003723
0.77192,0.91949,0.15403,10.473,-3.4409,-9.8918,0.018218,0.00064491
0.80451,0.91949,0.15403,11.21,-4.4411,-10.293,0.018399,0.004937
0.83413,0.91949,0.15403,11.973,-4.7628,-10.985,0.0082106,0.0019493
0.86671,0.91949,0.15403,12.653,-4.7896,-11.712,0.0021217,0.0070121
0.89633,0.91949,0.15403,16.3,-3.0677,-16.008,-0.021607,-0.014314
0.92891,0.91949,0.15403,17.094,2.5083,-16.909,-0.2218,0.90651
0.95853,0.91949,0.15403,17.485,-0.78518,17.467,-0.068718,0.11328
0.99111,0.91949,0.15403,8.7786,-2.8624,8.2988,0.0090875,-0.0040316
1.0207,0.91949,0.15403,6.079,-3.0393,5.2646,0.026797,0.017518
0.7423,0.91949,0.16587,9.386,-4.0011,-8.4905,-0.0743,0.004522
0.77192,0.91949,0.16587,10.1,-3.5764,-9.4461,0.055034,0.01018
0.80451,0.91949,0.16587,10.959,-4.5261,-9.9809,-0.012185,-0.0013929
0.83413,0.91949,0.16587,11.837,-4.9423,-10.756,0.0071946,-0.0084867
0.86671,0.91949,0.16587,13.202,-5.6813,-11.917,0.0099571,-0.00231
0.89633,0.91949,0.16587,17.3,-6.2196,-16.143,0.0020629,0.00099187
0.92891,0.91949,0.16587,18.468,-13.173,-12.943,0.37053,0.84717
0.95853,0.91949,0.16587,20.177,-10.709,17.101,-0.05873,0.06866
0.99111,0.91949,0.16587,9.4194,-4.9408,8.0196,0.018841,0.023747
1.0207,0.91949,0.16587,6.4809,-4.0956,5.0228,-0.012033,0.018926
0.7423,0.91949,0.17772,9.3044,-4.6564,-8.0554,-0.087551,0.031041
0.77192,0.91949,0.17772,9.9097,-4.0763,-9.0325,0.025954,0.032001
0.80451,0.91949,0.17772,10.848,-4.3723,-9.9282,0.0016805,0.0094862
0.83413,0.91949,0.17772,11.574,-5.5215,-10.172,-0.010294,0.017815
0.86671,0.91949,0.17772,13.318,-6.5363,-11.604,0.016622,-0.0042183
0.89633,0.91949,0.17772,17.185,-9.0549,-14.606,0.012762,0.012437
0.92891,0.91949,0.17772,25.835,-22.939,-11.884,0.047858,0.35737
0.95853,0.91949,0.17772,18.295,-15.095,10.337,-0.026778,0.029333
0.99111,0.91949,0.17772,9.9456,-7.1752,6.887,-0.0037364,0.015893
1.0207,0.91949,0.17772,6.6807,-5.1107,4.3026,-0.028604,0.0013944
0.7423,0.91949,0.19253,8.9787,-4.7407,-7.6251,-0.080216,0.011406
0.77192,0.91949,0.19253,10.158,-5.5889,-8.4818,0.088374,0.011692
0.80451,0.91949,0.19253,10.654,-5.1115,-9.3483,0.0096148,0.0099658
0.83413,0.91949,0.19253,11.392,-6.0321,-9.6639,0.012633,-0.0099372
0.86671,0.91949,0.19253,12.953,-7.2653,-10.724,-0.012173,-0.013715
0.89633,0.91949,0.19253,15.978,-10.519,-12.027,-0.0081577,0.0026362
0.92891,0.91949,0.19253,19.328,-18.033,-6.956,-0.016523,0.045786
0.95853,0.91949,0.19253,15.942,-15.412,4.0757,7.33E-05,0.027471
0.99111,0.91949,0.19253,9.6092,-8.3559,4.7452,-0.0022501,0.0017126
1.0207,0.91949,0.19253,6.5733,-5.6981,3.2771,-0.015367,-0.0073531
0.7423,0.91949,0.20438,8.605,-4.5385,-7.3108,-0.058059,0.0091678
0.77192,0.91949,0.20438,9.6508,-5.8506,-7.6752,0.048277,-0.014814
0.80451,0.91949,0.20438,10.431,-5.66,-8.7618,0.0085382,-0.0090192
0.83413,0.91949,0.20438,11.142,-6.1754,-9.274,0.0039275,0.020241
0.86671,0.91949,0.20438,12.17,-7.4249,-9.6421,0.0021613,-0.004262
0.89633,0.91949,0.20438,14.663,-10.593,-10.139,0.0096708,-0.010503
0.92891,0.91949,0.20438,16.389,-15.476,-5.3917,0.039508,0.03007
0.95853,0.91949,0.20438,13.742,-13.627,1.7777,0.016242,-0.0053951
0.99111,0.91949,0.20438,9.1691,-8.5405,3.3365,-0.0018778,-0.011911
1.0207,0.91949,0.20438,6.8286,-6.2324,2.7905,0.021717,0.02037
0.7423,1.226,0.088861,10.673,-2.382,-10.404,-0.024112,0.010731
0.77192,1.226,0.088861,10.918,-2.3736,-10.657,-0.011779,0.0047469
0.80451,1.226,0.088861,10.786,-3.4003,-10.236,-0.011984,0.0060952
0.83413,1.226,0.088861,10.271,-3.3265,-9.7172,-0.029285,0.016113
0.86671,1.226,0.088861,8.4018,-1.447,-8.2762,-0.0054083,0.032141
0.89633,1.226,0.088861,4.5781,1.7349,-4.2367,-0.017967,0.034151
0.92891,1.226,0.088861,2.8438,2.7322,0.78882,-0.024557,-0.004158
0.95853,1.226,0.088861,3.6511,1.4012,3.3716,-0.016904,-0.010063
0.99111,1.226,0.088861,3.8266,-0.18157,3.8223,0.0042484,0.010548
1.0207,1.226,0.088861,3.6133,-1.1258,3.4334,-0.0056558,-0.0039148
0.7423,1.226,0.10071,10.757,-3.1344,-10.291,-0.027989,-0.0038343
0.77192,1.226,0.10071,10.875,-2.4303,-10.6,0.0099235,0.003266
0.80451,1.226,0.10071,10.969,-3.2418,-10.479,-0.022928,-0.024025
0.83413,1.226,0.10071,10.8,-3.3518,-10.266,-0.0072966,0.011215
0.86671,1.226,0.10071,9.5419,-1.8557,-9.3598,0.0029163,0.014415
0.89633,1.226,0.10071,6.9711,2.0118,-6.6745,-0.025364,-0.0049662
0.92891,1.226,0.10071,4.6157,4.6156,-0.014956,-0.038035,0.016322
0.95853,1.226,0.10071,4.4653,1.9088,4.0367,-0.038853,-0.01519
0.99111,1.226,0.10071,4.3107,-0.4551,4.2866,0.011028,0.0073277
1.0207,1.226,0.10071,3.7409,-1.4274,3.4578,-0.0012701,0.0022755
0.7423,1.226,0.11552,10.769,-3.9655,-10.012,-0.08526,-0.015591
0.77192,1.226,0.11552,11.17,-2.499,-10.887,0.0069844,-0.0092182
0.80451,1.226,0.11552,11.206,-3.2574,-10.723,-0.01449,-0.0057668
0.83413,1.226,0.11552,11.546,-3.8305,-10.892,-0.010557,-0.0059621
0.86671,1.226,0.11552,10.917,-1.2998,-10.84,-0.0030001,-0.0087975
0.89633,1.226,0.11552,10.999,4.1547,-10.184,-0.024858,0.0018388
0.92891,1.226,0.11552,8.96,8.9458,0.50578,0.013589,0.014707
0.95853,1.226,0.11552,6.3952,2.2067,6.0024,-0.0676,0.016227
0.99111,1.226,0.11552,5.0028,-0.6953,4.9542,-0.0034158,-0.00064406
1.0207,1.226,0.11552,4.1506,-1.8569,3.7121,0.00947,0.0077031
0.7423,1.226,0.12737,10.412,-3.7783,-9.702,-0.075035,-0.018634
0.77192,1.226,0.12737,10.834,-3.2314,-10.34,0.007548,0.0066279
0.80451,1.226,0.12737,11.145,-3.7943,-10.479,-0.00094497,0.017076
0.83413,1.226,0.12737,11.687,-3.4984,-11.151,-0.00080013,0.0016165
0.86671,1.226,0.12737,12.469,-1.6902,-12.354,-0.02446,0.00096652
0.89633,1.226,0.12737,14.957,5.1989,-14.025,0.012411,0.027924
0.92891,1.226,0.12737,14.212,13.747,3.6075,-0.029991,0.078545
0.95853,1.226,0.12737,8.1614,1.478,8.0264,0.0063314,0.020904
0.99111,1.226,0.12737,5.7173,-1.7035,5.4576,0.0062244,0.010216
1.0207,1.226,0.12737,4.5725,-2.5081,3.8233,0.023152,0.003663
0.7423,1.226,0.13922,10.122,-4.0113,-9.2933,-0.056525,0.0075343
0.77192,1.226,0.13922,10.242,-3.1315,-9.7517,0.035036,-0.011287
0.80451,1.226,0.13922,11.304,-4.186,-10.5,0.013835,-0.0099364
0.83413,1.226,0.13922,11.909,-3.8297,-11.277,-0.0061358,0.010083
0.86671,1.226,0.13922,13.81,-2.8135,-13.52,-0.0011912,-7.73E-05
0.89633,1.226,0.13922,19.682,2.3282,-19.544,-0.013641,0.076892
0.92891,1.226,0.13922,12.437,11.291,5.2151,-0.21641,0.77702
0.95853,1.226,0.13922,10.278,-0.73359,10.252,0.023574,-0.021803
0.99111,1.226,0.13922,6.441,-2.7888,5.8059,-0.0032193,-0.0023137
1.0207,1.226,0.13922,5.173,-3.0431,4.1832,0.023425,0.010593
0.7423,1.226,0.15403,9.8904,-4.5447,-8.7844,-0.097571,0.012271
0.77192,1.226,0.15403,10.347,-4.0164,-9.5356,0.021425,0.034041
0.80451,1.226,0.15403,11.085,-4.1605,-10.274,-0.0029106,-0.0054219
0.83413,1.226,0.15403,12.271,-4.8044,-11.291,-0.012159,0.0046291
0.86671,1.226,0.15403,14.665,-4.5589,-13.938,0.0065436,-0.00072847
0.89633,1.226,0.15403,22.899,-7.6303,-21.59,-0.05382,0.068326
0.92891,1.226,0.15403,,-5.2741,8.0361,-0.030906,0.70366
0.95853,1.226,0.15403,12.171,-5.3191,10.947,-0.0059136,0.010689
0.99111,1.226,0.15403,7.1724,-4.0539,5.9169,0.013229,0.017055
1.0207,1.226,0.15403,5.7997,-3.884,4.3071,-0.0031675,0.023144
0.7423,1.226,0.16587,9.5112,-4.833,-8.1917,-0.114,0.022996
0.77192,1.226,0.16587,10.483,-5.2036,-9.1009,0.087546,0.0055343
0.80451,1.226,0.16587,10.876,-4.5216,-9.8918,0.0060968,0.01433
0.83413,1.226,0.16587,12.088,-5.1455,-10.938,-0.021993,-0.0063839
0.86671,1.226,0.16587,14.696,-6.0898,-13.375,-0.00026111,0.0064801
0.89633,1.226,0.16587,21.125,-12.802,-16.804,0.010119,0.019257
0.92891,1.226,0.16587,23.804,-22.988,6.178,-0.28218,0.45846
0.95853,1.226,0.16587,12.546,-9.0384,8.7018,0.069795,0.020515
0.99111,1.226,0.16587,7.657,-5.3315,5.4959,-0.028211,0.0092685
1.0207,1.226,0.16587,5.8876,-4.4678,3.8344,-0.029697,0.004867
0.7423,1.226,0.17772,9.4548,-5.0562,-7.9893,-0.17339,0.011819
0.77192,1.226,0.17772,10.07,-5.5316,-8.4149,0.056083,-0.015056
0.80451,1.226,0.17772,10.966,-5.1569,-9.6773,0.007953,0.019071
0.83413,1.226,0.17772,12.004,-5.7125,-10.557,0.0035877,0.026743
0.86671,1.226,0.17772,14.485,-7.4412,-12.427,0.0080379,0.007201
0.89633,1.226,0.17772,18.311,-13.074,-12.821,-0.057354,0.0089313
0.92891,1.226,0.17772,19.52,-19.434,1.8362,-0.026164,0.038793
0.95853,1.226,0.17772,12.054,-10.34,6.1955,0.0055325,0.050603
0.99111,1.226,0.17772,7.8038,-6.3197,4.5782,0.0099175,0.0065463
1.0207,1.226,0.17772,6.0388,-5.0525,3.3074,-0.025095,0.0067268
0.7423,1.226,0.19253,9.0391,-4.5948,-7.7841,-0.085535,0.0067006
0.77192,1.226,0.19253,9.6176,-5.5392,-7.8623,0.051954,0.014522
0.80451,1.226,0.19253,10.754,-5.7098,-9.1134,0.018458,-0.012835
0.83413,1.226,0.19253,11.384,-5.8912,-9.7408,0.01357,-0.0057078
0.86671,1.226,0.19253,13.641,-8.5595,-10.621,-0.0041343,0.001247
0.89633,1.226,0.19253,15.685,-12.395,-9.6104,0.057392,0.028964
0.92891,1.226,0.19253,15.469,-15.357,-1.861,0.0055325,0.023416
0.95853,1.226,0.19253,11.66,-11.168,3.3508,-0.0032789,0.0055998
0.99111,1.226,0.19253,7.8265,-7.0521,3.3943,0.006157,-0.00065848
1.0207,1.226,0.19253,5.9119,-5.4283,2.3419,-0.027088,0.00031904
0.7423,1.226,0.20438,8.8567,-4.6566,-7.5337,-0.089723,-0.010207
0.77192,1.226,0.20438,9.3543,-5.806,-7.3344,-0.002443,-0.0063227
0.80451,1.226,0.20438,10.167,-5.647,-8.4544,0.026219,-0.0042115
0.83413,1.226,0.20438,10.85,-6.0638,-8.997,0.037746,-0.0088802
0.86671,1.226,0.20438,12.486,-8.1623,-9.4485,-0.028428,-0.020419
0.89633,1.226,0.20438,14.161,-11.919,-7.6461,0.023724,-0.0027812
0.92891,1.226,0.20438,13.433,-13.238,-2.2771,-0.0078488,-0.0065428
0.95853,1.226,0.20438,10.302,-10.17,1.6469,0.0080745,0.00034214
0.99111,1.226,0.20438,7.6655,-7.3131,2.2976,-0.013293,0.0027414
1.0207,1.226,0.20438,5.8965,-5.6107,1.8135,0.024345,0.0026846
0.7423,1.5325,0.088861,10.506,-2.9434,-10.085,-0.055921,-0.020192
0.77192,1.5325,0.088861,10.732,-2.3015,-10.483,0.015053,0.020943
0.80451,1.5325,0.088861,10.776,-2.7954,-10.407,-0.032269,0.0021435
0.83413,1.5325,0.088861,10.5,-2.129,-10.282,-0.0036733,0.0016541
0.86671,1.5325,0.088861,8.9312,0.79633,-8.8957,-0.02007,0.0047927
0.89633,1.5325,0.088861,5.8832,4.0282,-4.2878,0.0041134,0.00082268
0.92891,1.5325,0.088861,4.0538,2.3831,3.2794,0.01222,0.040087
0.95853,1.5325,0.088861,4.1594,1.0584,4.0225,0.008919,-0.0091643
0.99111,1.5325,0.088861,3.7927,-0.78089,3.7115,-0.046347,0.0035647
1.0207,1.5325,0.088861,3.2871,-1.5852,2.8796,0.07685,-0.038729
0.7423,1.5325,0.10071,10.698,-3.5432,-10.094,-0.066849,-0.013567
0.77192,1.5325,0.10071,10.698,-2.6279,-10.37,0.015422,-0.014338
0.80451,1.5325,0.10071,10.938,-2.7186,-10.595,-0.025442,-0.01622
0.83413,1.5325,0.10071,11.064,-1.8047,-10.915,0.039543,0.0019194
0.86671,1.5325,0.10071,10.761,1.4962,-10.656,0.031306,0.0043117
0.89633,1.5325,0.10071,9.5547,7.4389,-5.9962,-0.077504,0.0064646
0.92891,1.5325,0.10071,5.6848,3.6042,4.3962,-0.083877,0.0025923
0.95853,1.5325,0.10071,5.2054,0.76049,5.1495,0.025419,0.0094586
0.99111,1.5325,0.10071,4.2159,-1.0428,4.0849,-0.020745,0.00018261
1.0207,1.5325,0.10071,3.2471,-1.8217,2.688,0.051628,-0.038078
0.7423,1.5325,0.11552,10.785,-4.406,-9.8439,-0.076486,-0.042954
0.77192,1.5325,0.11552,10.591,-2.7905,-10.216,0.0027829,0.0079932
0.80451,1.5325,0.11552,11.249,-2.6211,-10.939,0.0077867,0.0046298
0.83413,1.5325,0.11552,11.752,-2.2219,-11.54,0.030534,-0.00058964
0.86671,1.5325,0.11552,13.886,1.8016,-13.769,-0.016396,-0.0075989
0.89633,1.5325,0.11552,15.74,12.479,-9.5929,-0.047826,0.038377
0.92891,1.5325,0.11552,10.175,6.5768,7.7632,-0.079288,0.0036463
0.95853,1.5325,0.11552,6.6282,-0.37911,6.6174,0.049261,-0.010192
0.99111,1.5325,0.11552,4.8843,-1.5892,4.6185,-0.025411,-0.0019114
1.0207,1.5325,0.11552,3.6347,-2.1595,2.9236,0.10933,-0.03287
0.7423,1.5325,0.12737,10.41,-4.8093,-9.2319,-0.054781,-0.0066628
0.77192,1.5325,0.12737,10.896,-3.6528,-10.266,0.04138,0.0098426
0.80451,1.5325,0.12737,11.29,-3.1206,-10.85,-0.0036074,0.0085399
0.83413,1.5325,0.12737,12.312,-2.6654,-12.02,0.02957,-0.0052649
0.86671,1.5325,0.12737,16.118,-0.080158,-16.118,-0.0075277,0.0071379
0.89633,1.5325,0.12737,23.048,13.724,-18.516,-0.26648,0.364
0.92891,1.5325,0.12737,14.413,4.6892,13.629,0.009106,0.032119
0.95853,1.5325,0.12737,8.0399,-1.838,7.8269,0.011448,-0.0029923
0.99111,1.5325,0.12737,5.156,-2.3815,4.573,0.012864,0.0023037
1.0207,1.5325,0.12737,4.1906,-2.7116,3.1951,0.097922,-0.022147
0.7423,1.5325,0.13922,10.04,-5.0577,-8.673,-0.17329,-0.0028951
0.77192,1.5325,0.13922,10.788,-4.2718,-9.9065,0.072155,-0.0073019
0.80451,1.5325,0.13922,11.373,-3.641,-10.774,0.016846,0.0065653
0.83413,1.5325,0.13922,12.717,-3.4289,-12.246,0.045715,-0.00338
0.86671,1.5325,0.13922,17.233,-2.9442,-16.979,0.050244,0.0031845
0.89633,1.5325,0.13922,21.039,-6.5049,-20.008,0.0010992,0.58986
0.92891,1.5325,0.13922,18.383,-3.0807,18.123,0.009012,0.05583
0.95853,1.5325,0.13922,8.821,-3.8325,7.9449,-0.039123,0.024053
0.99111,1.5325,0.13922,5.6543,-3.1833,4.6731,-0.015368,-0.0046231
1.0207,1.5325,0.13922,4.52,-3.3348,3.0512,0.12712,-0.029332
0.7423,1.5325,0.15403,9.8943,-5.2636,-8.378,-0.18834,-0.014157
0.77192,1.5325,0.15403,10.237,-4.8041,-9.0396,0.071742,-0.00034097
0.80451,1.5325,0.15403,11.515,-4.5676,-10.57,0.036954,-0.00044428
0.83413,1.5325,0.15403,12.797,-4.6647,-11.917,0.021588,0.0012957
0.86671,1.5325,0.15403,17.073,-6.7488,-15.683,0.052286,0.0089593
0.89633,1.5325,0.15403,24.681,-19.923,-14.568,-0.31359,0.26767
0.92891,1.5325,0.15403,17.979,-12.94,12.482,0.029404,0.035194
0.95853,1.5325,0.15403,9.4915,-6.4362,6.9759,0.048794,-0.011042
0.99111,1.5325,0.15403,6.4324,-4.6376,4.4574,-0.059943,0.021326
1.0207,1.5325,0.15403,4.7183,-3.6465,2.9943,0.17595,-0.031074
0.7423,1.5325,0.16587,9.5317,-5.0855,-8.0617,-0.20144,-0.0025059
0.77192,1.5325,0.16587,9.9665,-5.0903,-8.5685,0.043845,-0.00081523
0.80451,1.5325,0.16587,11.065,-4.7204,-10.008,0.047452,0.01422
0.83413,1.5325,0.16587,12.56,-5.4083,-11.336,0.034999,-0.0057753
0.86671,1.5325,0.16587,16.033,-8.3151,-13.708,-0.027984,0.012841
0.89633,1.5325,0.16587,21.069,-18.544,-10,-0.178,0.01034
0.92891,1.5325,0.16587,15.352,-14.25,5.7101,-0.088429,0.012725
0.95853,1.5325,0.16587,9.4851,-7.5548,5.7351,-0.017772,-0.0064781
0.99111,1.5325,0.16587,6.7555,-5.6134,3.7586,-0.024985,0.0053372
1.0207,1.5325,0.16587,4.6949,-3.9411,2.5515,0.16496,-0.033616
0.7423,1.5325,0.17772,9.1699,-4.9317,-7.7308,-0.25784,-0.0018611
0.77192,1.5325,0.17772,9.6578,-5.4676,-7.961,0.040683,-0.0029139
0.80451,1.5325,0.17772,11.023,-5.5296,-9.5354,0.073048,0.0042826
0.83413,1.5325,0.17772,12.215,-5.9379,-10.674,-0.0046679,-0.0097934
0.86671,1.5325,0.17772,14.842,-9.1924,-11.653,-0.032489,0.016844
0.89633,1.5325,0.17772,16.735,-15.079,-7.2583,0.0060817,-0.00024672
0.92891,1.5325,0.17772,13.509,-13.329,2.1926,-0.025906,0.033148
0.95853,1.5325,0.17772,9.3348,-8.445,3.9777,-0.021075,0.016484
0.99111,1.5325,0.17772,6.9246,-6.1868,3.1103,-0.004003,-0.0020517
1.0207,1.5325,0.17772,4.6893,-4.2785,1.9194,0.20037,-0.029921
0.7423,1.5325,0.19253,8.8506,-4.7748,-7.4522,-0.20329,-0.003008
0.77192,1.5325,0.19253,9.5495,-5.6277,-7.7151,0.045596,-0.0069232
0.80451,1.5325,0.19253,10.422,-5.5105,-8.8459,0.024794,-0.010722
0.83413,1.5325,0.19253,11.298,-5.9633,-9.5961,0.042596,0.0032764
0.86671,1.5325,0.19253,13.105,-8.7204,-9.7827,-0.0030919,0.0012267
0.89633,1.5325,0.19253,13.583,-12.34,-5.6757,-0.01332,0.026295
0.92891,1.5325,0.19253,12.063,-12.062,0.20931,-0.015478,0.015364
0.95853,1.5325,0.19253,9.0353,-8.8336,1.8984,0.0011053,0.0030163
0.99111,1.5325,0.19253,6.6891,-6.2736,2.3206,0.011886,-0.0052949
1.0207,1.5325,0.19253,4.7711,-4.5295,1.499,0.18409,-0.014423
0.7423,1.5325,0.20438,8.4867,-4.3789,-7.2697,-0.15714,-0.0094884
0.77192,1.5325,0.20438,9.5021,-5.8866,-7.4591,0.027157,-0.0025933
0.80451,1.5325,0.20438,9.8114,-5.7693,-7.9359,0.074352,0.012413
0.83413,1.5325,0.20438,10.922,-6.2536,-8.9541,0.061332,-0.01012
0.86671,1.5325,0.20438,12.064,-8.6356,-8.4244,0.074943,0.0082251
0.89633,1.5325,0.20438,12.184,-11.009,-5.2193,-0.062051,0.013047
0.92891,1.5325,0.20438,10.849,-10.823,-0.74412,0.0070909,-0.0075918
0.95853,1.5325,0.20438,8.5262,-8.4945,0.73445,0.0062681,-0.0016635
0.99111,1.5325,0.20438,6.6012,-6.3741,1.7166,-0.0040426,-0.011095
1.0207,1.5325,0.20438,5.0083,-4.8833,1.112,0.20663,-0.016984
0.7423,1.839,0.088861,10.813,-3.6415,-10.181,-0.056798,-0.026479
0.77192,1.839,0.088861,10.607,-2.1644,-10.384,0.0012481,0.01568
0.80451,1.839,0.088861,10.903,-1.4953,-10.8,-0.0096407,0.0025564
0.83413,1.839,0.088861,11.253,-0.16834,-11.252,0.0059159,0.002278
0.86671,1.839,0.088861,11.196,5.3403,-9.8398,0.024592,0.0018121
0.89633,1.839,0.088861,8.1871,8.093,-1.2376,0.0013065,-0.0056193
0.92891,1.839,0.088861,5.3933,1.9729,5.0195,0.070099,0.026338
0.95853,1.839,0.088861,4.5711,-0.44444,4.5495,0.03262,0.00064472
0.99111,1.839,0.088861,4.1008,-2.0485,3.5524,0.030184,-0.0014848
1.0207,1.839,0.088861,3.6599,-2.4339,2.7333,-0.023812,-0.0043091
0.7423,1.839,0.10071,10.456,-3.7606,-9.7561,-0.096216,-0.018969
0.77192,1.839,0.10071,11.062,-2.9311,-10.667,0.045489,0.021219
0.80451,1.839,0.10071,11.143,-1.9417,-10.972,-0.018807,0.0086156
0.83413,1.839,0.10071,12.238,-0.2987,-12.235,0.069928,-0.010352
0.86671,1.839,0.10071,14.702,6.5468,-13.164,-0.049725,0.021582
0.89633,1.839,0.10071,12.897,12.894,0.25509,-0.17537,0.046826
0.92891,1.839,0.10071,6.5092,0.35307,6.4996,0.050087,0.048076
0.95853,1.839,0.10071,5.2956,-1.1057,5.1789,-0.00061436,-0.0032975
0.99111,1.839,0.10071,4.5584,-2.4263,3.859,-0.0030751,0.0081214
1.0207,1.839,0.10071,3.8723,-2.7542,2.722,-0.0060361,-0.0095988
0.7423,1.839,0.11552,10.103,-4.3345,-9.1257,-0.12738,-0.01671
0.77192,1.839,0.11552,10.931,-3.4582,-10.369,0.069627,0.0030655
0.80451,1.839,0.11552,11.803,-2.6956,-11.491,0.028076,-0.013222
0.83413,1.839,0.11552,13.488,-1.2294,-13.432,0.043181,-0.0036342
0.86671,1.839,0.11552,20.456,3.6955,-20.119,-0.015372,0.021669
0.89633,1.839,0.11552,14.617,14.288,3.0864,-0.0016319,0.65397
0.92891,1.839,0.11552,9.7141,-1.2555,9.6326,-0.055821,-0.0026051
0.95853,1.839,0.11552,6.0817,-2.4078,5.5848,0.034856,-0.01513
0.99111,1.839,0.11552,5.0018,-2.9705,4.0242,0.0021252,0.001881
1.0207,1.839,0.11552,4.2456,-2.857,3.1405,0.0023368,-0.0072924
0.7423,1.839,0.12737,10.014,-4.5051,-8.9435,-0.098884,-0.017162
0.77192,1.839,0.12737,10.701,-3.9423,-9.9485,0.094803,-0.0062146
0.80451,1.839,0.12737,11.638,-3.1401,-11.206,-0.019566,0.0098139
0.83413,1.839,0.12737,14.153,-2.7489,-13.884,0.0094696,-0.00049139
0.86671,1.839,0.12737,23.272,-4.0727,-22.913,0.011121,0.056435
0.89633,1.839,0.12737,,-3.5124,4.0556,0.11703,0.95659
0.92891,1.839,0.12737,11.727,-4.721,10.735,-0.060321,0.013321
0.95853,1.839,0.12737,6.5111,-3.3038,5.6106,0.045704,-0.0020523
0.99111,1.839,0.12737,5.1954,-3.288,4.0226,0.027921,-0.0026055
1.0207,1.839,0.12737,4.4445,-3.081,3.2033,0.006795,0.0067911
0.7423,1.839,0.13922,10.128,-4.766,-8.9364,-0.13318,-0.018343
0.77192,1.839,0.13922,10.395,-4.416,-9.4109,0.052289,-0.012777
0.80451,1.839,0.13922,12.009,-4.1118,-11.283,-0.0068837,0.0015973
0.83413,1.839,0.13922,14.315,-4.3796,-13.629,0.053152,0.00039736
0.86671,1.839,0.13922,21.976,-10.068,-19.534,-0.010982,-0.018134
0.89633,1.839,0.13922,24.075,-23.562,4.9434,-0.12675,0.55897
0.92891,1.839,0.13922,12.657,-8.4339,9.4378,0.00097285,-0.019862
0.95853,1.839,0.13922,6.965,-4.6662,5.1708,-0.026849,-0.0022995
0.99111,1.839,0.13922,5.5322,-3.8955,3.9282,-0.0015602,0.0034302
1.0207,1.839,0.13922,4.7628,-3.6571,3.0513,-0.023458,0.01255
0.7423,1.839,0.15403,9.612,-4.8865,-8.2772,-0.1334,-0.010833
0.77192,1.839,0.15403,10.267,-4.8381,-9.0561,-0.0029806,-0.0016121
0.80451,1.839,0.15403,11.428,-4.5072,-10.501,0.066247,-0.0051473
0.83413,1.839,0.15403,13.764,-5.7904,-12.486,0.036314,-0.0055514
0.86671,1.839,0.15403,17.428,-11.838,-12.791,-0.036282,0.018137
0.89633,1.839,0.15403,19.897,-19.864,-1.1438,-0.042935,0.076481
0.92891,1.839,0.15403,11.788,-9.7573,6.6142,-0.017196,0.0010724
0.95853,1.839,0.15403,7.4423,-6.2928,3.9734,-0.05592,0.00059467
0.99111,1.839,0.15403,5.84,-4.6508,3.5321,-0.0059948,0.0045305
1.0207,1.839,0.15403,4.682,-4.1304,2.2047,-0.024179,0.00035692
0.7423,1.839,0.16587,9.4378,-4.8128,-8.1185,-0.13756,-0.016853
0.77192,1.839,0.16587,10.149,-4.9778,-8.8444,0.048907,-0.00026752
0.80451,1.839,0.16587,11.206,-5.1254,-9.9654,0.033668,0.01305
0.83413,1.839,0.16587,12.859,-6.3172,-11.2,0.0015968,-0.00091783
0.86671,1.839,0.16587,15.087,-11.17,-10.141,-0.053211,0.03149
0.89633,1.839,0.16587,15.4,-15.204,-2.4479,-0.13113,-0.005536
0.92891,1.839,0.16587,10.496,-9.4229,4.6223,0.0049971,0.00025965
0.95853,1.839,0.16587,7.4314,-6.6707,3.2753,0.016283,-0.0097038
0.99111,1.839,0.16587,6.0564,-5.2932,2.9432,-0.020538,0.00024291
1.0207,1.839,0.16587,4.6668,-4.2897,1.8379,0.018914,-0.0072334
0.7423,1.839,0.17772,9.0604,-4.6528,-7.7745,-0.11848,-0.0089284
0.77192,1.839,0.17772,9.7048,-5.0299,-8.2996,0.034701,-0.0046132
0.80451,1.839,0.17772,10.988,-5.505,-9.5099,0.048068,-0.0068046
0.83413,1.839,0.17772,12.258,-6.7107,-10.258,0.033287,0.00011351
0.86671,1.839,0.17772,13.362,-10.161,-8.6773,-0.085841,0.018837
0.89633,1.839,0.17772,12.582,-12.261,-2.8225,0.013328,-0.009621
