r,azim,z,Vmag,Vr,Vz,div,vort
1.0207,3.065,0.088861,1.4275,-0.27018,1.4017,0.049365,-0.042438
0.7423,3.065,0.10071,12.266,-2.1477,-12.076,0.11138,-0.022685
0.77192,3.065,0.10071,14.319,-2.2648,-14.139,0.018274,0.009418
0.80451,3.065,0.10071,19.063,-8.8912,-16.862,-0.097765,0.012216
0.83413,3.065,0.10071,19.871,-18.809,-6.4094,-0.20722,0.19382
0.86671,3.065,0.10071,9.1068,-8.2639,3.8266,0.02327,0.0096164
0.89633,3.065,0.10071,4.1558,-4.1331,0.43383,-0.031075,0.035622
0.92891,3.065,0.10071,1.8101,-1.7473,-0.47246,0.0078523,0.0098944
0.95853,3.065,0.10071,0.59367,-0.30011,-0.51223,-0.0019145,0.0028242
0.99111,3.065,0.10071,1.0502,0.12208,1.0431,-0.016926,-0.0021924
1.0207,3.065,0.10071,1.5931,0.032538,1.5928,0.044377,-0.023221
0.7423,3.065,0.11552,12.513,-2.957,-12.159,0.026726,-0.041509
0.77192,3.065,0.11552,14.29,-3.846,-13.762,-0.012841,0.030719
0.80451,3.065,0.11552,16.617,-8.0629,-14.53,-0.086376,-0.0074223
0.83413,3.065,0.11552,16.577,-14.506,-8.0235,-0.10464,0.033699
0.86671,3.065,0.11552,9.28,-9.2558,-0.66954,-0.067652,0.023176
0.89633,3.065,0.11552,5.2092,-5.1055,-1.0342,-0.030304,0.0096138
0.92891,3.065,0.11552,2.4412,-1.7995,-1.6497,0.021814,0.0098991
0.95853,3.065,0.11552,1.0582,0.13923,-1.049,0.0027098,0.0075098
0.99111,3.065,0.11552,1.1032,0.65878,0.88488,-0.01241,0.0013185
1.0207,3.065,0.11552,1.9938,0.045254,1.9933,0.015812,-0.035984
0.7423,3.065,0.12737,12.427,-3.0493,-12.047,-0.25263,-0.15022
0.77192,3.065,0.12737,13.801,-4.7077,-12.973,0.00059989,-0.016366
0.80451,3.065,0.12737,15.544,-7.8737,-13.402,-0.04645,-0.0030633
0.83413,3.065,0.12737,15.2,-12.073,-9.2346,-0.013079,0.017089
0.86671,3.065,0.12737,9.5906,-8.8359,-3.729,-0.086224,-0.0033059
0.89633,3.065,0.12737,5.9058,-5.0159,-3.1176,-0.024853,-0.010637
0.92891,3.065,0.12737,3.2968,-1.7632,-2.7857,-0.030026,0.017004
0.95853,3.065,0.12737,1.8175,0.57079,-1.7256,-0.0040685,0.011302
0.99111,3.065,0.12737,1.3993,1.2363,0.65527,-0.025274,-6.02E-05
1.0207,3.065,0.12737,2.2132,0.32034,2.1899,0.023773,-0.035234
0.7423,3.065,0.13922,12.12,-1.8459,-11.979,-0.44963,-0.30942
0.77192,3.065,0.13922,13.403,-4.3765,-12.668,-0.064495,-0.039757
0.80451,3.065,0.13922,14.622,-7.6697,-12.449,-0.021214,-0.020806
0.83413,3.065,0.13922,14.091,-10.126,-9.7994,-0.050185,-0.014147
0.86671,3.065,0.13922,10.299,-7.6495,-6.896,-0.06716,-0.012635
0.89633,3.065,0.13922,6.5976,-4.5086,-4.8167,-0.051783,0.040896
0.92891,3.065,0.13922,4.4189,-1.5024,-4.1557,-0.040256,0.0072255
0.95853,3.065,0.13922,3.0828,1.0075,-2.9135,-0.05497,0.012862
0.99111,3.065,0.13922,2.0888,1.9973,0.61141,-0.023597,0.013647
1.0207,3.065,0.13922,2.8158,0.64186,2.7417,0.012952,-0.033677
0.7423,3.065,0.15403,6.4184,-1.0302,-6.3352,0.34803,-0.1441
0.77192,3.065,0.15403,10.065,-2.9065,-9.6357,0.41197,-0.073136
0.80451,3.065,0.15403,11.716,-3.7256,-11.108,0.048214,-0.11495
0.83413,3.065,0.15403,13.814,-8.304,-11.04,-0.2438,-0.022573
0.86671,3.065,0.15403,10.759,-7.0482,-8.1292,0.10457,0.031812
0.89633,3.065,0.15403,8.7662,-4.6506,-7.4309,-0.0071172,0.029909
0.92891,3.065,0.15403,6.5304,-1.4058,-6.3773,-0.032518,0.003403
0.95853,3.065,0.15403,5.0336,1.755,-4.7178,-0.047832,0.014666
0.99111,3.065,0.15403,3.9209,3.87,0.62983,-0.02847,0.01714
1.0207,3.065,0.15403,3.6386,0.68665,3.5732,0.022023,-0.032419
0.7423,3.065,0.16587,4.5107,-1.2661,-4.3294,-0.2019,-0.1085
0.77192,3.065,0.16587,4.8532,-1.5864,-4.5865,-0.12835,-0.027184
0.80451,3.065,0.16587,5.9232,-1.4128,-5.7523,0.22053,-0.017168
0.83413,3.065,0.16587,10.322,-5.1859,-8.9241,0.30164,-0.20167
0.86671,3.065,0.16587,10.144,-3.8032,-9.4045,0.092076,-0.17843
0.89633,3.065,0.16587,10.923,-4.5719,-9.9201,-0.15605,-0.015105
0.92891,3.065,0.16587,8.4545,-2.7634,-7.9901,-0.069554,0.076767
0.95853,3.065,0.16587,7.3498,1.7216,-7.1453,-0.030895,0.090473
0.99111,3.065,0.16587,7.2326,7.1722,0.93295,-0.025044,0.012576
1.0207,3.065,0.16587,4.7605,0.73435,4.7036,0.022784,-0.070204
0.7423,3.065,0.17772,6.6379,-1.6271,-6.4354,-0.051565,0.015045
0.77192,3.065,0.17772,7.0878,-1.9841,-6.8044,0.0013092,-0.0085525
0.80451,3.065,0.17772,7.3658,-1.9339,-7.1074,-0.069122,0.023095
0.83413,3.065,0.17772,7.1836,-2.2808,-6.8119,-0.072482,-0.0037181
0.86671,3.065,0.17772,11.183,-0.78259,-11.155,-0.17246,-0.045898
0.89633,3.065,0.17772,13.816,-4.2309,-13.153,-0.05048,-0.030517
0.92891,3.065,0.17772,12.72,-3.3668,-12.266,-0.30878,-0.0013959
0.95853,3.065,0.17772,12.056,-2.7618,-11.736,-0.45307,0.12411
0.99111,3.065,0.17772,8.3801,7.9367,-2.6898,-0.13675,0.51554
1.0207,3.065,0.17772,5.3261,0.75608,5.2721,0.035779,-0.16181
0.7423,3.065,0.19253,7.8476,-3.2442,-7.1457,0.087977,0.096621
0.77192,3.065,0.19253,8.0215,-3.3757,-7.2766,-0.044717,0.027679
0.80451,3.065,0.19253,9.0374,-3.8357,-8.183,0.00099623,0.060885
0.83413,3.065,0.19253,9.3874,-3.7612,-8.6009,0.01197,0.035024
0.86671,3.065,0.19253,12.016,-4.4225,-11.172,0.3824,0.0019181
0.89633,3.065,0.19253,15.699,-4.0523,-15.167,0.4459,0.033738
0.92891,3.065,0.19253,13.74,-3.7257,-13.225,0.2106,-0.12345
0.95853,3.065,0.19253,17.449,-5.8892,-16.425,0.15894,0.048996
0.99111,3.065,0.19253,12.016,-4.9834,-10.934,-0.32737,0.57031
1.0207,3.065,0.19253,4.7962,-3.9762,2.682,0.19954,-0.18355
0.7423,3.065,0.20438,7.8834,-3.8408,-6.8846,0.092645,0.070146
0.77192,3.065,0.20438,8.223,-3.9119,-7.2329,0.0065487,0.029495
0.80451,3.065,0.20438,8.8158,-4.4237,-7.6255,-0.018302,0.057704
0.83413,3.065,0.20438,9.1497,-5.1594,-7.5563,-0.0016812,-0.0016535
0.86671,3.065,0.20438,8.8116,-5.939,-6.5094,0.005778,0.0082901
0.89633,3.065,0.20438,9.5141,-6.4179,-7.0235,0.087319,0.043334
0.92891,3.065,0.20438,10.969,-5.7884,-9.3174,0.26603,0.085997
0.95853,3.065,0.20438,12.394,-9.5958,-7.8435,0.1052,0.067455
0.99111,3.065,0.20438,18.629,-18.316,-3.4015,0.88346,0.27488
1.0207,3.065,0.20438,8.2292,-7.2061,3.9738,0.29513,-0.15233
0.7423,3.3715,0.088861,13.644,-4.2646,-12.961,0.066523,-0.065589
0.77192,3.3715,0.088861,16.502,-7.2004,-14.848,-0.059853,-0.034715
0.80451,3.3715,0.088861,19.496,-14.131,-13.432,0.0088602,0.0086653
0.83413,3.3715,0.088861,14.59,-13.644,-5.168,-0.057876,0.015413
0.86671,3.3715,0.088861,6.5193,-5.9466,-2.672,-0.01307,0.024215
0.89633,3.3715,0.088861,2.7721,-1.3926,-2.397,0.056889,0.027782
0.92891,3.3715,0.088861,3.2601,1.2739,-3.0009,-0.0069622,-0.0077927
0.95853,3.3715,0.088861,3.0548,3.0313,-0.37856,-0.012957,0.009003
0.99111,3.3715,0.088861,2.5828,2.2616,1.2474,0.0088169,0.0095824
1.0207,3.3715,0.088861,2.7157,1.1694,2.4511,0.0080724,-0.002783
0.7423,3.3715,0.10071,12.157,-3.2739,-11.708,0.057495,-0.068118
0.77192,3.3715,0.10071,14.655,-6.4232,-13.172,-0.049964,-0.070369
0.80451,3.3715,0.10071,17.675,-12.311,-12.682,-0.049754,-0.032199
0.83413,3.3715,0.10071,14.18,-11.756,-7.929,0.0025604,-0.042156
0.86671,3.3715,0.10071,7.3852,-6.0669,-4.2111,0.026109,0.0018371
0.89633,3.3715,0.10071,3.7574,-1.287,-3.5301,0.0124,-0.026059
0.92891,3.3715,0.10071,4.2646,1.6583,-3.929,0.0057945,0.017741
0.95853,3.3715,0.10071,3.4091,3.2863,-0.90689,0.0052685,0.017784
0.99111,3.3715,0.10071,3.1751,2.78,1.534,-0.0072631,-0.0071126
1.0207,3.3715,0.10071,3.3745,1.5432,3.001,0.0072551,-0.0036491
0.7423,3.3715,0.11552,11.045,-1.2117,-10.978,0.015249,-0.029841
0.77192,3.3715,0.11552,12.485,-3.1727,-12.075,-0.04447,-0.070202
0.80451,3.3715,0.11552,14.032,-7.3479,-11.955,6.19E-05,-0.14178
0.83413,3.3715,0.11552,12.962,-8.6904,-9.6168,0.010728,-0.051307
0.86671,3.3715,0.11552,8.771,-5.2745,-7.0079,-0.011523,-0.022549
0.89633,3.3715,0.11552,6.4296,-1.1576,-6.3245,-0.0084794,0.0097395
0.92891,3.3715,0.11552,5.708,2.6074,-5.0777,0.00297,0.010435
0.95853,3.3715,0.11552,4.915,4.6858,-1.4835,-0.010773,0.0084981
0.99111,3.3715,0.11552,4.3767,3.8054,2.1621,0.0043047,-0.0007048
1.0207,3.3715,0.11552,4.1182,1.698,3.7519,0.0034814,-0.0057073
0.7423,3.3715,0.12737,11.178,-1.15,-11.119,0.03186,-0.043589
0.77192,3.3715,0.12737,11.574,-1.5396,-11.471,-0.018499,-0.018073
0.80451,3.3715,0.12737,12.015,-3.3085,-11.55,-0.059139,-0.046927
0.83413,3.3715,0.12737,11.192,-5.1581,-9.9322,-0.015237,-0.031942
0.86671,3.3715,0.12737,9.1757,-4.8254,-7.8044,0.019729,0.015623
0.89633,3.3715,0.12737,7.6487,-1.4306,-7.5138,0.035628,0.048755
0.92891,3.3715,0.12737,7.4433,3.3031,-6.6702,-0.038203,0.056876
0.95853,3.3715,0.12737,6.5142,6.1781,-2.0654,-0.023777,0.010791
0.99111,3.3715,0.12737,5.7843,4.847,3.1567,-0.017504,0.0015545
1.0207,3.3715,0.12737,4.7898,1.6542,4.495,-0.0065301,-0.0093291
0.7423,3.3715,0.13922,10.836,-0.30722,-10.831,0.024682,-0.033517
0.77192,3.3715,0.13922,11.352,-1.6095,-11.237,-0.029698,-0.013453
0.80451,3.3715,0.13922,11.81,-2.8598,-11.459,0.0025999,0.014978
0.83413,3.3715,0.13922,10.99,-3.6583,-10.364,-0.04755,-0.029866
0.86671,3.3715,0.13922,10.233,-4.0565,-9.3951,-0.098345,-0.022717
0.89633,3.3715,0.13922,9.426,-2.7771,-9.0076,-0.10856,0.04303
0.92891,3.3715,0.13922,9.8919,0.39359,-9.8841,-0.013151,0.10792
0.95853,3.3715,0.13922,8.8086,7.7215,-4.2391,-0.015221,0.12267
0.99111,3.3715,0.13922,7.9098,6.3683,4.6914,-0.01462,-0.00060107
1.0207,3.3715,0.13922,5.8775,1.7102,5.6232,0.024221,-0.01116
0.7423,3.3715,0.15403,10.863,-1.0895,-10.808,0.020641,-0.078665
0.77192,3.3715,0.15403,11.342,-1.2485,-11.273,0.0040592,-0.014761
0.80451,3.3715,0.15403,11.797,-2.9294,-11.428,-0.038298,0.00039021
0.83413,3.3715,0.15403,11.467,-3.9155,-10.778,-0.022143,0.0078205
0.86671,3.3715,0.15403,11.129,-4.3374,-10.249,-0.038988,0.012716
0.89633,3.3715,0.15403,11.755,-4.0628,-11.031,-0.017008,0.017379
0.92891,3.3715,0.15403,12.124,-2.5766,-11.847,-0.038309,0.033255
0.95853,3.3715,0.15403,10.336,5.5109,-8.7447,-0.026722,0.092116
0.99111,3.3715,0.15403,12.094,8.521,8.5824,-0.00077816,0.0148
1.0207,3.3715,0.15403,7.8311,1.1375,7.7481,0.057775,0.011046
0.7423,3.3715,0.16587,10.558,-1.7534,-10.411,-0.015262,-0.19012
0.77192,3.3715,0.16587,10.997,-1.5353,-10.889,0.016125,-0.0036153
0.80451,3.3715,0.16587,11.616,-2.6726,-11.305,-0.019863,0.012381
0.83413,3.3715,0.16587,11.579,-4.1891,-10.794,-0.02689,0.018705
0.86671,3.3715,0.16587,12.057,-4.9253,-11.005,-0.044024,0.0085969
0.89633,3.3715,0.16587,12.651,-5.1737,-11.545,-0.027695,0.012747
0.92891,3.3715,0.16587,13.961,-3.6349,-13.48,-0.0084348,-0.0046902
0.95853,3.3715,0.16587,18.705,8.6314,-16.594,-0.018424,0.055673
0.99111,3.3715,0.16587,15.595,7.9587,13.411,-0.067108,0.16544
1.0207,3.3715,0.16587,9.5087,-0.93965,9.4621,0.065182,0.042937
0.7423,3.3715,0.17772,10.076,-2.1617,-9.8411,-0.039482,-0.27561
0.77192,3.3715,0.17772,10.65,-2.5246,-10.346,0.059623,0.011544
0.80451,3.3715,0.17772,11.712,-3.2785,-11.244,-0.0075638,0.0078252
0.83413,3.3715,0.17772,11.823,-4.1548,-11.069,-0.048435,0.0072948
0.86671,3.3715,0.17772,12.484,-5.262,-11.321,-0.025213,-0.0048221
0.89633,3.3715,0.17772,13.568,-5.9939,-12.172,-0.014663,0.0076005
0.92891,3.3715,0.17772,15.752,-5.6636,-14.698,-0.027558,0.0024125
0.95853,3.3715,0.17772,22.04,0.71058,-22.029,0.38118,0.49617
0.99111,3.3715,0.17772,18.689,0.99742,18.663,-0.14217,0.37848
1.0207,3.3715,0.17772,11.33,-4.1507,10.542,-0.0090851,0.058651
0.7423,3.3715,0.19253,9.8521,-2.653,-9.4882,-0.055273,-0.23826
0.77192,3.3715,0.19253,10.238,-3.2472,-9.7093,0.0093152,-0.0010125
0.80451,3.3715,0.19253,11.674,-3.5742,-11.113,-0.0011194,0.0021273
0.83413,3.3715,0.19253,12.164,-4.0804,-11.459,-0.019049,-0.0011833
0.86671,3.3715,0.19253,12.297,-5.2047,-11.142,-0.0063481,0.0005437
0.89633,3.3715,0.19253,13.779,-6.6638,-12.06,-0.026043,0.0095557
0.92891,3.3715,0.19253,16.925,-8.9946,-14.337,0.0014133,0.007234
0.95853,3.3715,0.19253,26.309,-17.944,-19.24,0.066551,0.43767
0.99111,3.3715,0.19253,24.115,-17.401,16.695,-0.22182,0.24371
1.0207,3.3715,0.19253,12.156,-7.8725,9.2621,-0.084343,0.031611
0.7423,3.3715,0.20438,9.6263,-2.9137,-9.1747,-0.0368,-0.091899
0.77192,3.3715,0.20438,10,-3.6992,-9.291,0.021438,0.015483
0.80451,3.3715,0.20438,11.521,-3.8528,-10.857,0.031189,-0.010372
0.83413,3.3715,0.20438,11.895,-4.1817,-11.135,-0.0090444,0.0019332
0.86671,3.3715,0.20438,12.082,-5.7784,-10.61,-0.019013,0.0086754
0.89633,3.3715,0.20438,13.791,-7.5067,-11.569,-0.014509,-0.00032274
0.92891,3.3715,0.20438,16.758,-10.836,-12.783,0.0018132,0.0032019
0.95853,3.3715,0.20438,24.32,-20.38,-13.27,0.019815,0.044443
0.99111,3.3715,0.20438,20.784,-19.303,7.7052,0.021562,0.010177
1.0207,3.3715,0.20438,11.546,-9.0841,7.1267,-0.052318,0.0042807
0.7423,3.678,0.088861,10.773,-0.13415,-10.772,-0.0043511,0.0055317
0.77192,3.678,0.088861,12.395,-1.5384,-12.299,-0.021345,-0.071072
0.80451,3.678,0.088861,13.371,-6.8638,-11.475,-0.047275,-0.071802
0.83413,3.678,0.088861,9.9551,-6.8467,-7.2268,-0.091079,0.012969
0.86671,3.678,0.088861,6.1239,-3.2851,-5.1682,-0.032155,-0.014943
0.89633,3.678,0.088861,3.8743,0.27376,-3.8646,-0.038362,-0.00071469
0.92891,3.678,0.088861,3.5515,2.8904,-2.0638,-0.068068,0.0045637
0.95853,3.678,0.088861,3.3619,3.3462,0.32429,-0.026108,0.021354
0.99111,3.678,0.088861,3.1353,2.2936,2.1376,0.0085367,0.0056919
1.0207,3.678,0.088861,3.5679,0.41737,3.5434,0.010046,0.0065136
0.7423,3.678,0.10071,10.81,-0.25927,-10.807,0.048783,-0.025443
0.77192,3.678,0.10071,11.901,-1.7255,-11.776,-0.0067293,0.0065094
0.80451,3.678,0.10071,11.708,-3.7782,-11.082,-0.038269,-0.020171
0.83413,3.678,0.10071,9.478,-4.8494,-8.1435,-0.069212,-0.025886
0.86671,3.678,0.10071,7.4909,-2.7857,-6.9537,-0.037071,-0.027535
0.89633,3.678,0.10071,7.2479,0.39877,-7.2369,-0.076712,0.0054394
0.92891,3.678,0.10071,5.1548,3.5718,-3.7168,-0.025951,0.028983
0.95853,3.678,0.10071,4.2759,4.2739,0.13138,-0.0051515,-0.019029
0.99111,3.678,0.10071,3.8593,2.337,3.0712,0.010804,0.0046969
1.0207,3.678,0.10071,4.135,0.40567,4.115,0.0049183,0.0064529
0.7423,3.678,0.11552,10.548,-1.1202,-10.489,-0.01438,-0.0034049
0.77192,3.678,0.11552,11.248,-1.5808,-11.136,-0.01311,-0.0092475
0.80451,3.678,0.11552,11.519,-3.5535,-10.958,-0.031077,0.0078118
0.83413,3.678,0.11552,10.122,-3.3601,-9.5479,-0.0086031,-0.0013522
0.86671,3.678,0.11552,8.1436,-2.7039,-7.6816,0.0057611,0.0062862
0.89633,3.678,0.11552,7.9799,-1.0326,-7.9128,0.0069255,0.027338
0.92891,3.678,0.11552,7.4056,3.2322,-6.663,0.10373,0.0624
0.95853,3.678,0.11552,6.3989,6.3986,-0.057771,-0.010667,0.011751
0.99111,3.678,0.11552,5.066,2.9239,4.137,-0.0080609,0.0034886
1.0207,3.678,0.11552,4.8755,0.44147,4.8554,0.023638,0.015944
0.7423,3.678,0.12737,10.578,-0.86903,-10.542,0.058204,-0.013838
0.77192,3.678,0.12737,11.199,-1.2353,-11.131,-0.011161,0.0059899
0.80451,3.678,0.12737,11.384,-3.2365,-10.914,-0.026078,-0.0044145
0.83413,3.678,0.12737,10.227,-3.5282,-9.5988,-0.015221,0.028045
0.86671,3.678,0.12737,9.5448,-3.2664,-8.9684,-0.05976,0.020105
0.89633,3.678,0.12737,9.4396,-1.7608,-9.2739,-0.025681,0.0073174
0.92891,3.678,0.12737,8.0105,2.1942,-7.7041,-0.015896,0.011499
0.95853,3.678,0.12737,6.8884,6.8173,-0.98727,-0.007497,0.10282
0.99111,3.678,0.12737,6.5915,3.2967,5.7078,-0.0079753,0.0062476
1.0207,3.678,0.12737,5.7828,0.070757,5.7824,0.0087727,0.013
0.7423,3.678,0.13922,10.256,-1.4837,-10.148,0.041629,-0.0041713
0.77192,3.678,0.13922,11.026,-1.8561,-10.869,0.037721,0.022346
0.80451,3.678,0.13922,11.169,-2.7673,-10.821,-0.031597,0.014709
0.83413,3.678,0.13922,10.807,-4.4013,-9.8699,-0.021181,0.017417
0.86671,3.678,0.13922,11.003,-3.8786,-10.297,-0.030864,0.0038616
0.89633,3.678,0.13922,10.97,-2.1751,-10.752,-0.014666,0.018192
0.92891,3.678,0.13922,11.061,3.2519,-10.572,-0.01708,0.008193
0.95853,3.678,0.13922,9.0234,8.8267,-1.8739,0.036929,0.010677
0.99111,3.678,0.13922,8.3837,3.3726,7.6754,0.00020201,-0.0085547
1.0207,3.678,0.13922,6.4722,-0.45631,6.4561,0.013058,0.015043
0.7423,3.678,0.15403,10.122,-2.1137,-9.899,0.020683,0.0052166
0.77192,3.678,0.15403,10.705,-2.8532,-10.318,0.031231,0.0023143
0.80451,3.678,0.15403,11.22,-3.1306,-10.774,-0.027123,0.015078
0.83413,3.678,0.15403,11.169,-3.7693,-10.514,-0.029577,-0.012035
0.86671,3.678,0.15403,11.737,-4.2074,-10.957,-0.020981,0.0038029
0.89633,3.678,0.15403,12.93,-3.3507,-12.488,-0.015302,0.0039175
0.92891,3.678,0.15403,16.189,3.1174,-15.886,0.0325,-0.017623
0.95853,3.678,0.15403,17.96,17.958,0.2686,-0.12243,0.21169
0.99111,3.678,0.15403,11.072,1.8972,10.908,-0.0069214,0.037207
1.0207,3.678,0.15403,7.1689,-1.8533,6.9252,0.0058292,0.01328
0.7423,3.678,0.16587,9.8245,-2.4038,-9.5259,-0.00057256,0.0042251
0.77192,3.678,0.16587,10.463,-3.3189,-9.9232,0.023818,-0.0064242
0.80451,3.678,0.16587,11.425,-3.562,-10.855,-0.0095457,0.014286
0.83413,3.678,0.16587,11.662,-4.0922,-10.921,-0.038804,0.0047438
0.86671,3.678,0.16587,12.151,-4.6816,-11.212,-0.019066,0.012737
0.89633,3.678,0.16587,14.051,-4.7973,-13.207,-0.027766,0.0013568
0.92891,3.678,0.16587,21.074,-0.44322,-21.069,0.0018847,0.015009
0.95853,3.678,0.16587,,6.2791,-1.5572,0.36534,0.9489
0.99111,3.678,0.16587,13.61,-2.2573,13.421,-0.0092756,0.040499
1.0207,3.678,0.16587,8.1011,-3.4247,7.3416,-0.011198,0.013642
0.7423,3.678,0.17772,9.8105,-2.9415,-9.3591,-0.016631,0.010113
0.77192,3.678,0.17772,9.6808,-3.3397,-9.0865,0.021419,-0.0064789
0.80451,3.678,0.17772,11.385,-3.6409,-10.787,0.0074265,-0.0094103
0.83413,3.678,0.17772,11.812,-4.0035,-11.113,-0.022694,0.0059854
0.86671,3.678,0.17772,12.503,-5.352,-11.299,-0.017826,0.013318
0.89633,3.678,0.17772,14.837,-6.3148,-13.426,-0.013707,-0.010495
0.92891,3.678,0.17772,23.385,-7.7641,-22.059,-0.0070825,0.012265
0.95853,3.678,0.17772,,-5.8776,3.2725,0.25848,0.53803
0.99111,3.678,0.17772,14.866,-6.8716,13.182,0.0038109,0.016899
1.0207,3.678,0.17772,8.7582,-5.0091,7.1844,-0.029109,0.023405
0.7423,3.678,0.19253,9.6016,-3.5917,-8.9045,-0.0066691,0.007577
0.77192,3.678,0.19253,9.4187,-3.2765,-8.8305,-0.021647,-0.0053768
0.80451,3.678,0.19253,11.016,-4.0067,-10.262,0.028146,0.00053562
0.83413,3.678,0.19253,11.775,-4.638,-10.823,-0.023823,0.013484
0.86671,3.678,0.19253,12.703,-6.5048,-10.912,-0.0084722,0.0054228
0.89633,3.678,0.19253,14.627,-7.4736,-12.573,0.00077469,0.00046724
0.92891,3.678,0.19253,21.507,-13.169,-17.004,-0.0051275,0.023545
0.95853,3.678,0.19253,24.097,-24.082,-0.85377,-0.16367,0.31555
0.99111,3.678,0.19253,14.685,-11.473,9.1666,-0.026294,0.0032364
1.0207,3.678,0.19253,9.2529,-7.0212,6.0264,-0.031876,0.012707
0.7423,3.678,0.20438,9.2441,-4.0541,-8.3077,-0.046814,0.0014711
0.77192,3.678,0.20438,9.4298,-3.7646,-8.6458,0.025139,0.031049
0.80451,3.678,0.20438,10.603,-4.1391,-9.7613,0.0091478,-0.00083412
0.83413,3.678,0.20438,11.651,-5.154,-10.449,-0.00071028,0.0033985
0.86671,3.678,0.20438,12.476,-6.8845,-10.404,0.0057182,0.010539
0.89633,3.678,0.20438,13.945,-8.2226,-11.263,0.029458,0.0084652
0.92891,3.678,0.20438,18.603,-13.576,-12.718,0.012496,0.0022028
0.95853,3.678,0.20438,21.651,-21.504,-2.5257,0.043049,0.025867
0.99111,3.678,0.20438,13.53,-12.335,5.5588,-0.020589,0.008502
1.0207,3.678,0.20438,8.9635,-7.5061,4.8992,-0.014775,0.0047061
0.7423,3.9845,0.088861,11.252,-1.0933,-11.199,-0.016554,-0.039223
0.77192,3.9845,0.088861,11.478,-1.6426,-11.36,-0.01423,-0.032526
0.80451,3.9845,0.088861,10.715,-3.5984,-10.092,-0.030129,0.01644
0.83413,3.9845,0.088861,8.8687,-3.1827,-8.278,-0.0059556,0.0010111
0.86671,3.9845,0.088861,7.0604,-1.5949,-6.8779,-0.067157,0.018536
0.89633,3.9845,0.088861,5.815,0.80381,-5.7592,-0.02323,0.05618
0.92891,3.9845,0.088861,4.038,3.7967,-1.3751,-9.03E-05,-0.0067858
0.95853,3.9845,0.088861,3.5269,3.316,1.2014,-0.022584,-0.010224
0.99111,3.9845,0.088861,3.4276,1.6197,3.0208,-0.0052034,0.012006
1.0207,3.9845,0.088861,3.3894,-0.33051,3.3733,0.0049208,-0.0022246
0.7423,3.9845,0.10071,10.883,-1.0539,-10.832,0.0090499,-0.011622
0.77192,3.9845,0.10071,11.226,-1.4669,-11.13,-0.016669,0.026188
0.80451,3.9845,0.10071,10.876,-2.9659,-10.464,-0.0071769,0.0061223
0.83413,3.9845,0.10071,9.7245,-3.3575,-9.1266,-0.020424,0.027738
0.86671,3.9845,0.10071,8.512,-2.1454,-8.2372,-0.017671,0.010827
0.89633,3.9845,0.10071,7.3488,0.29425,-7.3429,-0.022044,-0.0024555
0.92891,3.9845,0.10071,4.8601,3.9799,-2.7895,-0.056705,0.038049
0.95853,3.9845,0.10071,4.675,4.2953,1.8456,0.032688,0.0084155
0.99111,3.9845,0.10071,4.0549,1.5088,3.7638,-0.025232,0.01637
1.0207,3.9845,0.10071,3.9,-0.13822,3.8975,0.020102,-0.0089117
0.7423,3.9845,0.11552,10.6,-1.4536,-10.5,-0.012816,0.0078271
0.77192,3.9845,0.11552,11.087,-2.2852,-10.849,0.018719,0.0059729
0.80451,3.9845,0.11552,10.926,-3.2723,-10.425,-0.021616,0.0046228
0.83413,3.9845,0.11552,10.114,-3.5382,-9.4752,-0.031618,0.0058285
0.86671,3.9845,0.11552,9.8965,-2.4501,-9.5884,-0.027174,-0.007793
0.89633,3.9845,0.11552,9.509,0.53614,-9.4939,-0.038957,-0.0038613
0.92891,3.9845,0.11552,7.5173,5.5315,-5.0904,-0.033038,-0.0028639
0.95853,3.9845,0.11552,5.851,5.132,2.8102,0.016473,0.020519
0.99111,3.9845,0.11552,5.3905,1.5247,5.1703,-0.022089,0.010401
1.0207,3.9845,0.11552,4.6614,-0.47124,4.6375,0.024557,0.0096965
0.7423,3.9845,0.12737,10.458,-2.0784,-10.249,-0.0096497,-0.0062449
0.77192,3.9845,0.12737,10.913,-2.3692,-10.652,0.010466,0.0071691
0.80451,3.9845,0.12737,10.932,-3.0549,-10.497,-0.017866,0.00035351
0.83413,3.9845,0.12737,10.862,-3.3306,-10.339,0.0013449,-0.004228
0.86671,3.9845,0.12737,10.862,-2.4231,-10.588,-0.0012051,0.0034672
0.89633,3.9845,0.12737,12.248,0.075002,-12.248,-0.04652,-0.035012
0.92891,3.9845,0.12737,11.497,8.5596,-7.6762,0.017744,0.015235
0.95853,3.9845,0.12737,7.5337,6.4933,3.8202,-0.03938,0.024979
0.99111,3.9845,0.12737,6.7143,0.97467,6.6432,-0.020725,0.0011616
1.0207,3.9845,0.12737,5.3462,-1.2879,5.1887,0.023522,0.012821
0.7423,3.9845,0.13922,10.203,-2.4671,-9.8999,0.027556,0.027901
0.77192,3.9845,0.13922,10.787,-2.7671,-10.427,0.014768,0.0027603
0.80451,3.9845,0.13922,11.385,-3.139,-10.944,-0.031836,0.0022108
0.83413,3.9845,0.13922,11.299,-3.721,-10.669,-0.02936,-0.0013802
0.86671,3.9845,0.13922,11.732,-2.9968,-11.343,-0.0063714,0.013432
0.89633,3.9845,0.13922,14.055,-0.097774,-14.055,0.03703,-0.039979
0.92891,3.9845,0.13922,17.636,12.795,-12.137,-0.0086238,0.082621
