,0.310,0.410,0.510,0.560,0.610,0.630,0.660,0.680,0.710,0.740,0.760,0.790,0.810,0.850,0.880
0.000,-0.320,-0.270,-0.180,-0.110,-0.060,0.020,0.080,0.130,0.210,0.260,0.340,0.390,0.420,0.510,0.610
0.006,0.960,1.000,1.030,1.070,1.040,1.040,1.040,1.060,1.070,1.070,1.070,1.080,1.100,1.090,1.190
0.013,0.780,0.800,0.810,0.850,0.820,0.820,0.820,0.820,0.830,0.840,0.840,0.830,0.870,0.860,0.860
0.025,0.570,0.580,0.600,0.620,0.600,0.600,0.500,0.610,0.610,0.640,0.620,0.620,0.660,0.660,0.660
0.051,0.390,0.410,0.440,0.450,0.420,0.430,0.440,0.440,0.450,0.460,0.460,0.450,0.500,0.500,0.510
0.075,0.280,0.290,0.310,0.330,0.290,0.300,0.310,0.310,0.320,0.340,0.320,0.320,0.370,0.370,0.370
0.101,0.190,0.200,0.220,0.220,0.190,0.200,0.210,0.210,0.220,0.230,0.220,0.210,0.260,0.270,0.280
0.150,0.090,0.110,0.120,0.130,0.090,0.200,0.100,0.110,0.120,0.120,0.110,0.100,0.150,0.150,0.160
0.200,0.030,0.030,0.040,0.040,0.000,0.010,0.020,0.020,0.030,0.030,0.020,0.000,0.050,0.060,0.060
0.251,-0.050,-0.040,-0.040,-0.040,-0.090,-0.070,-0.060,-0.070,-0.060,-0.070,-0.080,-0.100,-0.060,-0.060,-0.050
0.298,-0.090,-0.080,-0.080,-0.090,-0.130,-0.120,-0.120,-0.130,-0.120,-0.130,-0.140,-0.160,-0.120,-0.120,-0.120
0.352,-0.120,-0.120,-0.120,-0.130,-0.180,-0.170,-0.170,-0.170,-0.170,-0.180,-0.210,-0.220,-0.190,-0.200,-0.200
0.400,-0.150,-0.150,-0.140,-0.170,-0.210,-0.200,-0.210,-0.210,-0.210,-0.220,-0.250,-0.280,-0.240,-0.260,-0.260
0.450,-0.160,-0.170,-0.160,-0.180,-0.240,-0.220,-0.230,-0.240,-0.240,-0.260,-0.280,-0.320,-0.290,-0.310,-0.310
0.500,-0.190,-0.190,-0.200,-0.210,-0.260,-0.250,-0.260,-0.260,-0.250,-0.280,-0.320,-0.360,-0.330,-0.370,-0.390
0.551,-0.190,-0.180,-0.190,-0.220,-0.260,-0.250,-0.260,-0.270,-0.280,-0.280,-0.320,-0.370,-0.350,-0.400,-0.440
0.600,-0.180,-0.180,-0.200,-0.220,-0.260,-0.240,-0.260,-0.260,-0.270,-0.280,-0.320,-0.400,-0.370,-0.440,-0.500
0.651,-0.170,-0.180,-0.190,-0.200,-0.260,-0.240,-0.250,-0.260,-0.260,-0.280,-0.320,-0.360,-0.340,-0.400,-0.520
0.701,-0.170,-0.140,-0.180,-0.200,-0.260,-0.240,-0.240,-0.260,-0.260,-0.280,-0.320,-0.380,-0.350,-0.400,-0.560
0.752,-0.170,-0.120,-0.180,-0.190,-0.250,-0.230,-0.240,-0.250,-0.250,-0.280,-0.300,-0.360,-0.330,-0.390,-0.560
0.802,-0.150,-0.140,-0.160,-0.170,-0.230,-0.200,-0.220,-0.210,-0.230,-0.240,-0.270,-0.340,-0.300,-0.340,-0.540
0.852,-0.120,-0.110,-0.120,-0.140,-0.190,-0.170,-0.180,-0.190,-0.190,-0.210,-0.240,-0.320,-0.160,-0.190,-0.460
0.902,-0.070,-0.070,-0.080,-0.090,-0.130,-0.110,-0.110,-0.110,-0.120,-0.140,-0.170,-0.200,-0.040,-0.050,-0.280
0.947,0.010,0.040,0.060,-0.030,-0.020,0.010,0.010,0.010,0.010,0.010,0.000,-0.050,0.010,0.010,-0.110
1.000,0.050,0.060,0.060,0.050,0.000,0.020,0.020,0.030,0.020,0.020,0.010,0.010,0.080,0.070,-0.010
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
