,0.310,0.410,0.520,0.540,0.560,0.590,0.610,0.650,0.670,0.700,0.720,0.750,0.790,0.810
0.000,-0.870,-1.100,-1.260,-1.220,-1.200,-1.100,-1.020,-0.880,-0.740,-0.600,-0.470,-0.400,-0.180,-0.070
0.006,-0.820,-1.100,-1.370,-1.380,-1.460,-1.480,-1.540,-1.540,-1.590,-1.590,-1.600,-1.600,-1.520,-1.340
0.016,-0.820,-1.100,-1.390,-1.400,-1.480,-1.480,-1.510,-1.510,-1.500,-1.450,-1.380,-1.350,-1.310,-1.220
0.027,-0.830,-1.120,-1.420,-1.430,-1.510,-1.520,-1.550,-1.540,-1.550,-1.520,-1.470,-1.390,-1.260,-1.140
0.051,-0.840,-1.140,-1.400,-1.400,-1.470,-1.460,-1.480,-1.450,-1.470,-1.460,-1.440,-1.370,-1.210,-1.080
0.080,-0.830,-1.010,-1.120,-1.100,-1.050,-0.950,-0.900,-0.900,-0.810,-0.700,-0.690,-0.650,-0.610,-0.810
0.106,-0.800,-0.900,-0.980,-0.960,-0.930,-0.860,-0.830,-0.820,-0.750,-0.660,-0.630,-0.610,-0.570,-0.700
0.154,-0.820,-0.850,-0.860,-0.860,-0.830,-0.780,-0.760,-0.760,-0.710,-0.640,-0.630,-0.590,-0.560,-0.660
0.199,-0.830,-0.820,-0.810,-0.800,-0.770,-0.730,-0.720,-0.740,-0.700,-0.640,-0.630,-0.590,-0.550,-0.650
0.255,-0.830,-0.800,-0.800,-0.780,-0.760,-0.720,-0.710,-0.720,-0.700,-0.650,-0.630,-0.600,-0.560,-0.640
0.304,-0.810,-0.780,-0.790,-0.760,-0.740,-0.710,-0.700,-0.710,-0.700,-0.650,-0.630,-0.600,-0.560,-0.640
0.351,-0.790,-0.750,-0.760,-0.740,-0.740,-0.710,-0.700,-0.710,-0.700,-0.650,-0.630,-0.600,-0.560,-0.640
0.399,-0.770,-0.720,-0.740,-0.720,-0.720,-0.700,-0.690,-0.700,-0.700,-0.660,-0.640,-0.610,-0.570,-0.630
0.448,-0.730,-0.680,-0.710,-0.700,-0.700,-0.680,-0.680,-0.690,-0.690,-0.660,-0.640,-0.620,-0.580,-0.630
0.502,-0.680,-0.640,-0.680,-0.660,-0.680,-0.670,-0.670,-0.680,-0.680,-0.650,-0.650,-0.630,-0.590,-0.630
0.551,-0.640,-0.590,-0.650,-0.630,-0.650,-0.640,-0.650,-0.660,-0.670,-0.640,-0.650,-0.640,-0.610,-0.630
0.600,-0.580,-0.560,-0.620,-0.600,-0.630,-0.620,-0.640,-0.640,-0.660,-0.640,-0.640,-0.650,-0.620,-0.640
0.655,-0.540,-0.510,-0.580,-0.570,-0.600,-0.600,-0.620,-0.630,-0.650,-0.640,-0.650,-0.650,-0.620,-0.650
0.758,-0.470,-0.430,-0.500,-0.500,-0.630,-0.530,-0.560,-0.580,-0.620,-0.610,-0.640,-0.650,-0.630,-0.670
0.804,-0.420,-0.390,-0.460,-0.460,-0.490,-0.500,-0.530,-0.540,-0.590,-0.600,-0.620,-0.650,-0.630,-0.670
0.904,-0.340,-0.310,-0.380,-0.380,-0.420,-0.420,-0.460,-0.480,-0.530,-0.540,-0.580,-0.620,-0.630,-0.660
0.955,-0.300,-0.270,-0.340,-0.340,-0.380,-0.380,-0.420,-0.440,-0.490,-0.500,-0.540,-0.600,-0.600,-0.640
1.000,0.010,-0.090,-0.230,-0.260,-0.280,-0.290,-0.330,-0.370,-0.420,-0.430,-0.450,-0.490,-0.480,-0.540
