,0.31,0.41,0.52,0.55,0.57,0.6
0,-0.59,-0.76,-0.69,-0.68,-0.7,-0.79
0.006,-0.58,-0.75,-0.67,-0.68,-0.69,-0.78
0.016,-0.58,-0.75,-0.67,-0.67,-0.69,-0.78
0.027,-0.58,-0.75,-0.67,-0.67,-0.68,-0.78
0.051,-0.58,-0.75,-0.68,-0.68,-0.68,-0.78
0.08,-0.58,-0.75,-0.67,-0.68,-0.68,-0.78
0.106,-0.58,-0.75,-0.67,-0.68,-0.68,-0.78
0.154,-0.58,-0.75,-0.68,-0.69,-0.7,-0.78
0.199,-0.58,-0.75,-0.68,-0.68,-0.7,-0.78
0.255,-0.59,-0.76,-0.69,-0.68,-0.7,-0.78
0.304,-0.59,-0.76,-0.69,-0.68,-0.7,-0.78
0.351,-0.6,-0.76,-0.69,-0.69,-0.71,-0.79
0.399,-0.6,-0.77,-0.7,-0.69,-0.71,-0.8
0.448,-0.61,-0.78,-0.7,-0.7,-0.72,-0.8
0.502,-0.62,-0.79,-0.71,-0.7,-0.72,-0.81
0.551,-0.62,-0.79,-0.72,-0.71,-0.73,-0.81
0.6,-0.63,-0.8,-0.72,-0.71,-0.74,-0.82
0.655,-0.63,-0.8,-0.72,-0.72,-0.74,-0.82
0.758,-0.63,-0.82,-0.73,-0.72,-0.74,-0.84
0.804,-0.63,-0.8,-0.72,-0.72,-0.74,-0.84
0.904,-0.62,-0.78,-0.72,-0.71,-0.73,-0.82
0.955,-0.61,-0.77,-0.71,-0.7,-0.72,-0.81
1,-0.59,-0.76,-0.7,-0.68,-0.71,-0.8
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
