,0.320,0.420,0.520,0.540,0.570,0.600,0.620,0.650,0.680
0.005,0.570,0.670,0.800,0.840,0.870,0.900,0.930,0.960,0.980
0.013,0.960,1.000,1.050,1.060,1.070,1.080,1.100,1.100,1.120
0.025,1.020,1.030,1.060,1.060,1.060,1.070,1.080,1.070,1.080
0.050,0.880,0.890,0.900,0.900,0.910,0.910,0.920,0.910,0.920
0.075,0.750,0.760,0.760,0.780,0.780,0.790,0.800,0.790,0.800
0.100,0.680,0.690,0.710,0.710,0.710,0.720,0.730,0.720,0.730
0.150,0.570,0.580,0.600,0.600,0.610,0.610,0.620,0.620,0.620
0.200,0.480,0.490,0.500,0.510,0.510,0.520,0.530,0.550,0.550
0.250,0.410,0.430,0.440,0.450,0.450,0.460,0.460,--,--
0.300,0.340,0.360,0.360,0.370,0.370,0.370,0.390,0.390,0.390
0.350,0.280,0.290,0.300,0.310,0.310,0.320,0.320,--,--
0.400,0.230,0.240,0.250,0.260,0.260,0.270,0.270,0.270,0.270
0.450,0.190,0.200,0.210,0.220,0.220,0.230,0.230,--,--
0.500,0.170,0.170,0.180,0.180,0.190,0.200,0.190,0.180,0.200
0.550,0.150,0.160,0.160,0.170,0.170,0.180,0.180,--,--
0.600,0.130,0.130,0.140,0.150,0.140,0.160,0.160,0.150,0.160
0.700,0.080,0.090,0.100,0.100,0.100,0.110,0.120,--,--
0.750,0.060,0.070,0.080,0.080,0.080,0.100,0.090,0.100,0.110
0.800,0.030,0.050,0.050,0.060,0.060,0.070,0.070,--,--
0.850,-0.030,-0.020,-0.020,-0.010,-0.010,0.010,0.010,0.010,0.020
0.950,-0.270,-0.260,-0.270,-0.250,-0.260,-0.250,-0.250,-0.240,-0.220
