,0.320,0.410,0.520,0.560,0.620,0.640,0.660,0.690,0.720,0.740,0.770,0.800,0.820,0.860,0.890
0.000,-0.330,-0.210,0.080,0.220,0.340,0.380,0.440,0.490,0.540,0.600,0.640,0.700,0.750,0.820,0.850
0.005,1.000,1.020,1.060,1.070,1.100,1.100,1.110,1.110,1.120,1.130,1.140,1.160,1.160,1.190,1.200
0.013,0.940,0.960,0.970,0.970,0.990,0.980,0.980,0.990,0.990,1.010,1.000,1.010,1.020,1.030,1.140
0.025,0.660,0.670,0.680,0.680,0.700,0.690,0.690,0.700,0.700,0.920,0.720,0.730,0.730,0.740,0.760
0.075,0.240,0.230,0.240,0.240,0.260,0.240,0.350,0.250,0.260,0.380,0.290,0.290,0.320,0.330,0.360
0.100,0.140,0.130,0.140,0.140,0.150,0.130,0.140,0.140,0.150,0.270,0.170,0.190,0.200,0.220,0.250
0.150,0.010,-0.010,0.000,-0.010,0.010,-0.010,-0.010,-0.010,0.000,0.020,0.020,0.030,0.040,0.070,0.110
0.200,-0.080,-0.100,-0.100,-0.110,-0.100,-0.120,-0.120,-0.130,-0.120,-0.110,-0.110,-0.100,-0.090,-0.060,-0.020
0.250,-0.160,-0.180,-0.180,-0.190,-0.190,-0.210,-0.210,-0.230,-0.220,-0.220,-0.220,-0.220,-0.210,-0.170,-0.130
0.300,-0.200,-0.230,-0.240,-0.250,-0.260,-0.280,-0.290,-0.310,-0.300,-0.310,-0.300,-0.320,-0.310,-0.270,-0.230
0.350,-0.240,-0.270,-0.280,-0.280,-0.300,-0.340,-0.340,-0.360,-0.360,-0.370,-0.380,-0.390,-0.380,-0.350,-0.300
0.400,-0.280,-0.300,-0.320,-0.340,-0.350,-0.380,-0.390,-0.410,-0.420,-0.430,-0.450,-0.480,-0.470,-0.430,-0.380
0.450,-0.300,-0.330,-0.350,-0.370,-0.380,-0.420,-0.420,-0.450,-0.460,-0.480,-0.520,-0.590,-0.600,-0.550,-0.500
0.500,-0.290,-0.320,-0.340,-0.360,-0.370,-0.400,-0.410,-0.440,-0.450,-0.470,-0.510,-0.610,-0.660,-0.620,-0.570
0.550,-0.280,-0.310,-0.330,-0.340,-0.350,-0.390,-0.400,-0.420,-0.430,-0.450,-0.480,-0.560,-0.680,-0.670,-0.620
0.600,-0.260,-0.290,-0.310,-0.330,-0.340,-0.370,-0.380,-0.400,-0.410,-0.420,-0.440,-0.510,-0.620,-0.720,-0.670
0.650,-0.240,-0.260,-0.280,-0.300,-0.300,-0.360,-0.350,-0.370,-0.370,-0.380,-0.410,-0.480,-0.590,-0.710,-0.710
0.700,-0.200,-0.240,-0.250,-0.270,-0.270,-0.300,-0.320,-0.340,-0.340,-0.350,-0.380,-0.420,-0.580,-0.670,-0.670
0.750,-0.180,-0.220,-0.230,-0.240,-0.250,-0.270,-0.280,-0.300,-0.300,-0.300,-0.290,-0.250,-0.260,-0.670,-0.660
0.800,-0.160,-0.190,-0.200,-0.200,-0.200,-0.210,-0.210,-0.230,-0.210,-0.190,-0.190,-0.190,-0.150,-0.460,-0.590
0.850,-0.130,-0.130,-0.110,-0.110,-0.100,-0.120,-0.120,-0.130,-0.120,-0.110,-0.110,-0.110,-0.080,-0.210,-0.390
0.900,0.020,0.000,0.000,-0.010,0.000,-0.020,-0.020,-0.030,-0.010,0.000,0.010,0.010,0.030,-0.050,-0.240
0.950,0.080,0.060,0.070,0.060,0.070,0.060,0.060,0.050,0.080,0.090,0.090,0.100,0.110,0.080,-0.150
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
• 4,,,,,,,,,,,,,,,
