,0.310,0.420,0.520,0.540,0.570,0.600,0.630,0.650
0.005,0.900,0.920,0.950,0.950,0.940,0.970,0.980,0.990
0.014,1.030,1.050,1.070,1.080,1.080,1.090,1.100,1.110
0.049,0.860,0.880,0.900,0.910,0.920,0.930,0.930,0.950
0.073,0.740,0.770,0.790,0.800,0.820,0.820,0.830,0.840
0.098,0.650,0.680,0.700,0.710,0.730,0.730,0.740,0.750
0.152,0.510,0.530,0.550,0.560,0.580,0.580,0.590,0.610
0.251,0.310,0.330,0.340,0.350,0.370,0.370,0.380,0.390
0.300,0.220,0.240,0.250,0.270,0.280,0.280,0.290,0.300
0.351,0.150,0.160,0.180,0.220,0.200,0.200,0.210,0.220
0.403,0.090,0.100,0.110,0.120,0.140,0.140,0.140,0.160
0.449,0.030,0.040,0.050,0.060,0.070,0.070,0.080,0.090
0.500,-0.010,-0.010,0.000,0.010,0.020,0.020,0.030,0.040
0.549,-0.050,-0.040,-0.030,-0.030,-0.020,-0.020,-0.010,0.000
0.602,-0.070,-0.060,-0.060,-0.050,-0.040,-0.040,-0.040,-0.030
0.649,-0.090,-0.090,-0.090,-0.080,-0.070,-0.080,-0.070,-0.060
0.701,-0.120,-0.120,-0.110,-0.100,-0.100,-0.100,-0.100,-0.090
0.751,-0.150,-0.150,-0.150,-0.140,-0.140,-0.140,-0.140,-0.120
0.801,-0.200,-0.200,-0.190,-0.190,-0.190,-0.190,-0.180,-0.170
0.851,-0.260,-0.260,-0.260,-0.260,-0.260,-0.260,-0.250,-0.250
0.951,-0.400,-0.420,-0.410,-0.420,-0.440,-0.430,-0.430,-0.430
