,0.31,0.42,0.52,0.54,0.56,0.59,0.62,0.64,0.67,0.7,0.73,0.76,0.79,0.81
0.005,0.95,1,1.03,1.05,1.06,1.07,1.08,1.09,1.11,1.12,1.13,1.16,1.15,1.17
0.014,1,1.03,1.03,1.03,1.04,1.05,1.05,1.06,1.06,1.07,1.08,1.09,1.07,1.08
0.049,0.75,0.76,0.75,0.75,0.75,0.76,0.76,0.77,0.77,0.78,0.78,0.8,0.78,0.78
0.073,0.63,0.64,0.63,0.63,0.63,0.64,0.64,0.65,0.65,0.66,0.66,0.68,0.66,0.67
0.098,0.54,0.54,0.53,0.53,0.53,0.54,0.54,0.55,0.55,0.56,0.56,0.58,0.56,0.57
0.152,0.4,0.4,0.39,0.38,0.39,0.39,0.4,0.4,0.41,0.41,0.41,0.43,0.42,0.42
0.251,0.22,0.22,0.2,0.19,0.2,0.2,0.21,0.21,0.21,0.21,0.21,0.23,0.22,0.22
0.3,0.15,0.15,0.13,0.12,0.12,0.12,0.13,0.13,0.13,0.13,0.12,0.15,0.13,0.13
0.351,0.1,0.09,0.07,0.06,0.06,0.06,0.07,0.06,0.07,0.07,0.06,0.08,0.06,0.06
0.403,0.05,0.05,0.03,0.01,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.03,0.01,0
0.449,0.02,0.01,-0.02,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.04,-0.04,-0.03,-0.05,-0.06
0.5,-0.01,-0.02,-0.05,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.07,-0.08,-0.06,-0.08,-0.09
0.549,-0.03,-0.03,-0.06,-0.07,-0.07,-0.08,-0.07,-0.08,-0.08,-0.08,-0.09,-0.08,-0.1,-0.11
0.602,-0.03,-0.04,-0.06,-0.08,-0.08,-0.08,-0.08,-0.08,-0.08,-0.09,-0.1,-0.08,-0.1,-0.11
0.649,-0.03,-0.04,-0.07,-0.08,-0.08,-0.09,-0.09,-0.09,-0.09,-0.1,-0.11,-0.09,-0.11,-0.12
0.701,-0.04,-0.05,-0.08,-0.09,-0.09,-0.1,-0.09,-0.1,-0.1,-0.1,-0.11,-0.09,-0.11,--
0.751,-0.05,-0.06,-0.09,-0.1,-0.1,-0.11,-0.1,-0.11,-0.11,-0.12,-0.12,-0.11,-0.12,-0.12
0.801,-0.06,-0.08,-0.11,-0.13,-0.13,-0.13,-0.13,-0.14,-0.14,-0.14,-0.15,-0.13,-0.15,--
0.851,-0.09,-0.11,-0.14,-0.16,-0.16,-0.17,-0.16,-0.18,-0.18,-0.18,-0.19,-0.18,-0.19,-0.2
0.951,-0.16,-0.19,-0.22,-0.25,-0.26,-0.27,-0.26,-0.28,-0.29,-0.28,-0.3,--,--,-0.29
