,0.320,0.410,0.510,0.530,0.560,0.580,0.610,0.640,0.660,0.680,0.710,0.740,0.770,0.800,0.820
0.000,-5.160,-3.290,-2.000,-1.810,-1.610,-1.370,-1.070,-0.910,-0.720,-0.550,-0.330,-0.140,0.000,0.180,0.340
0.005,-4.700,-3.130,-2.060,-2.020,-1.880,-2.480,-1.840,-2.050,-1.940,-1.710,-1.420,-1.200,-1.110,-0.950,-0.770
0.029,-2.350,-2.280,-1.830,-1.840,-1.760,-2.310,-1.730,-1.970,-1.990,-1.930,-1.610,-1.400,-1.470,-1.430,-1.280
0.051,-1.690,-2.000,-1.790,-1.780,-1.720,-2.080,-1.680,-1.910,-1.950,-1.850,-1.490,-1.350,-1.420,-1.440,-1.310
0.076,-1.470,-1.820,-1.750,-1.720,-1.680,-1.840,-1.620,-1.750,-1.790,-1.720,-1.430,-1.270,-1.380,-1.390,-1.270
0.101,-1.290,-1.590,-1.700,-1.670,-1.640,-1.670,-1.570,-1.620,-1.620,-1.620,-1.390,-1.240,-1.360,-1.370,-1.240
0.151,-1.050,-1.200,-1.460,-1.480,-1.480,-1.380,-1.430,-1.390,-1.360,-1.380,-1.260,-1.160,-1.310,-1.360,-1.240
0.199,-0.920,-0.970,-1.170,-1.230,-1.260,-1.150,-1.240,-1.180,-1.180,-1.150,-1.120,-1.070,-1.230,-1.320,-1.230
0.249,-0.820,-0.840,-0.930,-0.990,-1.030,-0.970,-1.060,-1.010,-1.020,-0.970,-0.970,-0.970,-1.130,-1.280,-1.210
0.301,-0.740,-0.740,-0.770,-0.820,-0.860,-0.820,-0.890,-0.850,-0.880,-0.840,-0.840,-0.850,-0.950,-1.190,-1.180
0.349,-0.670,-0.670,-0.660,-0.690,-0.730,-0.700,-0.750,-0.740,-0.780,-0.760,-0.760,-0.760,-0.820,-1.020,-1.110
0.400,-0.610,-0.600,-0.570,-0.600,-0.620,-0.610,-0.640,-0.640,-0.690,-0.710,-0.700,-0.700,-0.730,-0.840,-0.990
0.499,-0.480,-0.480,-0.440,-0.460,-0.480,-0.460,-0.470,-0.490,-0.550,-0.600,-0.630,-0.630,-0.630,-0.680,-0.740
0.549,-0.410,-0.410,-0.370,-0.390,-0.410,-0.390,-0.400,-0.420,-0.490,-0.550,-0.590,-0.600,-0.600,-0.630,-0.680
0.598,-0.340,-0.340,-0.320,-0.330,-0.350,-0.330,-0.350,-0.370,-0.440,-0.500,-0.560,-0.580,-0.570,-0.600,-0.650
0.649,-0.270,-0.280,-0.260,-0.280,-0.300,-0.280,-0.290,-0.310,-0.390,-0.460,-0.530,-0.550,-0.530,-0.560,-0.620
0.701,-0.200,-0.220,-0.210,-0.230,-0.250,-0.220,-0.250,-0.270,-0.340,-0.420,-0.490,-0.520,-0.510,-0.530,-0.590
0.751,-0.150,-0.210,-0.170,-0.180,-0.210,-0.190,-0.210,-0.230,-0.300,-0.380,-0.460,-0.480,-0.470,-0.510,-0.570
0.802,-0.090,-0.120,-0.130,-0.140,-0.170,-0.140,-0.170,-0.190,-0.260,-0.330,-0.410,-0.440,-0.430,-0.470,-0.540
0.849,-0.040,-0.080,-0.090,-0.110,-0.130,-0.120,-0.140,-0.170,-0.230,-0.290,-0.380,-0.410,-0.400,-0.450,-0.520
0.951,0.050,0.010,-0.020,-0.040,-0.070,-0.050,-0.070,-0.100,-0.170,-0.210,-0.280,-0.310,-0.310,-0.370,-0.450
1.000,0.090,0.050,0.010,-0.010,-0.030,-0.030,-0.050,-0.080,-0.130,-0.160,-0.220,-0.260,-0.270,-0.320,-0.400
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
